scene_token,scene_candidate_index,pdm_score_change,minimum_clearance_change_m,minimum_dynamic_clearance_change_m,dynamic_collision_changed
0402fbb7cdba5843,1,0.0,0.0,0.0,False
0402fbb7cdba5843,2,0.0,0.0,0.0,False
0402fbb7cdba5843,3,0.0,0.0,0.0,False
0402fbb7cdba5843,5,0.0,0.0,0.0,False
0402fbb7cdba5843,6,0.0,0.0,0.0,False
0402fbb7cdba5843,7,0.0,0.0,0.0,False
0402fbb7cdba5843,8,0.0,0.0,0.0,False
0402fbb7cdba5843,9,0.0,0.0,0.0,False
0402fbb7cdba5843,10,0.0,0.0,0.0,False
0402fbb7cdba5843,11,0.0,0.0,0.0,False
0402fbb7cdba5843,12,0.0,0.0,0.0,False
0402fbb7cdba5843,13,0.0,0.0,0.0,False
0402fbb7cdba5843,14,0.0,0.0,0.0,False
0402fbb7cdba5843,15,0.0,0.0,0.0,False
067340b153b854c4,0,0.0,0.0,0.0,False
067340b153b854c4,1,0.0,0.0,0.0,False
067340b153b854c4,2,0.0,0.0,0.0,False
067340b153b854c4,3,0.0,0.0,0.0,False
067340b153b854c4,4,0.0,0.0,0.0,False
067340b153b854c4,5,0.0,0.0,0.0,False
067340b153b854c4,6,0.0,0.0,0.0,False
067340b153b854c4,7,0.0,0.0,0.0,False
067340b153b854c4,8,0.0,0.0,0.0,False
067340b153b854c4,9,0.0,0.0,0.0,False
067340b153b854c4,10,0.0,0.0,0.0,False
067340b153b854c4,11,0.0,0.0,0.0,False
067340b153b854c4,12,0.0,0.0,0.0,False
067340b153b854c4,14,0.0,0.0,0.0,False
067340b153b854c4,15,0.0,0.0,0.0,False
0a12dd6d111f5356,0,0.0,2.4753458499908447,2.4753458499908447,False
0a12dd6d111f5356,1,0.0,0.0,0.0,False
0a12dd6d111f5356,2,0.0,0.0,0.0,False
0a12dd6d111f5356,3,0.0,0.0,0.0,False
0a12dd6d111f5356,4,0.0,0.0,0.0,False
0a12dd6d111f5356,5,0.0,0.0,0.0,False
0a12dd6d111f5356,6,0.0,0.0,0.0,False
0a12dd6d111f5356,7,0.0,0.0,0.0,False
0a12dd6d111f5356,8,0.0,0.0,0.0,False
0a12dd6d111f5356,9,0.0,0.0,0.0,False
0a12dd6d111f5356,10,0.0,0.0,0.0,False
0a12dd6d111f5356,11,0.0,0.0,0.0,False
0a12dd6d111f5356,12,0.0,0.0,0.0,False
0a12dd6d111f5356,13,0.0,0.0,0.0,False
0a12dd6d111f5356,14,0.0,0.0,0.0,False
0a12dd6d111f5356,15,0.0,0.0,0.0,False
0b185277a5a758e0,0,0.0,0.0,0.2709071636199951,False
0b185277a5a758e0,1,0.0,0.0,0.0,False
0b185277a5a758e0,2,0.0,0.0,0.0,False
0b185277a5a758e0,3,0.0,0.0,0.0,False
0b185277a5a758e0,4,0.0,0.0,0.0,False
0b185277a5a758e0,5,0.0,0.0,0.0,False
0b185277a5a758e0,6,0.0,0.0,0.0,False
0b185277a5a758e0,7,0.0,0.0,0.0,False
0b185277a5a758e0,8,0.0,0.0,0.0,False
0b185277a5a758e0,9,0.0,0.0,0.0,False
0b185277a5a758e0,10,0.0,0.0,0.0,False
0b185277a5a758e0,11,0.0,0.0,0.0,False
0b185277a5a758e0,12,0.0,0.0,0.0,False
0b185277a5a758e0,13,0.0,0.0,0.0,False
0b185277a5a758e0,14,0.0,0.0,0.0,False
0b185277a5a758e0,15,0.0,0.0,0.0,False
0bf438668d365dd6,0,0.0,-0.6801868677139282,-0.6801868677139282,False
0bf438668d365dd6,2,0.0,0.0,0.0,False
0bf438668d365dd6,5,0.0,0.0,0.0,False
0bf438668d365dd6,6,0.0,0.0,0.0,False
0bf438668d365dd6,7,0.0,0.0,0.0,False
0bf438668d365dd6,8,0.0,0.0,0.0,False
0bf438668d365dd6,9,0.0,0.0,0.0,False
0bf438668d365dd6,10,0.0,0.0,0.0,False
0bf438668d365dd6,11,0.0,0.0,0.0,False
0bf438668d365dd6,12,0.0,0.0,0.0,False
0bf438668d365dd6,13,0.0,0.0,0.0,False
0cf25603195e523f,0,0.0,0.21346139907836914,0.21346139907836914,False
0cf25603195e523f,1,0.0,0.0,0.0,False
0cf25603195e523f,2,0.0,0.0,0.0,False
0cf25603195e523f,3,0.0,0.0,0.0,False
0cf25603195e523f,4,0.0,0.0,0.0,False
0cf25603195e523f,5,0.0,0.0,0.0,False
0cf25603195e523f,6,0.0,0.0,0.0,False
0cf25603195e523f,7,0.0,0.0,0.0,False
0cf25603195e523f,8,0.0,0.0,0.0,False
0cf25603195e523f,9,0.0,0.0,0.0,False
0cf25603195e523f,10,0.0,0.0,0.0,False
0cf25603195e523f,11,0.0,0.0,0.0,False
0cf25603195e523f,12,0.0,0.0,0.0,False
0cf25603195e523f,14,0.0,0.0,0.0,False
0cf25603195e523f,15,0.0,0.0,0.0,False
0fb23ddab36f5357,0,0.0,0.048794686794281006,0.048794686794281006,False
0fb23ddab36f5357,1,0.0,0.0,0.0,False
0fb23ddab36f5357,2,0.0,0.0,0.0,False
0fb23ddab36f5357,3,0.0,0.0,0.0,False
0fb23ddab36f5357,4,0.0,0.0,0.0,False
0fb23ddab36f5357,5,0.0,0.0,0.0,False
0fb23ddab36f5357,6,0.0,0.0,0.0,False
0fb23ddab36f5357,7,0.0,0.0,0.0,False
0fb23ddab36f5357,8,0.0,0.0,0.0,False
0fb23ddab36f5357,9,0.0,0.0,0.0,False
0fb23ddab36f5357,10,0.0,0.0,0.0,False
0fb23ddab36f5357,11,0.0,0.0,0.0,False
0fb23ddab36f5357,12,0.0,0.0,0.0,False
0fb23ddab36f5357,13,0.0,0.0,0.0,False
0fb23ddab36f5357,14,0.0,0.0,0.0,False
0fb23ddab36f5357,15,0.0,0.0,0.0,False
108b6e7a8663559d,0,0.0,0.0,0.0,False
108b6e7a8663559d,1,0.0,0.0,0.0,False
108b6e7a8663559d,2,0.0,0.0,0.0,False
108b6e7a8663559d,3,0.0,0.0,0.0,False
108b6e7a8663559d,4,0.0,0.0,0.0,False
108b6e7a8663559d,5,0.0,0.0,0.0,False
108b6e7a8663559d,6,0.0,0.0,0.0,False
108b6e7a8663559d,7,0.0,0.0,0.0,False
108b6e7a8663559d,8,0.0,0.0,0.0,False
108b6e7a8663559d,9,0.0,0.0,0.0,False
108b6e7a8663559d,10,0.0,0.0,0.0,False
108b6e7a8663559d,11,0.0,0.0,0.0,False
108b6e7a8663559d,12,0.0,0.0,0.0,False
108b6e7a8663559d,14,0.0,0.0,0.0,False
108b6e7a8663559d,15,0.0,0.0,0.0,False
10c95accebcd5024,0,0.0,-0.030936837196350098,-0.030936837196350098,False
10c95accebcd5024,5,0.0,0.0,0.0,False
10c95accebcd5024,6,0.0,0.0,0.0,False
10c95accebcd5024,7,0.0,0.0,0.0,False
10c95accebcd5024,8,0.0,0.0,0.0,False
10c95accebcd5024,9,0.0,0.0,0.0,False
10c95accebcd5024,10,0.0,0.0,0.0,False
10c95accebcd5024,12,0.0,0.0,0.0,False
10c95accebcd5024,13,0.0,0.0,0.0,False
14aacdc829cb5012,0,0.0,0.011742115020751953,0.011742115020751953,False
14aacdc829cb5012,5,0.0,0.0,0.0,False
14aacdc829cb5012,6,0.0,0.0,0.0,False
14aacdc829cb5012,7,0.0,0.0,0.0,False
14aacdc829cb5012,8,0.0,0.0,0.0,False
14aacdc829cb5012,9,0.0,0.0,0.0,False
14aacdc829cb5012,10,0.0,0.0,0.0,False
14aacdc829cb5012,11,0.0,0.0,0.0,False
14aacdc829cb5012,12,0.0,0.0,0.0,False
14aacdc829cb5012,13,0.0,0.0,0.0,False
14aacdc829cb5012,14,0.0,0.0,0.0,False
14aacdc829cb5012,15,0.0,0.0,0.0,False
15a57ea7e3be511f,0,-0.10597723265526449,-0.24531054496765137,-0.24531054496765137,False
15a57ea7e3be511f,4,0.0,0.0,0.0,False
15a57ea7e3be511f,5,0.0,0.0,0.0,False
15a57ea7e3be511f,6,0.0,0.0,0.0,False
15a57ea7e3be511f,7,0.0,0.0,0.0,False
15a57ea7e3be511f,8,0.0,0.0,0.0,False
15a57ea7e3be511f,9,0.0,0.0,0.0,False
15a57ea7e3be511f,10,0.0,0.0,0.0,False
15a57ea7e3be511f,11,0.0,0.0,0.0,False
15a57ea7e3be511f,12,0.0,0.0,0.0,False
15a57ea7e3be511f,13,0.0,0.0,0.0,False
15a57ea7e3be511f,15,0.0,0.0,0.0,False
16259719899f5b57,0,0.0,0.0,0.0,False
16259719899f5b57,1,0.0,0.0,0.0,False
16259719899f5b57,2,0.0,0.0,0.0,False
16259719899f5b57,3,0.0,0.0,0.0,False
16259719899f5b57,4,0.0,0.0,0.0,False
16259719899f5b57,5,0.0,0.0,0.0,False
16259719899f5b57,6,0.0,0.0,0.0,False
16259719899f5b57,7,0.0,0.0,0.0,False
16259719899f5b57,8,0.0,0.0,0.0,False
16259719899f5b57,9,0.0,0.0,0.0,False
16259719899f5b57,10,0.0,0.0,0.0,False
16259719899f5b57,11,0.0,0.0,0.0,False
16259719899f5b57,12,0.0,0.0,0.0,False
16259719899f5b57,13,0.0,0.0,0.0,False
16259719899f5b57,14,0.0,0.0,0.0,False
16259719899f5b57,15,0.0,0.0,0.0,False
199e4fbe08935048,0,0.0,0.0,0.0,False
199e4fbe08935048,1,0.0,0.0,0.0,False
199e4fbe08935048,2,0.0,0.0,0.0,False
199e4fbe08935048,3,0.0,0.0,0.0,False
199e4fbe08935048,4,0.0,0.0,0.0,False
199e4fbe08935048,5,0.0,0.0,0.0,False
199e4fbe08935048,6,0.0,0.0,0.0,False
199e4fbe08935048,7,0.0,0.0,0.0,False
199e4fbe08935048,8,0.0,0.0,0.0,False
199e4fbe08935048,9,0.0,0.0,0.0,False
199e4fbe08935048,10,0.0,0.0,0.0,False
199e4fbe08935048,11,0.0,0.0,0.0,False
199e4fbe08935048,12,0.0,0.0,0.0,False
199e4fbe08935048,13,0.0,0.0,0.0,False
199e4fbe08935048,14,0.0,0.0,0.0,False
199e4fbe08935048,15,0.0,0.0,0.0,False
1e8447ee0c2052fb,0,0.0,0.0,-0.19268262386322021,False
1e8447ee0c2052fb,5,0.0,0.0,0.0,False
1e8447ee0c2052fb,6,0.0,0.0,0.0,False
1e8447ee0c2052fb,7,0.0,0.0,0.0,False
1e8447ee0c2052fb,8,0.0,0.0,0.0,False
1e8447ee0c2052fb,9,0.0,0.0,0.0,False
1e8447ee0c2052fb,10,0.0,0.0,0.0,False
1e8447ee0c2052fb,11,0.0,0.0,0.0,False
1e8447ee0c2052fb,12,0.0,0.0,0.0,False
1e8447ee0c2052fb,13,0.0,0.0,0.0,False
1fb799771bf251f8,0,0.0,0.0,0.0,False
1fb799771bf251f8,1,0.0,0.0,0.0,False
1fb799771bf251f8,2,0.0,0.0,0.0,False
1fb799771bf251f8,3,0.0,0.0,0.0,False
1fb799771bf251f8,4,0.0,0.0,0.0,False
1fb799771bf251f8,5,0.0,0.0,0.0,False
1fb799771bf251f8,6,0.0,0.0,0.0,False
1fb799771bf251f8,7,0.0,0.0,0.0,False
1fb799771bf251f8,8,0.0,0.0,0.0,False
1fb799771bf251f8,9,0.0,0.0,0.0,False
1fb799771bf251f8,10,0.0,0.0,0.0,False
1fb799771bf251f8,11,0.0,0.0,0.0,False
1fb799771bf251f8,12,0.0,0.0,0.0,False
1fb799771bf251f8,13,0.0,0.0,0.0,False
1fb799771bf251f8,14,0.0,0.0,0.0,False
1fb799771bf251f8,15,0.0,0.0,0.0,False
2295480487565083,0,-1.0,-1.2962346076965332,-1.2962346076965332,True
2295480487565083,1,0.0,0.0,0.0,False
2295480487565083,2,0.0,0.0,0.0,False
2295480487565083,3,0.0,0.0,0.0,False
2295480487565083,4,0.0,0.0,0.0,False
2295480487565083,5,0.0,0.0,0.0,False
2295480487565083,6,0.0,0.0,0.0,False
2295480487565083,7,0.0,0.0,0.0,False
2295480487565083,8,0.0,0.0,0.0,False
2295480487565083,9,0.0,0.0,0.0,False
2295480487565083,10,0.0,0.0,0.0,False
2295480487565083,11,0.0,0.0,0.0,False
2295480487565083,12,0.0,0.0,0.0,False
2295480487565083,13,0.0,0.0,0.0,False
2295480487565083,14,0.0,0.0,0.0,False
2295480487565083,15,0.0,0.0,0.0,False
255a7801a3cc557f,0,0.0,0.0,2.4972736835479736,False
255a7801a3cc557f,1,0.0,0.0,0.0,False
255a7801a3cc557f,2,0.0,0.0,0.0,False
255a7801a3cc557f,3,0.0,0.0,0.0,False
255a7801a3cc557f,4,0.0,0.0,0.0,False
255a7801a3cc557f,5,0.0,0.0,0.0,False
255a7801a3cc557f,6,0.0,0.0,0.0,False
255a7801a3cc557f,7,0.0,0.0,0.0,False
255a7801a3cc557f,8,0.0,0.0,0.0,False
255a7801a3cc557f,9,0.0,0.0,0.0,False
255a7801a3cc557f,10,0.0,0.0,0.0,False
255a7801a3cc557f,11,0.0,0.0,0.0,False
255a7801a3cc557f,12,0.0,0.0,0.0,False
255a7801a3cc557f,13,0.0,0.0,0.0,False
255a7801a3cc557f,14,0.0,0.0,0.0,False
255a7801a3cc557f,15,0.0,0.0,0.0,False
275d089b7f1a5a06,0,0.0,0.0,-0.06385350227355957,False
275d089b7f1a5a06,1,0.0,0.0,0.0,False
275d089b7f1a5a06,2,0.0,0.0,0.0,False
275d089b7f1a5a06,3,0.0,0.0,0.0,False
275d089b7f1a5a06,4,0.0,0.0,0.0,False
275d089b7f1a5a06,5,0.0,0.0,0.0,False
275d089b7f1a5a06,6,0.0,0.0,0.0,False
275d089b7f1a5a06,7,0.0,0.0,0.0,False
275d089b7f1a5a06,8,0.0,0.0,0.0,False
275d089b7f1a5a06,9,0.0,0.0,0.0,False
275d089b7f1a5a06,10,0.0,0.0,0.0,False
275d089b7f1a5a06,11,0.0,0.0,0.0,False
275d089b7f1a5a06,12,0.0,0.0,0.0,False
275d089b7f1a5a06,13,0.0,0.0,0.0,False
275d089b7f1a5a06,14,0.0,0.0,0.0,False
275d089b7f1a5a06,15,0.0,0.0,0.0,False
27de89009d955d8a,0,0.0,0.04854971170425415,0.04854971170425415,False
27de89009d955d8a,1,0.0,0.0,0.0,False
27de89009d955d8a,2,0.0,0.0,0.0,False
27de89009d955d8a,3,0.0,0.0,0.0,False
27de89009d955d8a,4,0.0,0.0,0.0,False
27de89009d955d8a,5,0.0,0.0,0.0,False
27de89009d955d8a,6,0.0,0.0,0.0,False
27de89009d955d8a,7,0.0,0.0,0.0,False
27de89009d955d8a,8,0.0,0.0,0.0,False
27de89009d955d8a,9,0.0,0.0,0.0,False
27de89009d955d8a,10,0.0,0.0,0.0,False
27de89009d955d8a,11,0.0,0.0,0.0,False
27de89009d955d8a,12,0.0,0.0,0.0,False
27de89009d955d8a,13,0.0,0.0,0.0,False
27de89009d955d8a,14,0.0,0.0,0.0,False
27de89009d955d8a,15,0.0,0.0,0.0,False
282fa7da96d65bc5,0,0.0,0.0,0.4105219542980194,False
282fa7da96d65bc5,3,0.0,0.0,0.0,False
282fa7da96d65bc5,5,0.0,0.0,0.0,False
282fa7da96d65bc5,6,0.0,0.0,0.0,False
282fa7da96d65bc5,7,0.0,0.0,0.0,False
282fa7da96d65bc5,8,0.0,0.0,0.0,False
282fa7da96d65bc5,9,0.0,0.0,0.0,False
282fa7da96d65bc5,10,0.0,0.0,0.0,False
282fa7da96d65bc5,11,0.0,0.0,0.0,False
282fa7da96d65bc5,12,0.0,0.0,0.0,False
282fa7da96d65bc5,13,0.0,0.0,0.0,False
282fa7da96d65bc5,15,0.0,0.0,0.0,False
2960265e934d5ed1,0,0.0,0.0,2.245133876800537,False
2960265e934d5ed1,1,0.0,0.0,0.0,False
2960265e934d5ed1,2,0.0,0.0,0.0,False
2960265e934d5ed1,3,0.0,0.0,0.0,False
2960265e934d5ed1,4,0.0,0.0,0.0,False
2960265e934d5ed1,5,0.0,0.0,0.0,False
2960265e934d5ed1,6,0.0,0.0,0.0,False
2960265e934d5ed1,7,0.0,0.0,0.0,False
2960265e934d5ed1,8,0.0,0.0,0.0,False
2960265e934d5ed1,9,0.0,0.0,0.0,False
2960265e934d5ed1,10,0.0,0.0,0.0,False
2960265e934d5ed1,11,0.0,0.0,0.0,False
2960265e934d5ed1,12,0.0,0.0,0.0,False
2960265e934d5ed1,13,0.0,0.0,0.0,False
2960265e934d5ed1,14,0.0,0.0,0.0,False
2960265e934d5ed1,15,0.0,0.0,0.0,False
2972cbc0ae115026,0,0.0,0.045574188232421875,0.045574188232421875,False
2972cbc0ae115026,1,0.0,0.0,0.0,False
2972cbc0ae115026,2,0.0,0.0,0.0,False
2972cbc0ae115026,3,0.0,0.0,0.0,False
2972cbc0ae115026,4,0.0,0.0,0.0,False
2972cbc0ae115026,5,0.0,0.0,0.0,False
2972cbc0ae115026,6,0.0,0.0,0.0,False
2972cbc0ae115026,7,0.0,0.0,0.0,False
2972cbc0ae115026,8,0.0,0.0,0.0,False
2972cbc0ae115026,9,0.0,0.0,0.0,False
2972cbc0ae115026,10,0.0,0.0,0.0,False
2972cbc0ae115026,11,0.0,0.0,0.0,False
2972cbc0ae115026,12,0.0,0.0,0.0,False
2972cbc0ae115026,13,0.0,0.0,0.0,False
2972cbc0ae115026,14,0.0,0.0,0.0,False
2972cbc0ae115026,15,0.0,0.0,0.0,False
2b03803980725527,0,0.0,0.0,0.0,False
2b03803980725527,1,0.0,0.0,0.0,False
2b03803980725527,2,0.0,0.0,0.0,False
2b03803980725527,3,0.0,0.0,0.0,False
2b03803980725527,4,0.0,0.0,0.0,False
2b03803980725527,5,0.0,0.0,0.0,False
2b03803980725527,6,0.0,0.0,0.0,False
2b03803980725527,7,0.0,0.0,0.0,False
2b03803980725527,8,0.0,0.0,0.0,False
2b03803980725527,9,0.0,0.0,0.0,False
2b03803980725527,10,0.0,0.0,0.0,False
2b03803980725527,11,0.0,0.0,0.0,False
2b03803980725527,12,0.0,0.0,0.0,False
2b03803980725527,14,0.0,0.0,0.0,False
2b03803980725527,15,0.0,0.0,0.0,False
2cba6fca5dff5047,0,0.0,0.0,0.0,False
2cba6fca5dff5047,1,0.0,0.0,0.0,False
2cba6fca5dff5047,2,0.0,0.0,0.0,False
2cba6fca5dff5047,3,0.0,0.0,0.0,False
2cba6fca5dff5047,4,0.0,0.0,0.0,False
2cba6fca5dff5047,5,0.0,0.0,0.0,False
2cba6fca5dff5047,6,0.0,0.0,0.0,False
2cba6fca5dff5047,7,0.0,0.0,0.0,False
2cba6fca5dff5047,8,0.0,0.0,0.0,False
2cba6fca5dff5047,9,0.0,0.0,0.0,False
2cba6fca5dff5047,10,0.0,0.0,0.0,False
2cba6fca5dff5047,11,0.0,0.0,0.0,False
2cba6fca5dff5047,12,0.0,0.0,0.0,False
2cba6fca5dff5047,13,0.0,0.0,0.0,False
2cba6fca5dff5047,14,0.0,0.0,0.0,False
2cba6fca5dff5047,15,0.0,0.0,0.0,False
2cd96cf1026d51dd,0,0.0,0.0,0.0,False
2cd96cf1026d51dd,1,0.0,0.0,0.0,False
2cd96cf1026d51dd,2,0.0,0.0,0.0,False
2cd96cf1026d51dd,3,0.0,0.0,0.0,False
2cd96cf1026d51dd,4,0.0,0.0,0.0,False
2cd96cf1026d51dd,5,0.0,0.0,0.0,False
2cd96cf1026d51dd,6,0.0,0.0,0.0,False
2cd96cf1026d51dd,7,0.0,0.0,0.0,False
2cd96cf1026d51dd,8,0.0,0.0,0.0,False
2cd96cf1026d51dd,9,0.0,0.0,0.0,False
2cd96cf1026d51dd,10,0.0,0.0,0.0,False
2cd96cf1026d51dd,11,0.0,0.0,0.0,False
2cd96cf1026d51dd,12,0.0,0.0,0.0,False
2cd96cf1026d51dd,13,0.0,0.0,0.0,False
2cd96cf1026d51dd,14,0.0,0.0,0.0,False
2cd96cf1026d51dd,15,0.0,0.0,0.0,False
2d9f05491d3851d1,0,0.0,0.27327263355255127,0.27327263355255127,False
2d9f05491d3851d1,1,0.0,0.0,0.0,False
2d9f05491d3851d1,2,0.0,0.0,0.0,False
2d9f05491d3851d1,3,0.0,0.0,0.0,False
2d9f05491d3851d1,4,0.0,0.0,0.0,False
2d9f05491d3851d1,5,0.0,0.0,0.0,False
2d9f05491d3851d1,6,0.0,0.0,0.0,False
2d9f05491d3851d1,7,0.0,0.0,0.0,False
2d9f05491d3851d1,8,0.0,0.0,0.0,False
2d9f05491d3851d1,9,0.0,0.0,0.0,False
2d9f05491d3851d1,10,0.0,0.0,0.0,False
2d9f05491d3851d1,11,0.0,0.0,0.0,False
2d9f05491d3851d1,12,0.0,0.0,0.0,False
2d9f05491d3851d1,13,0.0,0.0,0.0,False
2d9f05491d3851d1,14,0.0,0.0,0.0,False
2d9f05491d3851d1,15,0.0,0.0,0.0,False
2dd864b74b7a525d,0,0.0,0.00895237922668457,0.00895237922668457,False
2dd864b74b7a525d,5,0.0,0.0,0.0,False
2dd864b74b7a525d,6,0.0,0.0,0.0,False
2dd864b74b7a525d,7,0.0,0.0,0.0,False
2dd864b74b7a525d,8,0.0,0.0,0.0,False
2dd864b74b7a525d,9,0.0,0.0,0.0,False
2dd864b74b7a525d,10,0.0,0.0,0.0,False
2dd864b74b7a525d,11,0.0,0.0,0.0,False
2dd864b74b7a525d,12,0.0,0.0,0.0,False
2dd864b74b7a525d,13,0.0,0.0,0.0,False
3128cdeb609d5f7c,0,0.0,0.027530670166015625,0.027530670166015625,False
3128cdeb609d5f7c,1,0.0,0.0,0.0,False
3128cdeb609d5f7c,2,0.0,0.0,0.0,False
3128cdeb609d5f7c,3,0.0,0.0,0.0,False
3128cdeb609d5f7c,4,0.0,0.0,0.0,False
3128cdeb609d5f7c,5,0.0,0.0,0.0,False
3128cdeb609d5f7c,6,0.0,0.0,0.0,False
3128cdeb609d5f7c,7,0.0,0.0,0.0,False
3128cdeb609d5f7c,8,0.0,0.0,0.0,False
3128cdeb609d5f7c,9,0.0,0.0,0.0,False
3128cdeb609d5f7c,10,0.0,0.0,0.0,False
3128cdeb609d5f7c,11,0.0,0.0,0.0,False
3128cdeb609d5f7c,12,0.0,0.0,0.0,False
3128cdeb609d5f7c,13,0.0,0.0,0.0,False
3128cdeb609d5f7c,14,0.0,0.0,0.0,False
3128cdeb609d5f7c,15,0.0,0.0,0.0,False
3294fece0e275760,0,0.0,0.0,0.0,False
3294fece0e275760,1,0.0,0.0,0.0,False
3294fece0e275760,2,0.0,0.0,0.0,False
3294fece0e275760,3,0.0,0.0,0.0,False
3294fece0e275760,4,0.0,0.0,0.0,False
3294fece0e275760,5,0.0,0.0,0.0,False
3294fece0e275760,6,0.0,0.0,0.0,False
3294fece0e275760,7,0.0,0.0,0.0,False
3294fece0e275760,8,0.0,0.0,0.0,False
3294fece0e275760,9,0.0,0.0,0.0,False
3294fece0e275760,10,0.0,0.0,0.0,False
3294fece0e275760,11,0.0,0.0,0.0,False
3294fece0e275760,12,0.0,0.0,0.0,False
3294fece0e275760,13,0.0,0.0,0.0,False
3294fece0e275760,14,0.0,0.0,0.0,False
3294fece0e275760,15,0.0,0.0,0.0,False
37802e101d855501,0,0.0,0.377471923828125,0.377471923828125,False
37802e101d855501,1,0.0,0.0,0.0,False
37802e101d855501,2,0.0,0.0,0.0,False
37802e101d855501,3,0.0,0.0,0.0,False
37802e101d855501,4,0.0,0.0,0.0,False
37802e101d855501,5,0.0,0.0,0.0,False
37802e101d855501,6,0.0,0.0,0.0,False
37802e101d855501,7,0.0,0.0,0.0,False
37802e101d855501,8,0.0,0.0,0.0,False
37802e101d855501,9,0.0,0.0,0.0,False
37802e101d855501,10,0.0,0.0,0.0,False
37802e101d855501,11,0.0,0.0,0.0,False
37802e101d855501,12,0.0,0.0,0.0,False
37802e101d855501,13,0.0,0.0,0.0,False
37802e101d855501,14,0.0,0.0,0.0,False
37802e101d855501,15,0.0,0.0,0.0,False
39a00975500f5969,0,0.0,0.0,0.0,False
39a00975500f5969,1,0.0,0.0,0.0,False
39a00975500f5969,2,0.0,0.0,0.0,False
39a00975500f5969,3,0.0,0.0,0.0,False
39a00975500f5969,4,0.0,0.0,0.0,False
39a00975500f5969,5,0.0,0.0,0.0,False
39a00975500f5969,6,0.0,0.0,0.0,False
