bootstrap_samples,channel,channel_index,ci_high,ci_low,confidence,method,metric,point,seed
1000,relative_longitudinal_velocity,4,0.03128839352106971,0.02724980728933525,0.95,factual_only,target_action_gap,0.029274825456327404,20260821
1000,relative_lateral_velocity,5,0.002766511141119516,0.002324752772155675,0.95,factual_only,predicted_action_gap,0.0025477981393562696,20260821
1000,relative_lateral_velocity,5,62016336.90377899,12049623.255899036,0.95,factual_only,predicted_target_sensitivity_ratio,31525558.10839776,20260821
1000,relative_lateral_velocity,5,0.025748426414206892,0.021929919229752817,0.95,factual_only,target_action_gap,0.023816985822436278,20260821
1000,dynamic_clearance,6,0.0042098596144357755,0.0035283557061355736,0.95,factual_only,predicted_action_gap,0.00386952188154251,20260821
1000,dynamic_clearance,6,107538416.26630469,18619352.040755406,0.95,factual_only,predicted_target_sensitivity_ratio,52593710.889369026,20260821
1000,dynamic_clearance,6,0.05201329677434716,0.04732907520641487,0.95,factual_only,target_action_gap,0.049639782884884784,20260821
1000,dynamic_collision_field,7,0.005162408282439927,0.004263890865903203,0.95,factual_only,predicted_action_gap,0.004721704943033822,20260821
1000,dynamic_collision_field,7,141977725.47318092,26804748.685766324,0.95,factual_only,predicted_target_sensitivity_ratio,78018629.51825073,20260821
1000,dynamic_collision_field,7,0.19791487331716276,0.1829736174283018,0.95,factual_only,target_action_gap,0.19030467258261494,20260821
1000,ego_swept_footprint,8,0.0018213207991305692,0.0014060339728857228,0.95,factual_only,predicted_action_gap,0.0016071294817011064,20260821
1000,ego_swept_footprint,8,144936212.01120123,57655394.23519139,0.95,factual_only,predicted_target_sensitivity_ratio,99097528.08794025,20260821
1000,ego_swept_footprint,8,0.029481818524430405,0.025851818386475097,0.95,factual_only,target_action_gap,0.027631223495549858,20260821
1000,candidate_relative_dynamic_occupancy,0,0.14496265866540062,0.1257294187716222,0.95,factual_only,auprc,0.1347566636194294,20260822
1000,candidate_relative_dynamic_occupancy,0,1.1056150987323794,1.0141984146185128,0.95,factual_only,balanced_bce,1.0599075526209387,20260822
1000,candidate_relative_dynamic_occupancy,0,0.07817450098911258,0.06255824015872727,0.95,factual_only,iou,0.06972737563399542,20260822
1000,drivable_area_sdf,1,0.06892224230216816,0.06233744186405092,0.95,factual_only,huber,0.06546825778484344,20260822
1000,drivable_area_sdf,1,0.29405833573788404,0.2799067115671933,0.95,factual_only,normalized_l1,0.28661227923631666,20260822
1000,lane_sdf,2,0.062365578007837756,0.05615977989779786,0.95,factual_only,huber,0.05934248586371541,20260822
1000,lane_sdf,2,0.2793654864139855,0.2651821114569902,0.95,factual_only,normalized_l1,0.27242240411043167,20260822
1000,route_sdf,3,0.0601594334339723,0.05071110704776365,0.95,factual_only,huber,0.05528706290293485,20260822
1000,route_sdf,3,0.2592741486661136,0.2407753107432276,0.95,factual_only,normalized_l1,0.24957561272382736,20260822
1000,relative_longitudinal_velocity,4,0.03657131202994151,0.028362897995684765,0.95,factual_only,masked_huber,0.03230000090607064,20260822
1000,relative_longitudinal_velocity,4,0.19975595919861613,0.17879767451338316,0.95,factual_only,masked_l1,0.18896612039146324,20260822
1000,relative_lateral_velocity,5,0.034308315125745135,0.027410796853546342,0.95,factual_only,masked_huber,0.03074458801590178,20260822
1000,relative_lateral_velocity,5,0.20129212174933248,0.1785015579443037,0.95,factual_only,masked_l1,0.1898418006952852,20260822
1000,dynamic_clearance,6,0.036705073771253226,0.0324681787957903,0.95,factual_only,huber,0.034662910306826236,20260822
1000,dynamic_clearance,6,0.21741687400415538,0.20393887588046491,0.95,factual_only,normalized_l1,0.21085099136829377,20260822
1000,dynamic_collision_field,7,0.4427693914602823,0.39676868813411564,0.95,factual_only,auprc,0.4203150565653508,20260822
1000,dynamic_collision_field,7,0.8891056927658071,0.8320939821459686,0.95,factual_only,balanced_bce,0.8615156467334537,20260822
1000,dynamic_collision_field,7,0.29752969862432516,0.2567365025179228,0.95,factual_only,iou,0.27701824360088584,20260822
1000,ego_swept_footprint,8,0.9917294001201551,0.9894742368944416,0.95,factual_only,auprc,0.9906414217071291,20260822
1000,ego_swept_footprint,8,0.08737881704833932,0.06412352692081606,0.95,factual_only,balanced_bce,0.07521839845432308,20260822
1000,ego_swept_footprint,8,0.939720639449358,0.9315218610852957,0.95,factual_only,dice,0.9357214212417603,20260822
1000,ego_swept_footprint,8,0.9093336009122353,0.8958691100071721,0.95,factual_only,iou,0.9026164837058186,20260822
1000,all,-1,0.22421468904390932,0.2175886192880571,0.95,factual_only,structured_effect_mae,0.22096978455781938,20260822
1000,candidate_relative_dynamic_occupancy,0,0.004642170870264134,0.0037451374934923073,0.95,factual_only,predicted_action_gap,0.004193458532489754,20260822
1000,candidate_relative_dynamic_occupancy,0,100358204.87070112,16426025.929103084,0.95,factual_only,predicted_target_sensitivity_ratio,49698552.8510778,20260822
1000,candidate_relative_dynamic_occupancy,0,0.1493800155645094,0.13580676598957608,0.95,factual_only,target_action_gap,0.14264755005494628,20260822
1000,drivable_area_sdf,1,0.004708646868196662,0.003798988018754777,0.95,factual_only,predicted_action_gap,0.004259012143063893,20260822
1000,drivable_area_sdf,1,55985611.12023863,0.05794447143493547,0.95,factual_only,predicted_target_sensitivity_ratio,19766335.94050587,20260822
1000,drivable_area_sdf,1,0.08677806188640935,0.08064147210765253,0.95,factual_only,target_action_gap,0.08359363173829103,20260822
1000,lane_sdf,2,0.004502603812882406,0.003636666172694496,0.95,factual_only,predicted_action_gap,0.004072060652231749,20260822
1000,lane_sdf,2,9678975.654820548,0.05083966190666354,0.95,factual_only,predicted_target_sensitivity_ratio,3226325.25342481,20260822
1000,lane_sdf,2,0.09546083703286874,0.08767521878285936,0.95,factual_only,target_action_gap,0.09147007767400094,20260822
1000,route_sdf,3,0.005752362537664183,0.004596878355772756,0.95,factual_only,predicted_action_gap,0.005156441556993804,20260822
1000,route_sdf,3,21129800.235311978,0.08006227816520392,0.95,factual_only,predicted_target_sensitivity_ratio,8302724.5310575655,20260822
1000,route_sdf,3,0.07331027674096323,0.06757453758814493,0.95,factual_only,target_action_gap,0.07036854761074586,20260822
1000,relative_longitudinal_velocity,4,0.0031397862521912586,0.0025565679616334066,0.95,factual_only,predicted_action_gap,0.002851890890269715,20260822
1000,relative_longitudinal_velocity,4,114424666.56024013,20328789.62838694,0.95,factual_only,predicted_target_sensitivity_ratio,58477125.14454391,20260822
1000,relative_longitudinal_velocity,4,0.031380116162202695,0.02729834013469701,0.95,factual_only,target_action_gap,0.029274825456327404,20260822
1000,relative_lateral_velocity,5,0.0024177272308885094,0.001969816164491617,0.95,factual_only,predicted_action_gap,0.002195603437720475,20260822
1000,relative_lateral_velocity,5,81344365.31906196,15140169.243137736,0.95,factual_only,predicted_target_sensitivity_ratio,41664109.79067867,20260822
1000,relative_lateral_velocity,5,0.02572536618819617,0.021994101263188553,0.95,factual_only,target_action_gap,0.023816985822436278,20260822
1000,dynamic_clearance,6,0.0031864784775436795,0.002589977290240156,0.95,factual_only,predicted_action_gap,0.0028921315361630745,20260822
1000,dynamic_clearance,6,110228214.99088094,21628304.79423433,0.95,factual_only,predicted_target_sensitivity_ratio,57870403.36151339,20260822
1000,dynamic_clearance,6,0.05232863430116187,0.047171410425264564,0.95,factual_only,target_action_gap,0.049639782884884784,20260822
1000,dynamic_collision_field,7,0.004378661440029943,0.003554590029240648,0.95,factual_only,predicted_action_gap,0.003966782988770539,20260822
1000,dynamic_collision_field,7,110206659.07794128,24741102.92081813,0.95,factual_only,predicted_target_sensitivity_ratio,60006902.55891264,20260822
1000,dynamic_collision_field,7,0.19731607838122475,0.18286901176173884,0.95,factual_only,target_action_gap,0.19030467258261494,20260822
1000,ego_swept_footprint,8,0.0024184065956684817,0.0018477158922869906,0.95,factual_only,predicted_action_gap,0.0021376885592215345,20260822
1000,ego_swept_footprint,8,229695703.00835785,73429225.80052374,0.95,factual_only,predicted_target_sensitivity_ratio,140871436.44392967,20260822
1000,ego_swept_footprint,8,0.02963726231347241,0.025663049659632287,0.95,factual_only,target_action_gap,0.027631223495549858,20260822
1000,candidate_relative_dynamic_occupancy,0,0.14906534937838756,0.12794216609875633,0.95,factual_only,auprc,0.13868428887002945,20260823
1000,candidate_relative_dynamic_occupancy,0,1.0924578851710445,1.007643020436468,0.95,factual_only,balanced_bce,1.0506218003484835,20260823
1000,candidate_relative_dynamic_occupancy,0,0.07560025250992133,0.06235480810393704,0.95,factual_only,iou,0.06866116347396324,20260823
1000,drivable_area_sdf,1,0.06730431850696914,0.05998432830958627,0.95,factual_only,huber,0.06384179099462926,20260823
1000,drivable_area_sdf,1,0.28438211967647076,0.2685291056644171,0.95,factual_only,normalized_l1,0.2768702591061592,20260823
1000,lane_sdf,2,0.060167416869336736,0.053817058290774,0.95,factual_only,huber,0.057208814734593036,20260823
1000,lane_sdf,2,0.2692071252200752,0.25477177808843554,0.95,factual_only,normalized_l1,0.26269622360169886,20260823
1000,route_sdf,3,0.05597609363072552,0.0472482076972723,0.95,factual_only,huber,0.05165384747739881,20260823
1000,route_sdf,3,0.248377574435994,0.2307237683493644,0.95,factual_only,normalized_l1,0.23971692369878292,20260823
1000,relative_longitudinal_velocity,4,0.033541102466248654,0.026489539278615363,0.95,factual_only,masked_huber,0.029865666493424214,20260823
1000,relative_longitudinal_velocity,4,0.19294012618483977,0.17244367474049796,0.95,factual_only,masked_l1,0.18207282395257304,20260823
1000,relative_lateral_velocity,5,0.03334362010677069,0.026107734239364314,0.95,factual_only,masked_huber,0.029446828710933914,20260823
1000,relative_lateral_velocity,5,0.19469617494168534,0.1721139084507013,0.95,factual_only,masked_l1,0.18257465482844662,20260823
1000,dynamic_clearance,6,0.03953436018349603,0.03518262652098201,0.95,factual_only,huber,0.03729852519184351,20260823
1000,dynamic_clearance,6,0.22932013186216355,0.2158351074900478,0.95,factual_only,normalized_l1,0.2224399735033512,20260823
1000,dynamic_collision_field,7,0.44061612133133377,0.39356180643333694,0.95,factual_only,auprc,0.4177589317246089,20260823
1000,dynamic_collision_field,7,0.8875390465442883,0.8334355153368819,0.95,factual_only,balanced_bce,0.8614716898476283,20260823
1000,dynamic_collision_field,7,0.28809900807972544,0.24919944648424194,0.95,factual_only,iou,0.26869449455209343,20260823
1000,ego_swept_footprint,8,0.9917274790195225,0.9894412206289007,0.95,factual_only,auprc,0.9907185843377263,20260823
1000,ego_swept_footprint,8,0.0693873627202274,0.05072917293838662,0.95,factual_only,balanced_bce,0.05928293181461949,20260823
1000,ego_swept_footprint,8,0.9338467493414879,0.9248226359605789,0.95,factual_only,dice,0.9296383954286576,20260823
1000,ego_swept_footprint,8,0.9039461240770696,0.8887481890065149,0.95,factual_only,iou,0.8968721167680597,20260823
1000,all,-1,0.2224751402646303,0.2159985256768763,0.95,factual_only,structured_effect_mae,0.2192879662811756,20260823
1000,candidate_relative_dynamic_occupancy,0,0.0032865714146608077,0.002690901577226794,0.95,factual_only,predicted_action_gap,0.002980560062904511,20260823
1000,candidate_relative_dynamic_occupancy,0,84637840.2859831,22854519.45718867,0.95,factual_only,predicted_target_sensitivity_ratio,50839808.45023673,20260823
1000,candidate_relative_dynamic_occupancy,0,0.14959345539020183,0.13626842655408083,0.95,factual_only,target_action_gap,0.14264755005494628,20260823
1000,drivable_area_sdf,1,0.003837238363507822,0.0031282477977246626,0.95,factual_only,predicted_action_gap,0.003477625095503503,20260823
1000,drivable_area_sdf,1,38614383.23455949,0.048803561399615614,0.95,factual_only,predicted_target_sensitivity_ratio,13987160.96913995,20260823
1000,drivable_area_sdf,1,0.08661267088978564,0.0804980353311764,0.95,factual_only,target_action_gap,0.08359363173829103,20260823
1000,lane_sdf,2,0.0037297177205040306,0.003022700123099263,0.95,factual_only,predicted_action_gap,0.0033666602103353243,20260823
1000,lane_sdf,2,11300809.927345267,0.04281316052047788,0.95,factual_only,predicted_target_sensitivity_ratio,3766936.6727485247,20260823
1000,lane_sdf,2,0.09510291361065323,0.08807804645696486,0.95,factual_only,target_action_gap,0.09147007767400094,20260823
1000,route_sdf,3,0.005020494367785244,0.003940203310080819,0.95,factual_only,predicted_action_gap,0.0044617494145470496,20260823
1000,route_sdf,3,23456729.031282846,0.07028290478670127,0.95,factual_only,predicted_target_sensitivity_ratio,9027791.509263815,20260823
1000,route_sdf,3,0.07320944831805938,0.06758382063497516,0.95,factual_only,target_action_gap,0.07036854761074586,20260823
1000,relative_longitudinal_velocity,4,0.002264325319197269,0.0019010139899090315,0.95,factual_only,predicted_action_gap,0.0020799712327312465,20260823
1000,relative_longitudinal_velocity,4,80560099.67595308,20769177.24661585,0.95,factual_only,predicted_target_sensitivity_ratio,48164498.334752746,20260823
1000,relative_longitudinal_velocity,4,0.031298478585854196,0.027296826991411356,0.95,factual_only,target_action_gap,0.029274825456327404,20260823
1000,relative_lateral_velocity,5,0.0016626905861930308,0.0013934277010924957,0.95,factual_only,predicted_action_gap,0.001524473215199421,20260823
1000,relative_lateral_velocity,5,62070825.598512515,16406303.523359327,0.95,factual_only,predicted_target_sensitivity_ratio,37495544.20764821,20260823
1000,relative_lateral_velocity,5,0.025728293376238887,0.021998349859075398,0.95,factual_only,target_action_gap,0.023816985822436278,20260823
1000,dynamic_clearance,6,0.002531700727262558,0.002122810071660626,0.95,factual_only,predicted_action_gap,0.00232311751269349,20260823
1000,dynamic_clearance,6,97307321.6835404,27566459.44385553,0.95,factual_only,predicted_target_sensitivity_ratio,60178068.51771555,20260823
1000,dynamic_clearance,6,0.05224035152541232,0.047213909172895564,0.95,factual_only,target_action_gap,0.049639782884884784,20260823
1000,dynamic_collision_field,7,0.0032068814523031194,0.002616706925851006,0.95,factual_only,predicted_action_gap,0.0029012749722165483,20260823
1000,dynamic_collision_field,7,83890109.63207026,27182799.717442237,0.95,factual_only,predicted_target_sensitivity_ratio,53261618.89979672,20260823
1000,dynamic_collision_field,7,0.19796736888228195,0.1833869873206101,0.95,factual_only,target_action_gap,0.19030467258261494,20260823
1000,ego_swept_footprint,8,0.0015242975878489405,0.0012020720428326164,0.95,factual_only,predicted_action_gap,0.0013579193685135861,20260823
1000,ego_swept_footprint,8,161788246.9091382,64348600.85949798,0.95,factual_only,predicted_target_sensitivity_ratio,107574979.5095556,20260823
1000,ego_swept_footprint,8,0.02947469170505491,0.025691061734217112,0.95,factual_only,target_action_gap,0.027631223495549858,20260823
1000,candidate_relative_dynamic_occupancy,0,0.15180001669152718,0.13157628581672448,0.95,multi_candidate_absolute,auprc,0.14114984559472663,20260821
1000,candidate_relative_dynamic_occupancy,0,1.0957143523415631,1.0001841751886469,0.95,multi_candidate_absolute,balanced_bce,1.0488313707142525,20260821
1000,candidate_relative_dynamic_occupancy,0,0.08647755705451353,0.0680689032273806,0.95,multi_candidate_absolute,iou,0.07650890640649217,20260821
1000,drivable_area_sdf,1,0.0663496043748688,0.0592684576548636,0.95,multi_candidate_absolute,huber,0.06279053251445293,20260821
1000,drivable_area_sdf,1,0.28002574213370685,0.2641782566379756,0.95,multi_candidate_absolute,normalized_l1,0.2721444559842348,20260821
1000,lane_sdf,2,0.05999888843682129,0.053413241933798414,0.95,multi_candidate_absolute,huber,0.056551481770351526,20260821
1000,lane_sdf,2,0.2656710883278399,0.2502052067864686,0.95,multi_candidate_absolute,normalized_l1,0.2578120419830084,20260821
1000,route_sdf,3,0.05778257013557013,0.048899229947687126,0.95,multi_candidate_absolute,huber,0.05301247698068619,20260821
1000,route_sdf,3,0.25314337825030087,0.23439889833852648,0.95,multi_candidate_absolute,normalized_l1,0.24331383982300758,20260821
1000,relative_longitudinal_velocity,4,0.04060938735501016,0.03281784296563273,0.95,multi_candidate_absolute,masked_huber,0.03649238932509131,20260821
1000,relative_longitudinal_velocity,4,0.218193221144611,0.19727720612563038,0.95,multi_candidate_absolute,masked_l1,0.20702772335304567,20260821
1000,relative_lateral_velocity,5,0.033315716540582796,0.02577828843797761,0.95,multi_candidate_absolute,masked_huber,0.029501380331930706,20260821
1000,relative_lateral_velocity,5,0.19506504467203437,0.17101849990470025,0.95,multi_candidate_absolute,masked_l1,0.18338750704036405,20260821
1000,dynamic_clearance,6,0.038553094637964386,0.03360218235758366,0.95,multi_candidate_absolute,huber,0.03610420686611906,20260821
1000,dynamic_clearance,6,0.21829690046086908,0.20269144954625518,0.95,multi_candidate_absolute,normalized_l1,0.21020435509085655,20260821
1000,dynamic_collision_field,7,0.45015830190157474,0.4019371857939968,0.95,multi_candidate_absolute,auprc,0.4250867953678499,20260821
1000,dynamic_collision_field,7,0.8836089762878979,0.8256228731887169,0.95,multi_candidate_absolute,balanced_bce,0.8555478900525703,20260821
1000,dynamic_collision_field,7,0.29052797431975286,0.24770396212574922,0.95,multi_candidate_absolute,iou,0.26879986391575084,20260821
1000,ego_swept_footprint,8,0.9924900882883303,0.9902224659387586,0.95,multi_candidate_absolute,auprc,0.9913783148506072,20260821
1000,ego_swept_footprint,8,0.07209385176998843,0.05242515003439032,0.95,multi_candidate_absolute,balanced_bce,0.06187077315809964,20260821
1000,ego_swept_footprint,8,0.9382996047288179,0.9295194665253163,0.95,multi_candidate_absolute,dice,0.9339112274646759,20260821
1000,ego_swept_footprint,8,0.9065255637350167,0.8917838856642852,0.95,multi_candidate_absolute,iou,0.8989667412558084,20260821
1000,all,-1,0.22034063521996142,0.2127763462278992,0.95,multi_candidate_absolute,structured_effect_mae,0.2164183618426323,20260821
1000,candidate_relative_dynamic_occupancy,0,0.01784612080040978,0.0139913712412365,0.95,multi_candidate_absolute,predicted_action_gap,0.01593387899562662,20260821
1000,candidate_relative_dynamic_occupancy,0,372805877.09230006,11476593.496218964,0.95,multi_candidate_absolute,predicted_target_sensitivity_ratio,135519751.84484473,20260821
1000,candidate_relative_dynamic_occupancy,0,0.14953813238148697,0.13623101218357173,0.95,multi_candidate_absolute,target_action_gap,0.14264755005494628,20260821
1000,drivable_area_sdf,1,0.018906882477218178,0.014887639900976427,0.95,multi_candidate_absolute,predicted_action_gap,0.016913401342615795,20260821
1000,drivable_area_sdf,1,496015956.4906677,0.2485303858345533,0.95,multi_candidate_absolute,predicted_target_sensitivity_ratio,168885654.5833902,20260821
1000,drivable_area_sdf,1,0.08669259818842844,0.08068321466572374,0.95,multi_candidate_absolute,target_action_gap,0.08359363173829103,20260821
1000,lane_sdf,2,0.01811284575604955,0.014292737580766981,0.95,multi_candidate_absolute,predicted_action_gap,0.016229513283931362,20260821
1000,lane_sdf,2,30675236.825950474,0.19950112223888677,0.95,multi_candidate_absolute,predicted_target_sensitivity_ratio,10225079.090747189,20260821
1000,lane_sdf,2,0.09553734142481798,0.08783151239517009,0.95,multi_candidate_absolute,target_action_gap,0.09147007767400094,20260821
1000,route_sdf,3,0.023407391785509265,0.01832046777193023,0.95,multi_candidate_absolute,predicted_action_gap,0.02092562933975042,20260821
1000,route_sdf,3,46585479.60540779,0.3208762967340185,0.95,multi_candidate_absolute,predicted_target_sensitivity_ratio,19367454.93639571,20260821
1000,route_sdf,3,0.07346289954293753,0.06760430525002825,0.95,multi_candidate_absolute,target_action_gap,0.07036854761074586,20260821
1000,relative_longitudinal_velocity,4,0.01312751323194232,0.010357241792889752,0.95,multi_candidate_absolute,predicted_action_gap,0.011751904599538553,20260821
1000,relative_longitudinal_velocity,4,323638336.09202003,14099500.920679815,0.95,multi_candidate_absolute,predicted_target_sensitivity_ratio,120733566.16236117,20260821
1000,relative_longitudinal_velocity,4,0.03128839352106971,0.02724980728933525,0.95,multi_candidate_absolute,target_action_gap,0.029274825456327404,20260821
1000,relative_lateral_velocity,5,0.009414051261695743,0.007420818730027131,0.95,multi_candidate_absolute,predicted_action_gap,0.008425809546742099,20260821
1000,relative_lateral_velocity,5,257007560.17840016,11420696.16432035,0.95,multi_candidate_absolute,predicted_target_sensitivity_ratio,96153196.0190904,20260821
1000,relative_lateral_velocity,5,0.025748426414206892,0.021929919229752817,0.95,multi_candidate_absolute,target_action_gap,0.023816985822436278,20260821
1000,dynamic_clearance,6,0.012103911005713066,0.009683504052361121,0.95,multi_candidate_absolute,predicted_action_gap,0.010877373209448957,20260821
1000,dynamic_clearance,6,371394458.94075274,19823337.06549998,0.95,multi_candidate_absolute,predicted_target_sensitivity_ratio,143331057.5013569,20260821
1000,dynamic_clearance,6,0.05201329677434716,0.04732907520641487,0.95,multi_candidate_absolute,target_action_gap,0.049639782884884784,20260821
1000,dynamic_collision_field,7,0.013422515598680634,0.01053177578206636,0.95,multi_candidate_absolute,predicted_action_gap,0.012002924275881515,20260821
1000,dynamic_collision_field,7,322640506.82552767,17508966.809743628,0.95,multi_candidate_absolute,predicted_target_sensitivity_ratio,125857539.51347755,20260821
1000,dynamic_collision_field,7,0.19791487331716276,0.1829736174283018,0.95,multi_candidate_absolute,target_action_gap,0.19030467258261494,20260821
1000,ego_swept_footprint,8,0.007449634034736178,0.005515623142796181,0.95,multi_candidate_absolute,predicted_action_gap,0.006486645517437127,20260821
1000,ego_swept_footprint,8,785605114.1673228,294123487.10698396,0.95,multi_candidate_absolute,predicted_target_sensitivity_ratio,500398707.6848394,20260821
1000,ego_swept_footprint,8,0.029481818524430405,0.025851818386475097,0.95,multi_candidate_absolute,target_action_gap,0.027631223495549858,20260821
1000,candidate_relative_dynamic_occupancy,0,0.1510584989977602,0.1308245379264054,0.95,multi_candidate_absolute,auprc,0.14058692393421363,20260822
1000,candidate_relative_dynamic_occupancy,0,1.080545833692772,0.9905004577100016,0.95,multi_candidate_absolute,balanced_bce,1.0349289055519824,20260822
1000,candidate_relative_dynamic_occupancy,0,0.07615335405683592,0.06423634361374074,0.95,multi_candidate_absolute,iou,0.06985535936097406,20260822
1000,drivable_area_sdf,1,0.06745915976399557,0.06048705743188039,0.95,multi_candidate_absolute,huber,0.06405419654771685,20260822
1000,drivable_area_sdf,1,0.2867814847338945,0.2714556278925389,0.95,multi_candidate_absolute,normalized_l1,0.2791308797448874,20260822
1000,lane_sdf,2,0.061593731996277344,0.05496079591177404,0.95,multi_candidate_absolute,huber,0.05834495808929205,20260822
1000,lane_sdf,2,0.27324035986885425,0.2584060877725482,0.95,multi_candidate_absolute,normalized_l1,0.2658220759630203,20260822
1000,route_sdf,3,0.056963999978802166,0.04866153924954124,0.95,multi_candidate_absolute,huber,0.05269533695653081,20260822
1000,route_sdf,3,0.2506510160822421,0.2331356801290065,0.95,multi_candidate_absolute,normalized_l1,0.2413803338855505,20260822
1000,relative_longitudinal_velocity,4,0.034425056649688486,0.02690378994100077,0.95,multi_candidate_absolute,masked_huber,0.030462333039273894,20260822
1000,relative_longitudinal_velocity,4,0.19343502992511882,0.17292920370198164,0.95,multi_candidate_absolute,masked_l1,0.1826248571664716,20260822
1000,relative_lateral_velocity,5,0.033483485190675615,0.026280188798233822,0.95,multi_candidate_absolute,masked_huber,0.029775553136278176,20260822
1000,relative_lateral_velocity,5,0.197693287441507,0.17427583918188855,0.95,multi_candidate_absolute,masked_l1,0.18591638649037728,20260822
1000,dynamic_clearance,6,0.03733825349488762,0.03331328616952523,0.95,multi_candidate_absolute,huber,0.03536284936312586,20260822
