scene_token,factor,available,mismatch_rate,max_absolute_error,mean_absolute_error
52d0647193455c3b,TTC,True,0.0,0.0,0.0
52d0647193455c3b,Comfort,True,0.0,0.0,0.0
8b340e8afb3952b4,NC,True,0.0,0.0,0.0
8b340e8afb3952b4,DAC,True,0.0,0.0,0.0
8b340e8afb3952b4,DDC,True,0.0,0.0,0.0
8b340e8afb3952b4,EP,True,0.0,0.0,0.0
8b340e8afb3952b4,TTC,True,0.0,0.0,0.0
8b340e8afb3952b4,Comfort,True,0.0,0.0,0.0
c6cd57d4069b55bb,NC,True,0.0,0.0,0.0
c6cd57d4069b55bb,DAC,True,0.0,0.0,0.0
c6cd57d4069b55bb,DDC,True,0.0,0.0,0.0
c6cd57d4069b55bb,EP,True,0.0,0.0,0.0
c6cd57d4069b55bb,TTC,True,0.0,0.0,0.0
c6cd57d4069b55bb,Comfort,True,0.0,0.0,0.0
b0a23da019fb5995,NC,True,0.0,0.0,0.0
b0a23da019fb5995,DAC,True,0.0,0.0,0.0
b0a23da019fb5995,DDC,True,0.0,0.0,0.0
b0a23da019fb5995,EP,True,0.0,0.0,0.0
b0a23da019fb5995,TTC,True,0.0,0.0,0.0
b0a23da019fb5995,Comfort,True,0.0,0.0,0.0
7e0967010e545f55,NC,True,0.0,0.0,0.0
7e0967010e545f55,DAC,True,0.0,0.0,0.0
7e0967010e545f55,DDC,True,0.0,0.0,0.0
7e0967010e545f55,EP,True,0.0,0.0,0.0
7e0967010e545f55,TTC,True,0.0,0.0,0.0
7e0967010e545f55,Comfort,True,0.0,0.0,0.0
d618facbff6b5c43,NC,True,0.0,0.0,0.0
d618facbff6b5c43,DAC,True,0.0,0.0,0.0
d618facbff6b5c43,DDC,True,0.0,0.0,0.0
d618facbff6b5c43,EP,True,0.0,1.4901161193847656e-08,5.820766091346741e-11
d618facbff6b5c43,TTC,True,0.0,0.0,0.0
d618facbff6b5c43,Comfort,True,0.0,0.0,0.0
cb3426c1eef252ef,NC,True,0.0,0.0,0.0
cb3426c1eef252ef,DAC,True,0.0,0.0,0.0
cb3426c1eef252ef,DDC,True,0.0,0.0,0.0
cb3426c1eef252ef,EP,True,0.0,0.0,0.0
cb3426c1eef252ef,TTC,True,0.0,0.0,0.0
cb3426c1eef252ef,Comfort,True,0.0,0.0,0.0
99cd9388b8fa5c6c,NC,True,0.0,0.0,0.0
99cd9388b8fa5c6c,DAC,True,0.0,0.0,0.0
99cd9388b8fa5c6c,DDC,True,0.0,0.0,0.0
99cd9388b8fa5c6c,EP,True,0.0,0.0,0.0
99cd9388b8fa5c6c,TTC,True,0.0,0.0,0.0
99cd9388b8fa5c6c,Comfort,True,0.0,0.0,0.0
256071d2206d5fa3,NC,True,0.0,0.0,0.0
256071d2206d5fa3,DAC,True,0.0,0.0,0.0
256071d2206d5fa3,DDC,True,0.0,0.0,0.0
256071d2206d5fa3,EP,True,0.0,0.0,0.0
256071d2206d5fa3,TTC,True,0.0,0.0,0.0
256071d2206d5fa3,Comfort,True,0.0,0.0,0.0
34dd5725878653e6,NC,True,0.0,0.0,0.0
34dd5725878653e6,DAC,True,0.0,0.0,0.0
34dd5725878653e6,DDC,True,0.0,0.0,0.0
34dd5725878653e6,EP,True,0.0,0.0,0.0
34dd5725878653e6,TTC,True,0.0,0.0,0.0
34dd5725878653e6,Comfort,True,0.0,0.0,0.0
f9b5f561efb9534f,NC,True,0.0,0.0,0.0
f9b5f561efb9534f,DAC,True,0.0,0.0,0.0
f9b5f561efb9534f,DDC,True,0.0,0.0,0.0
f9b5f561efb9534f,EP,True,0.0,0.0,0.0
f9b5f561efb9534f,TTC,True,0.0,0.0,0.0
f9b5f561efb9534f,Comfort,True,0.0,0.0,0.0
97800c7b1d275d71,NC,True,0.0,0.0,0.0
97800c7b1d275d71,DAC,True,0.0,0.0,0.0
97800c7b1d275d71,DDC,True,0.0,0.0,0.0
97800c7b1d275d71,EP,True,0.0,0.0,0.0
97800c7b1d275d71,TTC,True,0.0,0.0,0.0
97800c7b1d275d71,Comfort,True,0.0,0.0,0.0
699592e2d3cd5296,NC,True,0.0,0.0,0.0
699592e2d3cd5296,DAC,True,0.0,0.0,0.0
699592e2d3cd5296,DDC,True,0.0,0.0,0.0
699592e2d3cd5296,EP,True,0.0,0.0,0.0
699592e2d3cd5296,TTC,True,0.0,0.0,0.0
699592e2d3cd5296,Comfort,True,0.0,0.0,0.0
94215378168859e5,NC,True,0.0,0.0,0.0
94215378168859e5,DAC,True,0.0,0.0,0.0
94215378168859e5,DDC,True,0.0,0.0,0.0
94215378168859e5,EP,True,0.0,0.0,0.0
94215378168859e5,TTC,True,0.0,0.0,0.0
94215378168859e5,Comfort,True,0.0,0.0,0.0
995ba078befa55c8,NC,True,0.0,0.0,0.0
995ba078befa55c8,DAC,True,0.0,0.0,0.0
995ba078befa55c8,DDC,True,0.0,0.0,0.0
995ba078befa55c8,EP,True,0.0,0.0,0.0
995ba078befa55c8,TTC,True,0.0,0.0,0.0
995ba078befa55c8,Comfort,True,0.0,0.0,0.0
a2427ec82b7e530d,NC,True,0.0,0.0,0.0
a2427ec82b7e530d,DAC,True,0.0,0.0,0.0
a2427ec82b7e530d,DDC,True,0.0,0.0,0.0
a2427ec82b7e530d,EP,True,0.0,0.0,0.0
a2427ec82b7e530d,TTC,True,0.0,0.0,0.0
a2427ec82b7e530d,Comfort,True,0.0,0.0,0.0
24203499007050ee,NC,True,0.0,0.0,0.0
24203499007050ee,DAC,True,0.0,0.0,0.0
24203499007050ee,DDC,True,0.0,0.0,0.0
24203499007050ee,EP,True,0.0,0.0,0.0
24203499007050ee,TTC,True,0.0,0.0,0.0
24203499007050ee,Comfort,True,0.0,0.0,0.0
96198b6e9db0567b,NC,True,0.0,0.0,0.0
96198b6e9db0567b,DAC,True,0.0,0.0,0.0
96198b6e9db0567b,DDC,True,0.0,0.0,0.0
96198b6e9db0567b,EP,True,0.0,0.0,0.0
96198b6e9db0567b,TTC,True,0.0,0.0,0.0
96198b6e9db0567b,Comfort,True,0.0,0.0,0.0
c6235a9a05d05d4c,NC,True,0.0,0.0,0.0
c6235a9a05d05d4c,DAC,True,0.0,0.0,0.0
c6235a9a05d05d4c,DDC,True,0.0,0.0,0.0
c6235a9a05d05d4c,EP,True,0.0,0.0,0.0
c6235a9a05d05d4c,TTC,True,0.0,0.0,0.0
c6235a9a05d05d4c,Comfort,True,0.0,0.0,0.0
979955df3e6a5131,NC,True,0.0,0.0,0.0
979955df3e6a5131,DAC,True,0.0,0.0,0.0
979955df3e6a5131,DDC,True,0.0,0.0,0.0
979955df3e6a5131,EP,True,0.0,0.0,0.0
979955df3e6a5131,TTC,True,0.0,0.0,0.0
979955df3e6a5131,Comfort,True,0.0,0.0,0.0
91ae4404692c5166,NC,True,0.0,0.0,0.0
91ae4404692c5166,DAC,True,0.0,0.0,0.0
91ae4404692c5166,DDC,True,0.0,0.0,0.0
91ae4404692c5166,EP,True,0.0,0.0,0.0
91ae4404692c5166,TTC,True,0.0,0.0,0.0
91ae4404692c5166,Comfort,True,0.0,0.0,0.0
0c79d5f4a49b595d,NC,True,0.0,0.0,0.0
0c79d5f4a49b595d,DAC,True,0.0,0.0,0.0
0c79d5f4a49b595d,DDC,True,0.0,0.0,0.0
0c79d5f4a49b595d,EP,True,0.0,0.0,0.0
0c79d5f4a49b595d,TTC,True,0.0,0.0,0.0
0c79d5f4a49b595d,Comfort,True,0.0,0.0,0.0
9b00fd18deb8579f,NC,True,0.0,0.0,0.0
9b00fd18deb8579f,DAC,True,0.0,0.0,0.0
9b00fd18deb8579f,DDC,True,0.0,0.0,0.0
9b00fd18deb8579f,EP,True,0.0,0.0,0.0
9b00fd18deb8579f,TTC,True,0.0,0.0,0.0
9b00fd18deb8579f,Comfort,True,0.0,0.0,0.0
fff54430109e5305,NC,True,0.0,0.0,0.0
fff54430109e5305,DAC,True,0.0,0.0,0.0
fff54430109e5305,DDC,True,0.0,0.0,0.0
fff54430109e5305,EP,True,0.0,0.0,0.0
fff54430109e5305,TTC,True,0.0,0.0,0.0
fff54430109e5305,Comfort,True,0.0,0.0,0.0
34aba21d96705566,NC,True,0.0,0.0,0.0
34aba21d96705566,DAC,True,0.0,0.0,0.0
34aba21d96705566,DDC,True,0.0,0.0,0.0
34aba21d96705566,EP,True,0.0,0.0,0.0
34aba21d96705566,TTC,True,0.0,0.0,0.0
34aba21d96705566,Comfort,True,0.0,0.0,0.0
a9308cce41df5067,NC,True,0.0,0.0,0.0
a9308cce41df5067,DAC,True,0.0,0.0,0.0
a9308cce41df5067,DDC,True,0.0,0.0,0.0
a9308cce41df5067,EP,True,0.0,0.0,0.0
a9308cce41df5067,TTC,True,0.0,0.0,0.0
a9308cce41df5067,Comfort,True,0.0,0.0,0.0
9d9c8dd5186752d8,NC,True,0.0,0.0,0.0
9d9c8dd5186752d8,DAC,True,0.0,0.0,0.0
9d9c8dd5186752d8,DDC,True,0.0,0.0,0.0
9d9c8dd5186752d8,EP,True,0.0,0.0,0.0
9d9c8dd5186752d8,TTC,True,0.0,0.0,0.0
9d9c8dd5186752d8,Comfort,True,0.0,0.0,0.0
759d491519db59cb,NC,True,0.0,0.0,0.0
759d491519db59cb,DAC,True,0.0,0.0,0.0
759d491519db59cb,DDC,True,0.0,0.0,0.0
759d491519db59cb,EP,True,0.0,0.0,0.0
759d491519db59cb,TTC,True,0.0,0.0,0.0
759d491519db59cb,Comfort,True,0.0,0.0,0.0
e3e71391914b5fae,NC,True,0.0,0.0,0.0
e3e71391914b5fae,DAC,True,0.0,0.0,0.0
e3e71391914b5fae,DDC,True,0.0,0.0,0.0
e3e71391914b5fae,EP,True,0.0,0.0,0.0
e3e71391914b5fae,TTC,True,0.0,0.0,0.0
e3e71391914b5fae,Comfort,True,0.0,0.0,0.0
d17f73f9c9035c25,NC,True,0.0,0.0,0.0
d17f73f9c9035c25,DAC,True,0.0,0.0,0.0
d17f73f9c9035c25,DDC,True,0.0,0.0,0.0
d17f73f9c9035c25,EP,True,0.0,0.0,0.0
d17f73f9c9035c25,TTC,True,0.0,0.0,0.0
d17f73f9c9035c25,Comfort,True,0.0,0.0,0.0
cc548021d7fe530b,NC,True,0.0,0.0,0.0
cc548021d7fe530b,DAC,True,0.0,0.0,0.0
cc548021d7fe530b,DDC,True,0.0,0.0,0.0
cc548021d7fe530b,EP,True,0.0,0.0,0.0
cc548021d7fe530b,TTC,True,0.0,0.0,0.0
cc548021d7fe530b,Comfort,True,0.0,0.0,0.0
ad1362d10257509a,NC,True,0.0,0.0,0.0
ad1362d10257509a,DAC,True,0.0,0.0,0.0
ad1362d10257509a,DDC,True,0.0,0.0,0.0
ad1362d10257509a,EP,True,0.0,0.0,0.0
ad1362d10257509a,TTC,True,0.0,0.0,0.0
ad1362d10257509a,Comfort,True,0.0,0.0,0.0
3478868e7fb151f0,NC,True,0.0,0.0,0.0
3478868e7fb151f0,DAC,True,0.0,0.0,0.0
3478868e7fb151f0,DDC,True,0.0,0.0,0.0
3478868e7fb151f0,EP,True,0.0,0.0,0.0
3478868e7fb151f0,TTC,True,0.0,0.0,0.0
3478868e7fb151f0,Comfort,True,0.0,0.0,0.0
5c198e61e2315a86,NC,True,0.0,0.0,0.0
5c198e61e2315a86,DAC,True,0.0,0.0,0.0
5c198e61e2315a86,DDC,True,0.0,0.0,0.0
5c198e61e2315a86,EP,True,0.0,0.0,0.0
5c198e61e2315a86,TTC,True,0.0,0.0,0.0
5c198e61e2315a86,Comfort,True,0.0,0.0,0.0
159d25d7826d5fc6,NC,True,0.0,0.0,0.0
159d25d7826d5fc6,DAC,True,0.0,0.0,0.0
159d25d7826d5fc6,DDC,True,0.0,0.0,0.0
159d25d7826d5fc6,EP,True,0.0,0.0,0.0
159d25d7826d5fc6,TTC,True,0.0,0.0,0.0
159d25d7826d5fc6,Comfort,True,0.0,0.0,0.0
5f6c5d275fdf5d1d,NC,True,0.0,0.0,0.0
5f6c5d275fdf5d1d,DAC,True,0.0,0.0,0.0
5f6c5d275fdf5d1d,DDC,True,0.0,0.0,0.0
5f6c5d275fdf5d1d,EP,True,0.0,0.0,0.0
5f6c5d275fdf5d1d,TTC,True,0.0,0.0,0.0
5f6c5d275fdf5d1d,Comfort,True,0.0,0.0,0.0
2e6da2a8c5035f9e,NC,True,0.0,0.0,0.0
2e6da2a8c5035f9e,DAC,True,0.0,0.0,0.0
2e6da2a8c5035f9e,DDC,True,0.0,0.0,0.0
2e6da2a8c5035f9e,EP,True,0.0,0.0,0.0
2e6da2a8c5035f9e,TTC,True,0.0,0.0,0.0
2e6da2a8c5035f9e,Comfort,True,0.0,0.0,0.0
50f7ee81590d54f6,NC,True,0.0,0.0,0.0
50f7ee81590d54f6,DAC,True,0.0,0.0,0.0
50f7ee81590d54f6,DDC,True,0.0,0.0,0.0
50f7ee81590d54f6,EP,True,0.0,0.0,0.0
50f7ee81590d54f6,TTC,True,0.0,0.0,0.0
50f7ee81590d54f6,Comfort,True,0.0,0.0,0.0
9f0563249bb25571,NC,True,0.0,0.0,0.0
9f0563249bb25571,DAC,True,0.0,0.0,0.0
9f0563249bb25571,DDC,True,0.0,0.0,0.0
9f0563249bb25571,EP,True,0.0,0.0,0.0
9f0563249bb25571,TTC,True,0.0,0.0,0.0
9f0563249bb25571,Comfort,True,0.0,0.0,0.0
db9b0b1ea1bd5e0c,NC,True,0.0,0.0,0.0
db9b0b1ea1bd5e0c,DAC,True,0.0,0.0,0.0
db9b0b1ea1bd5e0c,DDC,True,0.0,0.0,0.0
db9b0b1ea1bd5e0c,EP,True,0.0,0.0,0.0
db9b0b1ea1bd5e0c,TTC,True,0.0,0.0,0.0
db9b0b1ea1bd5e0c,Comfort,True,0.0,0.0,0.0
66282414358758cb,NC,True,0.0,0.0,0.0
66282414358758cb,DAC,True,0.0,0.0,0.0
66282414358758cb,DDC,True,0.0,0.0,0.0
66282414358758cb,EP,True,0.0859375,0.9142500162124634,0.0664403885602951
66282414358758cb,TTC,True,0.0,0.0,0.0
66282414358758cb,Comfort,True,0.0,0.0,0.0
5de7ba347cd55625,NC,True,0.0,0.0,0.0
5de7ba347cd55625,DAC,True,0.0,0.0,0.0
5de7ba347cd55625,DDC,True,0.0,0.0,0.0
5de7ba347cd55625,EP,True,0.0,0.0,0.0
5de7ba347cd55625,TTC,True,0.0,0.0,0.0
5de7ba347cd55625,Comfort,True,0.0,0.0,0.0
ab1372a689a95f5d,NC,True,0.0,0.0,0.0
ab1372a689a95f5d,DAC,True,0.0,0.0,0.0
ab1372a689a95f5d,DDC,True,0.0,0.0,0.0
ab1372a689a95f5d,EP,True,0.0,0.0,0.0
ab1372a689a95f5d,TTC,True,0.0,0.0,0.0
ab1372a689a95f5d,Comfort,True,0.0,0.0,0.0
991205fbffb45377,NC,True,0.0,0.0,0.0
991205fbffb45377,DAC,True,0.0,0.0,0.0
991205fbffb45377,DDC,True,0.0,0.0,0.0
991205fbffb45377,EP,True,0.0,0.0,0.0
991205fbffb45377,TTC,True,0.0,0.0,0.0
991205fbffb45377,Comfort,True,0.0,0.0,0.0
134c4724d5d4554f,NC,True,0.0,0.0,0.0
134c4724d5d4554f,DAC,True,0.0,0.0,0.0
134c4724d5d4554f,DDC,True,0.0,0.0,0.0
134c4724d5d4554f,EP,True,0.0,0.0,0.0
134c4724d5d4554f,TTC,True,0.0,0.0,0.0
134c4724d5d4554f,Comfort,True,0.0,0.0,0.0
e7d60afdb345569f,NC,True,0.0,0.0,0.0
e7d60afdb345569f,DAC,True,0.0,0.0,0.0
e7d60afdb345569f,DDC,True,0.0,0.0,0.0
e7d60afdb345569f,EP,True,0.0,0.0,0.0
e7d60afdb345569f,TTC,True,0.0,0.0,0.0
e7d60afdb345569f,Comfort,True,0.0,0.0,0.0
e959fc4a3b1850a1,NC,True,0.0,0.0,0.0
e959fc4a3b1850a1,DAC,True,0.0,0.0,0.0
e959fc4a3b1850a1,DDC,True,0.0,0.0,0.0
e959fc4a3b1850a1,EP,True,0.0,0.0,0.0
e959fc4a3b1850a1,TTC,True,0.0,0.0,0.0
e959fc4a3b1850a1,Comfort,True,0.0,0.0,0.0
0ecfe15430645c39,NC,True,0.0,0.0,0.0
0ecfe15430645c39,DAC,True,0.0,0.0,0.0
0ecfe15430645c39,DDC,True,0.0,0.0,0.0
0ecfe15430645c39,EP,True,0.0,0.0,0.0
0ecfe15430645c39,TTC,True,0.0,0.0,0.0
0ecfe15430645c39,Comfort,True,0.0,0.0,0.0
98c9258656b35bce,NC,True,0.0,0.0,0.0
98c9258656b35bce,DAC,True,0.0,0.0,0.0
98c9258656b35bce,DDC,True,0.0,0.0,0.0
98c9258656b35bce,EP,True,0.0,0.0,0.0
98c9258656b35bce,TTC,True,0.0,0.0,0.0
98c9258656b35bce,Comfort,True,0.0,0.0,0.0
b50e792b678557fb,NC,True,0.0,0.0,0.0
b50e792b678557fb,DAC,True,0.0,0.0,0.0
b50e792b678557fb,DDC,True,0.0,0.0,0.0
b50e792b678557fb,EP,True,0.0,0.0,0.0
b50e792b678557fb,TTC,True,0.0,0.0,0.0
b50e792b678557fb,Comfort,True,0.0,0.0,0.0
0b2ca477901751f8,NC,True,0.0,0.0,0.0
0b2ca477901751f8,DAC,True,0.0,0.0,0.0
0b2ca477901751f8,DDC,True,0.0,0.0,0.0
0b2ca477901751f8,EP,True,0.0,0.0,0.0
0b2ca477901751f8,TTC,True,0.0,0.0,0.0
0b2ca477901751f8,Comfort,True,0.0,0.0,0.0
169eaa9c3b8b5255,NC,True,0.0,0.0,0.0
169eaa9c3b8b5255,DAC,True,0.0,0.0,0.0
169eaa9c3b8b5255,DDC,True,0.0,0.0,0.0
169eaa9c3b8b5255,EP,True,0.0,0.0,0.0
169eaa9c3b8b5255,TTC,True,0.0,0.0,0.0
169eaa9c3b8b5255,Comfort,True,0.0,0.0,0.0
92de464b53b951fa,NC,True,0.0,0.0,0.0
92de464b53b951fa,DAC,True,0.0,0.0,0.0
92de464b53b951fa,DDC,True,0.0,0.0,0.0
92de464b53b951fa,EP,True,0.0,0.0,0.0
92de464b53b951fa,TTC,True,0.0,0.0,0.0
92de464b53b951fa,Comfort,True,0.0,0.0,0.0
7c9552b68a955b75,NC,True,0.0,0.0,0.0
7c9552b68a955b75,DAC,True,0.0,0.0,0.0
7c9552b68a955b75,DDC,True,0.0,0.0,0.0
7c9552b68a955b75,EP,True,0.0,0.0,0.0
7c9552b68a955b75,TTC,True,0.0,0.0,0.0
7c9552b68a955b75,Comfort,True,0.0,0.0,0.0
22847113f7d25b4d,NC,True,0.0,0.0,0.0
22847113f7d25b4d,DAC,True,0.0,0.0,0.0
22847113f7d25b4d,DDC,True,0.0,0.0,0.0
22847113f7d25b4d,EP,True,0.0,0.0,0.0
22847113f7d25b4d,TTC,True,0.0,0.0,0.0
22847113f7d25b4d,Comfort,True,0.0,0.0,0.0
1c7215afa4e557c0,NC,True,0.0,0.0,0.0
1c7215afa4e557c0,DAC,True,0.0,0.0,0.0
1c7215afa4e557c0,DDC,True,0.0,0.0,0.0
1c7215afa4e557c0,EP,True,0.0,0.0,0.0
1c7215afa4e557c0,TTC,True,0.0,0.0,0.0
1c7215afa4e557c0,Comfort,True,0.0,0.0,0.0
09c40477d9365a63,NC,True,0.0,0.0,0.0
09c40477d9365a63,DAC,True,0.0,0.0,0.0
09c40477d9365a63,DDC,True,0.0,0.0,0.0
09c40477d9365a63,EP,True,0.0,0.0,0.0
09c40477d9365a63,TTC,True,0.0,0.0,0.0
09c40477d9365a63,Comfort,True,0.0,0.0,0.0
8a8e5a5932c55cfd,NC,True,0.0,0.0,0.0
8a8e5a5932c55cfd,DAC,True,0.0,0.0,0.0
8a8e5a5932c55cfd,DDC,True,0.0,0.0,0.0
8a8e5a5932c55cfd,EP,True,0.0,0.0,0.0
8a8e5a5932c55cfd,TTC,True,0.0,0.0,0.0
8a8e5a5932c55cfd,Comfort,True,0.0,0.0,0.0
3fc98b0475fe566d,NC,True,0.0,0.0,0.0
3fc98b0475fe566d,DAC,True,0.0,0.0,0.0
3fc98b0475fe566d,DDC,True,0.0,0.0,0.0
3fc98b0475fe566d,EP,True,0.0,0.0,0.0
3fc98b0475fe566d,TTC,True,0.0,0.0,0.0
3fc98b0475fe566d,Comfort,True,0.0,0.0,0.0
52b7a99b30f45c33,NC,True,0.0,0.0,0.0
52b7a99b30f45c33,DAC,True,0.0,0.0,0.0
52b7a99b30f45c33,DDC,True,0.0,0.0,0.0
52b7a99b30f45c33,EP,True,0.0,0.0,0.0
52b7a99b30f45c33,TTC,True,0.0,0.0,0.0
52b7a99b30f45c33,Comfort,True,0.0,0.0,0.0
5fcc941d16ac5711,NC,True,0.0,0.0,0.0
5fcc941d16ac5711,DAC,True,0.0,0.0,0.0
5fcc941d16ac5711,DDC,True,0.0,0.0,0.0
5fcc941d16ac5711,EP,True,0.0,0.0,0.0
5fcc941d16ac5711,TTC,True,0.0,0.0,0.0
5fcc941d16ac5711,Comfort,True,0.0,0.0,0.0
c9f0f9335bfe5e5f,NC,True,0.0,0.0,0.0
c9f0f9335bfe5e5f,DAC,True,0.0,0.0,0.0
c9f0f9335bfe5e5f,DDC,True,0.0,0.0,0.0
c9f0f9335bfe5e5f,EP,True,0.0,0.0,0.0
c9f0f9335bfe5e5f,TTC,True,0.0,0.0,0.0
c9f0f9335bfe5e5f,Comfort,True,0.0,0.0,0.0
165e9078bfaa517b,NC,True,0.0,0.0,0.0
165e9078bfaa517b,DAC,True,0.0,0.0,0.0
165e9078bfaa517b,DDC,True,0.0,0.0,0.0
165e9078bfaa517b,EP,True,0.0,0.0,0.0
165e9078bfaa517b,TTC,True,0.0,0.0,0.0
165e9078bfaa517b,Comfort,True,0.0,0.0,0.0
ed9faccd5d6d5787,NC,True,0.0,0.0,0.0
ed9faccd5d6d5787,DAC,True,0.0,0.0,0.0
ed9faccd5d6d5787,DDC,True,0.0,0.0,0.0
ed9faccd5d6d5787,EP,True,0.0,0.0,0.0
ed9faccd5d6d5787,TTC,True,0.0,0.0,0.0
ed9faccd5d6d5787,Comfort,True,0.0,0.0,0.0
fe7f48961a9c541a,NC,True,0.0,0.0,0.0
fe7f48961a9c541a,DAC,True,0.0,0.0,0.0
fe7f48961a9c541a,DDC,True,0.0,0.0,0.0
fe7f48961a9c541a,EP,True,0.046875,1.0,0.033465735614299774
fe7f48961a9c541a,TTC,True,0.0,0.0,0.0
fe7f48961a9c541a,Comfort,True,0.0,0.0,0.0
a28ed4c1baa15f7f,NC,True,0.0,0.0,0.0
a28ed4c1baa15f7f,DAC,True,0.0,0.0,0.0
a28ed4c1baa15f7f,DDC,True,0.0,0.0,0.0
a28ed4c1baa15f7f,EP,True,0.0,0.0,0.0
a28ed4c1baa15f7f,TTC,True,0.0,0.0,0.0
a28ed4c1baa15f7f,Comfort,True,0.0,0.0,0.0
ad73dffc7d245cca,NC,True,0.0,0.0,0.0
ad73dffc7d245cca,DAC,True,0.0,0.0,0.0
ad73dffc7d245cca,DDC,True,0.0,0.0,0.0
ad73dffc7d245cca,EP,True,0.0,0.0,0.0
ad73dffc7d245cca,TTC,True,0.0,0.0,0.0
ad73dffc7d245cca,Comfort,True,0.0,0.0,0.0
2a2403c9b08b53ac,NC,True,0.0,0.0,0.0
2a2403c9b08b53ac,DAC,True,0.0,0.0,0.0
2a2403c9b08b53ac,DDC,True,0.0,0.0,0.0
2a2403c9b08b53ac,EP,True,0.0,0.0,0.0
2a2403c9b08b53ac,TTC,True,0.0,0.0,0.0
2a2403c9b08b53ac,Comfort,True,0.0,0.0,0.0
b428ddf9aacc554d,NC,True,0.0,0.0,0.0
b428ddf9aacc554d,DAC,True,0.0,0.0,0.0
b428ddf9aacc554d,DDC,True,0.0,0.0,0.0
b428ddf9aacc554d,EP,True,0.0,0.0,0.0
b428ddf9aacc554d,TTC,True,0.0,0.0,0.0
b428ddf9aacc554d,Comfort,True,0.0,0.0,0.0
9a852084f178576b,NC,True,0.0,0.0,0.0
9a852084f178576b,DAC,True,0.0,0.0,0.0
9a852084f178576b,DDC,True,0.0,0.0,0.0
