log_name,fold,expected_scenes,summary_present,summary_complete,summary_failure_count,target_scenes,target_coverage,candidate_rows,candidate_scenes,candidate_valid,gt_exactly_once_rate,candidate_index_valid_rate,metric_rows,metric_scenes,metric_valid,scoring_success_rate
2021.06.14.16.48.02_veh-12_03091_03461,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.16.48.02_veh-12_03472_03779,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.16.48.02_veh-12_03790_04046,3,16,True,True,0,16,1.0,256,16,True,1.0,1.0,256,16,True,1.0
2021.06.14.16.48.02_veh-12_04057_04438,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.16.48.02_veh-12_04492_04604,4,30,True,True,0,30,1.0,480,30,True,1.0,1.0,480,30,True,1.0
2021.06.14.16.48.02_veh-12_04615_04689,3,14,True,True,0,14,1.0,224,14,True,1.0,1.0,224,14,True,1.0
2021.06.14.16.48.02_veh-12_04783_04967,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.16.48.02_veh-12_04978_05337,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.17.26.26_veh-38_00104_00944,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.17.26.26_veh-38_00955_01067,0,20,True,True,0,20,1.0,320,20,True,1.0,1.0,320,20,True,1.0
2021.06.14.17.26.26_veh-38_01078_01166,2,33,True,True,0,33,1.0,528,33,True,1.0,1.0,528,33,True,1.0
2021.06.14.17.26.26_veh-38_01177_01256,4,19,True,True,0,19,1.0,304,19,True,1.0,1.0,304,19,True,1.0
2021.06.14.17.26.26_veh-38_01293_01488,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.17.26.26_veh-38_01499_01849,2,40,True,True,0,40,1.0,640,40,True,1.0,1.0,640,40,True,1.0
2021.06.14.17.26.26_veh-38_01860_02729,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.17.26.26_veh-38_02740_03036,0,36,True,True,0,36,1.0,576,36,True,1.0,1.0,576,36,True,1.0
2021.06.14.17.26.26_veh-38_03238_03403,0,19,True,True,0,19,1.0,304,19,True,1.0,1.0,304,19,True,1.0
2021.06.14.17.26.26_veh-38_03414_03761,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.17.26.26_veh-38_03772_03967,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.17.26.26_veh-38_04030_04274,2,5,True,True,0,5,1.0,80,5,True,1.0,1.0,80,5,True,1.0
2021.06.14.17.26.26_veh-38_04544_04920,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.17.26.26_veh-38_04931_05037,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.17.26.26_veh-38_05048_05270,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.17.26.26_veh-38_05281_05444,3,19,True,True,0,19,1.0,304,19,True,1.0,1.0,304,19,True,1.0
2021.06.14.17.26.26_veh-38_05455_05749,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.17.26.26_veh-38_05760_05896,3,28,True,True,0,28,1.0,448,28,True,1.0,1.0,448,28,True,1.0
2021.06.14.18.13.35_veh-26_00027_00215,2,28,True,True,0,28,1.0,448,28,True,1.0,1.0,448,28,True,1.0
2021.06.14.18.13.35_veh-26_00259_00374,4,3,True,True,0,3,1.0,48,3,True,1.0,1.0,48,3,True,1.0
2021.06.14.18.13.35_veh-26_00385_00471,0,19,True,True,0,19,1.0,304,19,True,1.0,1.0,304,19,True,1.0
2021.06.14.18.13.35_veh-26_00522_00702,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.18.13.35_veh-26_00713_00818,4,29,True,True,0,29,1.0,464,29,True,1.0,1.0,464,29,True,1.0
2021.06.14.18.13.35_veh-26_00863_00924,2,36,True,True,0,36,1.0,576,36,True,1.0,1.0,576,36,True,1.0
2021.06.14.18.13.35_veh-26_00954_01050,1,33,True,True,0,33,1.0,528,33,True,1.0,1.0,528,33,True,1.0
2021.06.14.18.13.35_veh-26_01062_01139,2,38,True,True,0,38,1.0,608,38,True,1.0,1.0,608,38,True,1.0
2021.06.14.18.13.35_veh-26_01150_01320,2,3,True,True,0,3,1.0,48,3,True,1.0,1.0,48,3,True,1.0
2021.06.14.18.13.35_veh-26_01331_01526,0,40,True,True,0,40,1.0,640,40,True,1.0,1.0,640,40,True,1.0
2021.06.14.18.13.35_veh-26_01537_01717,3,30,True,True,0,30,1.0,480,30,True,1.0,1.0,480,30,True,1.0
2021.06.14.18.13.35_veh-26_01728_01918,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.18.13.35_veh-26_01931_02022,1,21,True,True,0,21,1.0,336,21,True,1.0,1.0,336,21,True,1.0
2021.06.14.18.13.35_veh-26_02033_02313,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.18.13.35_veh-26_02324_02430,4,19,True,True,0,19,1.0,304,19,True,1.0,1.0,304,19,True,1.0
2021.06.14.18.13.35_veh-26_02441_02514,2,8,True,True,0,8,1.0,128,8,True,1.0,1.0,128,8,True,1.0
2021.06.14.18.13.35_veh-26_02724_02920,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.18.13.35_veh-26_03030_03119,0,28,True,True,0,28,1.0,448,28,True,1.0,1.0,448,28,True,1.0
2021.06.14.18.13.35_veh-26_03130_03197,0,10,True,True,0,10,1.0,160,10,True,1.0,1.0,160,10,True,1.0
2021.06.14.18.13.35_veh-26_03258_03349,3,41,True,True,0,41,1.0,656,41,True,1.0,1.0,656,41,True,1.0
2021.06.14.18.13.35_veh-26_03401_03691,4,28,True,True,0,28,1.0,448,28,True,1.0,1.0,448,28,True,1.0
2021.06.14.18.13.35_veh-26_03853_03946,4,12,True,True,0,12,1.0,192,12,True,1.0,1.0,192,12,True,1.0
2021.06.14.18.13.35_veh-26_04204_04323,0,4,True,True,0,4,1.0,64,4,True,1.0,1.0,64,4,True,1.0
2021.06.14.18.13.35_veh-26_04412_04536,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.18.13.35_veh-26_04547_04710,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.18.13.35_veh-26_04721_04800,2,7,True,True,0,7,1.0,112,7,True,1.0,1.0,112,7,True,1.0
2021.06.14.18.13.35_veh-26_04811_04953,3,13,True,True,0,13,1.0,208,13,True,1.0,1.0,208,13,True,1.0
2021.06.14.18.13.35_veh-26_04964_05075,1,3,True,True,0,3,1.0,48,3,True,1.0,1.0,48,3,True,1.0
2021.06.14.18.13.35_veh-26_05422_05488,0,24,True,True,0,24,1.0,384,24,True,1.0,1.0,384,24,True,1.0
2021.06.14.18.13.35_veh-26_05600_05660,1,15,True,True,0,15,1.0,240,15,True,1.0,1.0,240,15,True,1.0
2021.06.14.18.13.35_veh-26_05671_05749,4,38,True,True,0,38,1.0,608,38,True,1.0,1.0,608,38,True,1.0
2021.06.14.18.33.41_veh-35_00016_00213,1,1,True,True,0,1,1.0,16,1,True,1.0,1.0,16,1,True,1.0
2021.06.14.18.33.41_veh-35_00488_00562,3,23,True,True,0,23,1.0,368,23,True,1.0,1.0,368,23,True,1.0
2021.06.14.18.33.41_veh-35_00573_00643,1,13,True,True,0,13,1.0,208,13,True,1.0,1.0,208,13,True,1.0
2021.06.14.18.33.41_veh-35_00654_00887,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.18.33.41_veh-35_00898_01182,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.18.33.41_veh-35_01193_01304,2,16,True,True,0,16,1.0,256,16,True,1.0,1.0,256,16,True,1.0
2021.06.14.18.33.41_veh-35_01363_01636,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.18.33.41_veh-35_01647_01714,0,8,True,True,0,8,1.0,128,8,True,1.0,1.0,128,8,True,1.0
2021.06.14.18.33.41_veh-35_01739_01918,2,17,True,True,0,17,1.0,272,17,True,1.0,1.0,272,17,True,1.0
2021.06.14.18.33.41_veh-35_01970_02043,3,21,True,True,0,21,1.0,336,21,True,1.0,1.0,336,21,True,1.0
2021.06.14.18.33.41_veh-35_02054_02129,1,1,True,True,0,1,1.0,16,1,True,1.0,1.0,16,1,True,1.0
2021.06.14.18.33.41_veh-35_02140_02328,4,18,True,True,0,18,1.0,288,18,True,1.0,1.0,288,18,True,1.0
2021.06.14.18.33.41_veh-35_02339_02447,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.18.33.41_veh-35_02521_03356,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.18.33.41_veh-35_03367_03508,1,25,True,True,0,25,1.0,400,25,True,1.0,1.0,400,25,True,1.0
2021.06.14.18.33.41_veh-35_03575_03668,4,32,True,True,0,32,1.0,512,32,True,1.0,1.0,512,32,True,1.0
2021.06.14.18.33.41_veh-35_03679_03787,2,46,True,True,0,46,1.0,736,46,True,1.0,1.0,736,46,True,1.0
2021.06.14.18.33.41_veh-35_03798_03867,0,24,True,True,0,24,1.0,384,24,True,1.0,1.0,384,24,True,1.0
2021.06.14.18.33.41_veh-35_03901_04264,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.18.33.41_veh-35_04275_04435,0,6,True,True,0,6,1.0,96,6,True,1.0,1.0,96,6,True,1.0
2021.06.14.18.33.41_veh-35_04446_04756,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.18.33.41_veh-35_04768_04894,4,27,True,True,0,27,1.0,432,27,True,1.0,1.0,432,27,True,1.0
2021.06.14.18.33.41_veh-35_04905_05090,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.18.42.45_veh-12_00016_00185,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.18.42.45_veh-12_00364_00501,1,4,True,True,0,4,1.0,64,4,True,1.0,1.0,64,4,True,1.0
2021.06.14.18.42.45_veh-12_00547_00777,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.18.42.45_veh-12_00789_00920,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.18.42.45_veh-12_00968_01052,4,47,True,True,0,47,1.0,752,47,True,1.0,1.0,752,47,True,1.0
2021.06.14.18.42.45_veh-12_01065_01152,3,30,True,True,0,30,1.0,480,30,True,1.0,1.0,480,30,True,1.0
2021.06.14.18.42.45_veh-12_01253_01334,1,8,True,True,0,8,1.0,128,8,True,1.0,1.0,128,8,True,1.0
2021.06.14.18.42.45_veh-12_01345_01523,0,12,True,True,0,12,1.0,192,12,True,1.0,1.0,192,12,True,1.0
2021.06.14.18.42.45_veh-12_01535_01612,0,34,True,True,0,34,1.0,544,34,True,1.0,1.0,544,34,True,1.0
2021.06.14.18.42.45_veh-12_01680_01744,0,37,True,True,0,37,1.0,592,37,True,1.0,1.0,592,37,True,1.0
2021.06.14.18.42.45_veh-12_01762_02072,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.18.42.45_veh-12_02099_02167,2,39,True,True,0,39,1.0,624,39,True,1.0,1.0,624,39,True,1.0
2021.06.14.18.42.45_veh-12_02233_02300,0,28,True,True,0,28,1.0,448,28,True,1.0,1.0,448,28,True,1.0
2021.06.14.18.42.45_veh-12_02318_02407,3,4,True,True,0,4,1.0,64,4,True,1.0,1.0,64,4,True,1.0
2021.06.14.18.42.45_veh-12_02520_02585,3,1,True,True,0,1,1.0,16,1,True,1.0,1.0,16,1,True,1.0
2021.06.14.18.42.45_veh-12_02596_02661,3,13,True,True,0,13,1.0,208,13,True,1.0,1.0,208,13,True,1.0
2021.06.14.18.42.45_veh-12_02737_02967,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.18.42.45_veh-12_02978_03068,4,43,True,True,0,43,1.0,688,43,True,1.0,1.0,688,43,True,1.0
2021.06.14.18.42.45_veh-12_03200_03329,0,32,True,True,0,32,1.0,512,32,True,1.0,1.0,512,32,True,1.0
2021.06.14.18.42.45_veh-12_03340_03403,0,4,True,True,0,4,1.0,64,4,True,1.0,1.0,64,4,True,1.0
2021.06.14.18.42.45_veh-12_03445_03902,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.18.42.45_veh-12_03913_04017,4,21,True,True,0,21,1.0,336,21,True,1.0,1.0,336,21,True,1.0
2021.06.14.18.42.45_veh-12_04086_04221,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.18.42.45_veh-12_04233_04472,2,44,True,True,0,44,1.0,704,44,True,1.0,1.0,704,44,True,1.0
2021.06.14.18.42.45_veh-12_04620_04742,1,6,True,True,0,6,1.0,96,6,True,1.0,1.0,96,6,True,1.0
2021.06.14.18.42.45_veh-12_04838_04927,3,29,True,True,0,29,1.0,464,29,True,1.0,1.0,464,29,True,1.0
2021.06.14.18.42.45_veh-12_05000_05079,2,27,True,True,0,27,1.0,432,27,True,1.0,1.0,432,27,True,1.0
2021.06.14.18.42.45_veh-12_05170_05261,1,12,True,True,0,12,1.0,192,12,True,1.0,1.0,192,12,True,1.0
2021.06.14.19.22.11_veh-38_00040_00464,3,30,True,True,0,30,1.0,480,30,True,1.0,1.0,480,30,True,1.0
2021.06.14.19.22.11_veh-38_00675_00889,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.19.22.11_veh-38_00910_01029,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.19.22.11_veh-38_01134_01389,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.19.22.11_veh-38_01480_01860,0,17,True,True,0,17,1.0,272,17,True,1.0,1.0,272,17,True,1.0
2021.06.14.19.22.11_veh-38_01871_02040,2,20,True,True,0,20,1.0,320,20,True,1.0,1.0,320,20,True,1.0
2021.06.14.19.22.11_veh-38_02051_02264,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.19.22.11_veh-38_02275_02455,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.19.22.11_veh-38_02466_02675,0,25,True,True,0,25,1.0,400,25,True,1.0,1.0,400,25,True,1.0
2021.06.14.19.22.11_veh-38_02686_02846,4,4,True,True,0,4,1.0,64,4,True,1.0,1.0,64,4,True,1.0
2021.06.14.19.22.11_veh-38_02857_03230,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.19.22.11_veh-38_03242_03907,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.20.14.09_veh-26_00024_00237,3,36,True,True,0,36,1.0,576,36,True,1.0,1.0,576,36,True,1.0
2021.06.14.20.14.09_veh-26_00248_00477,2,20,True,True,0,20,1.0,320,20,True,1.0,1.0,320,20,True,1.0
2021.06.14.20.14.09_veh-26_00488_00601,0,13,True,True,0,13,1.0,208,13,True,1.0,1.0,208,13,True,1.0
2021.06.14.20.14.09_veh-26_00612_01016,1,35,True,True,0,35,1.0,560,35,True,1.0,1.0,560,35,True,1.0
2021.06.14.20.14.09_veh-26_01027_01110,2,23,True,True,0,23,1.0,368,23,True,1.0,1.0,368,23,True,1.0
2021.06.14.20.14.09_veh-26_01121_01211,2,5,True,True,0,5,1.0,80,5,True,1.0,1.0,80,5,True,1.0
2021.06.23.14.06.20_veh-26_00020_01142,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.14.06.20_veh-26_01192_01541,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.14.06.20_veh-26_01563_02494,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.14.06.20_veh-26_02505_02775,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.14.54.32_veh-16_00016_00290,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.14.54.32_veh-16_00301_00410,4,23,True,True,0,23,1.0,368,23,True,1.0,1.0,368,23,True,1.0
2021.06.23.14.54.32_veh-16_00421_00625,0,43,True,True,0,43,1.0,688,43,True,1.0,1.0,688,43,True,1.0
2021.06.23.14.54.32_veh-16_00636_00840,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.14.54.32_veh-16_00862_01000,2,18,True,True,0,18,1.0,288,18,True,1.0,1.0,288,18,True,1.0
2021.06.23.14.54.32_veh-16_01011_01166,4,41,True,True,0,41,1.0,656,41,True,1.0,1.0,656,41,True,1.0
2021.06.23.14.54.32_veh-16_01187_03336,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.14.58.13_veh-35_00016_00153,3,38,True,True,0,38,1.0,608,38,True,1.0,1.0,608,38,True,1.0
2021.06.23.14.58.13_veh-35_00175_00744,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.14.58.13_veh-35_00765_01108,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.14.58.13_veh-35_01130_01820,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.14.58.13_veh-35_01831_02026,1,42,True,True,0,42,1.0,672,42,True,1.0,1.0,672,42,True,1.0
2021.06.23.14.58.13_veh-35_02037_04783,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.15.18.10_veh-26_00016_00143,3,8,True,True,0,8,1.0,128,8,True,1.0,1.0,128,8,True,1.0
2021.06.23.15.18.10_veh-26_00165_02848,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.15.56.12_veh-16_00066_00818,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.15.56.12_veh-16_00839_01285,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.15.56.12_veh-16_01308_04289,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.16.52.00_veh-26_00038_00602,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.16.52.00_veh-26_00624_00817,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.16.52.00_veh-26_00828_01032,3,11,True,True,0,11,1.0,176,11,True,1.0,1.0,176,11,True,1.0
2021.06.23.16.52.00_veh-26_01043_03099,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.16.52.00_veh-26_03120_03293,2,42,True,True,0,42,1.0,672,42,True,1.0,1.0,672,42,True,1.0
2021.06.23.16.52.00_veh-26_03304_03611,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.16.54.19_veh-35_00016_00755,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.16.54.19_veh-35_00808_01256,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.16.54.19_veh-35_01277_01592,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.16.54.19_veh-35_01603_03271,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.16.54.19_veh-35_03299_03425,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.16.54.19_veh-35_03436_03683,4,24,True,True,0,24,1.0,384,24,True,1.0,1.0,384,24,True,1.0
2021.06.23.16.54.19_veh-35_03705_04009,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.17.31.36_veh-16_00016_00377,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.17.31.36_veh-16_00398_00623,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.17.31.36_veh-16_00634_01421,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.17.31.36_veh-16_01443_01606,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.17.31.36_veh-16_01617_01791,2,40,True,True,0,40,1.0,640,40,True,1.0,1.0,640,40,True,1.0
2021.06.23.17.31.36_veh-16_01904_02129,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.17.31.36_veh-16_02150_02774,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.17.31.36_veh-16_02795_04024,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.18.23.38_veh-26_00069_00642,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.18.23.38_veh-26_00663_01217,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.18.23.38_veh-26_01238_01416,0,47,True,True,0,47,1.0,752,47,True,1.0,1.0,752,47,True,1.0
2021.06.23.18.23.38_veh-26_01438_01758,0,39,True,True,0,39,1.0,624,39,True,1.0,1.0,624,39,True,1.0
2021.06.23.18.23.38_veh-26_01769_01925,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.20.00.35_veh-35_00016_00119,3,19,True,True,0,19,1.0,304,19,True,1.0,1.0,304,19,True,1.0
2021.06.23.20.00.35_veh-35_00130_00949,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.20.00.35_veh-35_00960_03649,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.20.00.35_veh-35_03660_04140,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.20.00.35_veh-35_04162_04257,1,29,True,True,0,29,1.0,464,29,True,1.0,1.0,464,29,True,1.0
2021.06.23.21.56.29_veh-35_00097_00209,4,24,True,True,0,24,1.0,384,24,True,1.0,1.0,384,24,True,1.0
2021.06.23.21.56.29_veh-35_00220_00936,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.21.56.29_veh-35_00947_01581,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.21.56.29_veh-35_01603_02401,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.21.56.29_veh-35_02412_03161,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.22.05.48_veh-16_00015_00276,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.22.05.48_veh-16_00287_00591,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.23.22.05.48_veh-16_00602_00800,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.07.09.01.37.16_veh-26_00692_00762,0,7,True,True,0,7,1.0,112,7,True,1.0,1.0,112,7,True,1.0
2021.07.09.01.37.16_veh-26_00936_00996,2,3,True,True,0,3,1.0,48,3,True,1.0,1.0,48,3,True,1.0
2021.07.09.01.37.16_veh-26_01336_01396,3,25,True,True,0,25,1.0,400,25,True,1.0,1.0,400,25,True,1.0
2021.07.09.01.37.16_veh-26_01726_01793,2,37,True,True,0,37,1.0,592,37,True,1.0,1.0,592,37,True,1.0
2021.07.09.01.37.16_veh-26_02856_02932,3,7,True,True,0,7,1.0,112,7,True,1.0,1.0,112,7,True,1.0
2021.07.09.01.37.16_veh-26_03306_03373,2,26,True,True,0,26,1.0,416,26,True,1.0,1.0,416,26,True,1.0
2021.07.09.01.37.16_veh-26_03432_03503,3,13,True,True,0,13,1.0,208,13,True,1.0,1.0,208,13,True,1.0
2021.07.09.01.37.16_veh-26_04224_04293,0,2,True,True,0,2,1.0,32,2,True,1.0,1.0,32,2,True,1.0
2021.07.09.01.37.16_veh-26_04675_04767,3,46,True,True,0,46,1.0,736,46,True,1.0,1.0,736,46,True,1.0
2021.07.09.01.37.16_veh-26_04815_04878,4,11,True,True,0,11,1.0,176,11,True,1.0,1.0,176,11,True,1.0
2021.07.09.02.42.50_veh-35_00038_02629,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.07.09.02.42.50_veh-35_02651_02770,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.07.09.15.53.28_veh-38_00053_00163,1,7,True,True,0,7,1.0,112,7,True,1.0,1.0,112,7,True,1.0
2021.07.09.15.53.28_veh-38_00184_02293,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.07.09.15.53.28_veh-38_02316_03434,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.07.09.15.53.28_veh-38_03528_04262,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.07.09.15.53.28_veh-38_04273_04767,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.07.09.15.53.28_veh-38_04778_04886,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.07.09.16.12.19_veh-26_02509_02592,4,35,True,True,0,35,1.0,560,35,True,1.0,1.0,560,35,True,1.0
2021.07.09.16.12.19_veh-26_02985_03053,2,4,True,True,0,4,1.0,64,4,True,1.0,1.0,64,4,True,1.0
2021.07.09.16.12.19_veh-26_04434_04498,3,15,True,True,0,15,1.0,240,15,True,1.0,1.0,240,15,True,1.0
2021.07.09.16.12.19_veh-26_05071_05149,1,24,True,True,0,24,1.0,384,24,True,1.0,1.0,384,24,True,1.0
2021.07.09.16.12.19_veh-26_06527_06591,0,8,True,True,0,8,1.0,128,8,True,1.0,1.0,128,8,True,1.0
2021.07.09.16.12.19_veh-26_06964_07035,3,21,True,True,0,21,1.0,336,21,True,1.0,1.0,336,21,True,1.0
2021.07.09.16.12.19_veh-26_07208_07271,0,29,True,True,0,29,1.0,464,29,True,1.0,1.0,464,29,True,1.0
2021.07.09.17.06.37_veh-35_00049_00237,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.07.09.17.06.37_veh-35_00258_00748,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.07.09.17.06.37_veh-35_00769_00907,0,38,True,True,0,38,1.0,608,38,True,1.0,1.0,608,38,True,1.0
2021.07.09.17.06.37_veh-35_00928_02567,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
