group,model,fold,input_dim,parameter_count,pairwise_accuracy,pairwise_accuracy_gt_0p02,pairwise_accuracy_gt_0p05,pairwise_accuracy_gt_0p10,spearman,ndcg,top1_accuracy,top2_recall,top4_recall,top1_regret,collision_auroc,ttc_auroc,dac_auroc,ddc_auroc,comfort_auroc,progress_spearman
O1,linear,0,174,1225,0.5963137668672497,0.586055275379753,0.5637195659177436,0.5204013542225298,0.2007110375558435,0.8636826801861127,0.1364037020713971,0.2302776553547818,0.3980828558836491,0.3339971484244526,0.7253240651651085,0.6602828945727732,0.6459450163921995,0.8501356224073013,0.6904119754414709,0.2456168890926915
O1,linear,1,174,1225,0.5969577788850634,0.5855014135199957,0.5631393431516263,0.5202388502444628,0.2066952125840494,0.8688513940510667,0.149090909090909,0.2388980716253443,0.4098071625344353,0.2973765751973985,0.7088398610428758,0.6732791098623484,0.6514922746136489,0.8343272659496495,0.6819049348220086,0.2471385814824772
O1,linear,2,174,1225,0.588223619078859,0.5753298128123466,0.5537549677349233,0.5132663294453463,0.179615398978634,0.8523782039577338,0.1383869546055531,0.2238871749669458,0.3854120758043191,0.3672460576493921,0.711015828480362,0.6832908601936902,0.6477062223836667,0.8491360389473048,0.6702965060177257,0.254793661385398
O1,linear,3,174,1225,0.5898540615048697,0.5760132944617616,0.5525321212426327,0.5098444868396059,0.18424363299581,0.8600195504435624,0.138732782369146,0.2277685950413223,0.3960330578512396,0.3431455153374632,0.707812608778961,0.669775707194495,0.6431988943555164,0.8690768829050256,0.6723957005391328,0.234783974157106
O1,linear,4,174,1225,0.5962466121950387,0.58646757774258,0.5659793189300631,0.5228965557106169,0.2011810240381226,0.8679819125438236,0.1313498622589531,0.214435261707989,0.3909641873278237,0.3265293894195031,0.7174458090178192,0.679818514179285,0.6363937647553726,0.8287243348603303,0.6791066752805699,0.2383727037045406
O1,mlp,0,174,120157,0.7296012118339588,0.7484719738221315,0.7494878334867014,0.7410233632042837,0.4813742424084311,0.934049658412611,0.1942485676509475,0.3253635962979286,0.5373512560599383,0.1508152871443974,0.8405979581059811,0.7915920005919326,0.7760576217627638,0.9059156098159308,0.8119775098722695,0.3690495789360889
O1,mlp,1,174,120157,0.7309946988373895,0.7512236324154645,0.7544306381421148,0.7473958069503233,0.4860194105043837,0.9332119512122594,0.201763085399449,0.3368595041322314,0.5356473829201102,0.1558738023059099,0.838589665720406,0.8009630386322113,0.771959057477443,0.9041410031461712,0.8236460207737287,0.3600755397430107
O1,mlp,2,174,120157,0.7316157463694999,0.7514570928637068,0.752765891054308,0.7452264233655542,0.486871748207821,0.9331958330035512,0.1950198325253415,0.3362714852357867,0.5450639048038783,0.1519548425876973,0.8464975082032379,0.8109088434687662,0.7818377244810412,0.9070641785545464,0.8197292799818306,0.3842071785110424
O1,mlp,3,174,120157,0.7299146442555082,0.7507848759487753,0.7537083718404672,0.7481479646193108,0.4814776932688111,0.9368648985946216,0.2019834710743801,0.3364187327823691,0.5345454545454545,0.1461475529191251,0.8370998740120316,0.7972014813661588,0.7681376267177626,0.9146594461673728,0.821736904557057,0.3422813383334873
O1,mlp,4,174,120157,0.7280564973480093,0.7487261121148688,0.7528883229357275,0.7461642953286154,0.4841221338009418,0.9394601851393772,0.1936088154269972,0.3280440771349862,0.5270523415977961,0.1383788754493408,0.8411752072215595,0.8002056364545338,0.7719163142373885,0.8926673634862917,0.821023882906562,0.3554135063867523
O10,linear,0,1782,12481,0.7971047457542344,0.8419117119158122,0.8555984116163459,0.8547731431635915,0.6232669860192036,0.9743108489925258,0.2341339797267518,0.3667915381225209,0.5520052886734245,0.0453975583065864,0.9109222530505487,0.8331352943226796,0.9880418102570808,0.9888884462458848,0.9353128096036732,0.5838408416973648
O10,linear,1,1782,12481,0.794471357270428,0.8405259492015267,0.8548953910100852,0.8561488538713881,0.6244753325353445,0.9737162773436876,0.2315151515151515,0.362534435261708,0.536198347107438,0.0485404107853072,0.9106596386462806,0.8490783495423098,0.9895760799373424,0.9898919188415328,0.9299936889126036,0.5842791086477882
O10,linear,2,1782,12481,0.7909243142190577,0.8345538715240625,0.8492806316627252,0.8487448280831831,0.6154032629091268,0.9729181335965876,0.2393124724548259,0.376487439400617,0.5406566769501984,0.0484220426531287,0.9096160110481932,0.8545792976803419,0.990933812430992,0.9851196036377576,0.9303014435939108,0.5539822079532993
O10,linear,3,1782,12481,0.7880117343245716,0.8364448201389323,0.8557681588855286,0.8595075278940891,0.6068785349792758,0.9751976624242332,0.2355922865013774,0.3608815426997245,0.5322314049586777,0.0444958113211902,0.910507742820556,0.8465157338416164,0.991062261496214,0.9895894785026932,0.9324418104407646,0.5717450386160451
O10,linear,4,1782,12481,0.7968623306685936,0.8419519416741617,0.8561634796132019,0.8559484388805854,0.6303488633163689,0.9763813631584344,0.2264462809917355,0.3597796143250689,0.5442424242424242,0.042391276333286,0.9081716196400637,0.8442134380270511,0.990471984289391,0.9841629054604636,0.9284021828950778,0.5456462432942604
O10,mlp,0,1782,120647,0.8336276778303218,0.8783386434669402,0.8860809961749927,0.8859124831643285,0.6973803490878374,0.9794554270313356,0.255839576906126,0.4092111062141912,0.6111723226090789,0.0392182620612468,0.9227202487956108,0.8585421662337124,0.9825355004332614,0.9847417237412252,0.9316958232665906,0.599236325032044
O10,mlp,1,1782,120647,0.834856771557647,0.8798555278559564,0.8893374324031823,0.8902480289991915,0.7031767373670825,0.9795609559114278,0.2578512396694215,0.4148760330578512,0.6131129476584022,0.0395785802290787,0.9264385395517908,0.8700685023153548,0.9833168049964742,0.9880472767885736,0.9345873086115714,0.5822361151557882
O10,mlp,2,1782,120647,0.8350132455761915,0.8774704490237792,0.8856408575270278,0.8858525180504151,0.7023796873647903,0.9787981310592349,0.2646540326134861,0.4184662847069193,0.623843102688409,0.0404156780698689,0.9227859826715864,0.8713786871468219,0.9859969445478938,0.9892796961607264,0.9361783911050062,0.5803406218898484
O10,mlp,3,1782,120647,0.8337653278420262,0.8814240955715545,0.8909010489523063,0.8916817389724404,0.6953263279621199,0.9807652689366332,0.2456198347107438,0.3997796143250688,0.6051790633608816,0.0386939737094006,0.922431918766652,0.8684322805833135,0.985893235331952,0.9857978142369508,0.9305000815084216,0.578590722755999
O10,mlp,4,1782,120647,0.8361426273243902,0.8818710750642714,0.8899084368635256,0.8897781980032866,0.7074306004566842,0.981413074010184,0.2534435261707989,0.3997796143250688,0.611900826446281,0.0342535279013893,0.922059105314694,0.8602203243536912,0.9868362320334116,0.9849552238869176,0.9097801000131768,0.5618705911094501
O11,linear,0,1782,12481,0.7981896324842,0.8426152979710876,0.8563708886511732,0.8555693834357461,0.6251751605000174,0.9747769784826448,0.2350154252974878,0.371529308065227,0.5550903481710004,0.0443161707116991,0.8260544788411205,0.7808091593624413,0.9884655192439182,0.9891766555176964,0.932264615325274,0.5517558448739696
O11,linear,1,1782,12481,0.7955448456579347,0.8413705943717636,0.8559582866263447,0.8573058227345395,0.6265399540517319,0.9742786899978076,0.2358126721763085,0.3650688705234159,0.5417079889807163,0.0465296721359915,0.8252856714239979,0.7922568826472072,0.9893983962848056,0.9897125101077804,0.9316727506942548,0.5740389980912628
O11,linear,2,1782,12481,0.791055046689319,0.8347851810823399,0.8493034214479929,0.8487828605629207,0.6161134201925019,0.9727238606084024,0.2354561480828559,0.3682238871749669,0.5398854120758043,0.0487200184678022,0.8317453006719201,0.8079030830864198,0.9913383912260344,0.985528713223266,0.9278779142178406,0.5548106324995636
O11,linear,3,1782,12481,0.7884596548981011,0.8368722793501979,0.8561277585791497,0.8598667855933533,0.608081668084845,0.9756192123232492,0.2373553719008264,0.3636363636363636,0.5389531680440771,0.043396991937942,0.8251023351989346,0.7929836470218595,0.9908345906224906,0.9889887422661052,0.9309199339319078,0.5654897354316267
O11,linear,4,1782,12481,0.7973824903882251,0.8424072143203941,0.8567645076029149,0.856720534438765,0.6315295740606497,0.9766551038019652,0.2246831955922865,0.3611019283746556,0.5498622589531681,0.0420753186235086,0.8311285323462646,0.7953171446764411,0.9902945015876328,0.9841051208831718,0.924473014066461,0.5533918510619428
O11,mlp,0,1782,120647,0.8111439660172034,0.8539859506149597,0.8640369222663835,0.863179721049809,0.6541483497155836,0.9737077611031782,0.2398633759365359,0.381886293521375,0.5946452181577787,0.0496915745782452,0.8303625283369367,0.7842007666862579,0.9817754314253206,0.9869526249128484,0.9199884608279368,0.5372802615173554
O11,mlp,1,1782,120647,0.8078029704974146,0.8493679343698096,0.8597259348290128,0.860047291862112,0.6516963679783088,0.9724441401387116,0.2479338842975206,0.3971349862258953,0.597465564738292,0.051046870802388,0.8276270966231333,0.7936837108281919,0.9819952609574448,0.9876336135198834,0.9218410780364956,0.528374908126312
O11,mlp,2,1782,120647,0.8052632892527213,0.8417968504135248,0.8472330571094489,0.8420170825885306,0.6427805206934003,0.9680258775910948,0.257492287351256,0.4071176729836933,0.6069854561480829,0.0603700953467189,0.8344405351463992,0.8096524643211881,0.985418601910694,0.9822316448935424,0.9170115945281938,0.518834850584403
O11,mlp,3,1782,120647,0.8065747573464946,0.8516412352450526,0.8624818851654339,0.8616837210838846,0.6445739756440834,0.973719770842947,0.2327272727272727,0.3791735537190082,0.5755371900826446,0.0484648675695266,0.8280176710879354,0.8015118028379975,0.9864482378168344,0.9876758185923342,0.9352435365594988,0.5126234503412567
O11,mlp,4,1782,120647,0.8103405869331641,0.8551261948917136,0.8650344387254639,0.8643568485288896,0.6582776693867514,0.9753446263789426,0.2450688705234159,0.3914049586776859,0.5927272727272728,0.0472495591509112,0.8379847084877194,0.8001496538094383,0.9846748396791132,0.98755515932894,0.9185517978165328,0.5335118539853269
O12,linear,0,1782,12481,0.7892949903479617,0.8363755586010603,0.8510205062394429,0.8507387226586647,0.6128874163578555,0.9733632376492842,0.2136403702071397,0.3532393124724548,0.5446231820185103,0.0455747313761353,0.8306734789802056,0.7850377283955137,0.988438050338591,0.9892159541219996,0.9324999719751516,0.570984406529517
O12,linear,1,1782,12481,0.7865095530998013,0.8350310281033618,0.8509130519710203,0.853052797088734,0.6148348518486273,0.9728008561422264,0.2124517906336088,0.3463360881542699,0.535206611570248,0.049270126120118,0.8274066703816578,0.7973721855596935,0.9890897798462228,0.9896951751623156,0.9301569814071506,0.5866032291818739
O12,linear,2,1782,12481,0.7826596451445367,0.8282030866450988,0.8437549852655273,0.8437205373388874,0.6037505329664318,0.9712141532958556,0.2195901278096077,0.3542309387395328,0.5306302335830763,0.0499558695655606,0.8354614883137292,0.8084616820535712,0.990740280218962,0.985718542737103,0.9284985883587066,0.5703758891099177
O12,linear,3,1782,12481,0.7799646919142572,0.830804599909385,0.8511544948163704,0.8553120586704988,0.5966960674012122,0.974052337531992,0.2094765840220385,0.3431404958677685,0.5241873278236915,0.0461243614184954,0.8289017196376036,0.7967625621003485,0.9909599562272214,0.989271953919098,0.9289652655038544,0.5679332128637619
O12,linear,4,1782,12481,0.7887268914337225,0.8364058930746027,0.8517333504546054,0.8522510507931527,0.6197423593974939,0.9754949345363622,0.2100275482093664,0.3457851239669421,0.5357575757575758,0.0419059868587935,0.8327511856209905,0.7994199180990667,0.9904877270535204,0.9842170898383154,0.9260274415147168,0.5536260853327986
O12,mlp,0,1782,120647,0.7945217388197718,0.8421302862685848,0.8526081779331434,0.8519914194364502,0.627969672936113,0.96979161366062,0.2178272366681357,0.3657999118554429,0.5776773909211106,0.0605314043176074,0.8455029643751335,0.8014845739296649,0.983478680739516,0.9909776308006112,0.9288146854209862,0.5591032885106201
O12,mlp,1,1782,120647,0.7920912192910716,0.8378202481617937,0.8495316396220738,0.851028608132012,0.6274038051940869,0.968168100117071,0.2173002754820936,0.3715702479338843,0.5841322314049586,0.0633764430806656,0.8458306265994452,0.8095858387146108,0.984143275608652,0.9918555720180028,0.9182251013133276,0.5507648372383289
O12,mlp,2,1782,120647,0.7886269881734653,0.8317435390677124,0.8410833212079989,0.8393708226825709,0.6170608473818666,0.9652217800748188,0.2168356104010577,0.371308946672543,0.5796606434552667,0.0708604716043632,0.8506112001186372,0.8185781286273317,0.9857228306447182,0.9870250475185104,0.9202798791849296,0.5568973574048416
O12,mlp,3,1782,120647,0.7899216676501012,0.8363791803349551,0.8467727725495978,0.8458123766342096,0.6158772677650105,0.9674585745987562,0.2153168044077135,0.3636363636363636,0.5778512396694215,0.0683146154289403,0.8440432320621911,0.8134747752948361,0.9860531699295824,0.9891495361285692,0.9345471318602292,0.5380855089037919
O12,mlp,4,1782,120647,0.7954054127208472,0.83970104824139,0.848376867734606,0.84605570648808,0.6309838167552968,0.9691533478304838,0.2318457300275482,0.3822589531680441,0.583801652892562,0.0646847075864303,0.8449240495834354,0.8074252613870286,0.9854976679296208,0.9895237591107332,0.9215767837533894,0.5485493973701631
O13,linear,0,1782,12481,0.8034854516808599,0.8472675812753574,0.8616109172007853,0.8625042472970815,0.6322304018826609,0.9764055377283176,0.251542529748788,0.377368884971353,0.5559717937417364,0.0416064269417127,0.781413171574909,0.7722653603710318,0.9844090870986244,0.988271364525106,0.9329867673670708,0.5744650875840066
O13,linear,1,1782,12481,0.7985865933491062,0.8435609988244304,0.8596837005661151,0.8637309510446153,0.6293929751371541,0.9758058849711546,0.2505785123966942,0.3760881542699724,0.5382920110192837,0.0436475202630045,0.8363760333175756,0.796372377043793,0.99083403872772,0.9870850167128032,0.9233304690749846,0.5717206272215383
O13,linear,2,1782,12481,0.7973397130778821,0.838339795314644,0.8513790449677524,0.8501920640226753,0.6238668589509497,0.9734547704975974,0.2610180696342001,0.3876156897311591,0.5460555310709564,0.0485356202658549,0.8358167168448447,0.8062978766249079,0.9911344420996472,0.9864304766619658,0.9210110463195524,0.5499650106588464
O13,linear,3,1782,12481,0.7904723113418267,0.8386973860949279,0.8605004908535818,0.8675681144339007,0.6101320025199413,0.9773235531249724,0.2438567493112947,0.3639669421487603,0.5307988980716254,0.0401411242820014,0.8275558141459131,0.8019250522751713,0.9899523729070906,0.989200349718138,0.9340092775378648,0.5622837382100929
O13,linear,4,1782,12481,0.7970776909145043,0.8419853707845494,0.8591365171765596,0.8632276071643862,0.6282725576417996,0.9776389296757022,0.2404407713498622,0.3688154269972452,0.5462258953168044,0.0412845514759872,0.8305926557026999,0.8010262572639111,0.9909692769564892,0.983081005651946,0.9180929995271936,0.5464755423996401
O13,mlp,0,1782,120647,0.8424961207261,0.8789449080950686,0.8843260137871132,0.8811657448837981,0.7009428637158579,0.9793949000968668,0.3063023358307624,0.4519612163948876,0.6437858087263112,0.0335190265832256,0.8725348824861971,0.8283050220685494,0.9873888684949464,0.9951957814473648,0.956954746897412,0.5949076891905889
O13,mlp,1,1782,120647,0.841068091356584,0.8707157107153325,0.873612208517595,0.8684155605220341,0.7009483009858257,0.9749298294814904,0.3117355371900826,0.4672176308539945,0.6553168044077134,0.043526371766713,0.8705288602179952,0.8344739415737656,0.9868917851724788,0.9965282072909714,0.9577955855778508,0.5973432581035222
O13,mlp,2,1782,120647,0.838997020488155,0.8661960749757676,0.8687238246168248,0.862726768660436,0.6942847159221796,0.9737982516922812,0.3256941383869546,0.4756500661084178,0.6621859850154252,0.0462087545135095,0.8756018910626316,0.843072889302548,0.9911826537726834,0.9935607774455094,0.9611102474091942,0.5756570939005977
O13,mlp,3,1782,120647,0.8423677917635171,0.8772279510295042,0.8830977356007292,0.8806087559773048,0.6978567529355088,0.9791564356090158,0.3138292011019283,0.4558677685950413,0.6311845730027548,0.0341378241005679,0.8657453453341072,0.8309317943460349,0.9903310326664096,0.9953820574531808,0.957165684442284,0.5882857165506138
O13,mlp,4,1782,120647,0.8417502315416852,0.875970041149643,0.8810998990558332,0.8768817248697347,0.7058054752968591,0.9794098857181516,0.2948760330578512,0.4478236914600551,0.6406611570247934,0.0365589190810179,0.8717873173522052,0.8333507465173635,0.9909618660587796,0.995069262550914,0.9478341061861748,0.588528564835034
O2,linear,0,222,1561,0.6135445309680977,0.6122315484158146,0.6065261850135896,0.5814130092150995,0.2462760198731335,0.8884244940418667,0.1543631555751432,0.2343543411194358,0.3842000881445571,0.237161304340351,0.7507789667117828,0.6978462859960693,0.688735012893823,0.8806184647796281,0.8677647576808067,0.263338809307884
O2,linear,1,222,1561,0.6194809145126872,0.6200735597696766,0.6165533673905736,0.59378640855387,0.2656795817447912,0.8944679017855254,0.1595592286501377,0.2376859504132231,0.3834710743801653,0.2074856916340914,0.7329486153012669,0.7034943068247199,0.6969825463431768,0.8748266944610277,0.8584735091462254,0.2801566889941362
O2,linear,2,222,1561,0.611274130539937,0.6091576555596118,0.6046638419020004,0.5820110374259617,0.2430610820567181,0.8843332952375745,0.1548038783605112,0.2301674746584398,0.374283825473777,0.2408260367236089,0.7389714037591069,0.7162865459634398,0.6877509970453828,0.8832054587422631,0.8475529074957169,0.2589028295824405
O2,linear,3,222,1561,0.6083155558634594,0.6087179265506604,0.6051541424086707,0.5830814400039642,0.2372018896684913,0.8881002070259801,0.1517355371900826,0.2304132231404958,0.3660606060606061,0.2390608887797216,0.7337075057266659,0.7083747831969458,0.6879910569782607,0.8888369966460331,0.8457717236437919,0.2457531517165026
O2,linear,4,222,1561,0.6147687701753126,0.6157610296166,0.6123743994178767,0.5881014706975285,0.2544228963551857,0.8945875868278002,0.1464462809917355,0.2226997245179063,0.3666115702479339,0.2226508789745572,0.7437804379139972,0.7123095035314896,0.6887038022472496,0.8613802540741416,0.8532643631279008,0.2578996195336899
O2,mlp,0,222,120257,0.7603186303989787,0.7858067068822203,0.791311947229495,0.789465065725643,0.5496238241279484,0.9548466347617104,0.2733583076245042,0.4066769501983252,0.5801013662406347,0.0756770479109067,0.8702780101024148,0.8320275157142369,0.8199110737060098,0.9315870787891076,0.984224731016089,0.4340531933786861
O2,mlp,1,222,120257,0.7604061502481332,0.7849731951224893,0.7906940321226764,0.7892249929589022,0.552266890229974,0.953484737826219,0.2780165289256198,0.4127823691460055,0.5814876033057851,0.0782640298601681,0.8769286051475653,0.8471029825038827,0.8359938706087615,0.9274998356541628,0.9842150405927528,0.4516280706744547
O2,mlp,2,222,120257,0.7628120792048614,0.7832440614811365,0.783169217661733,0.7733284224727918,0.554420161818532,0.9471132166746686,0.2739092111062142,0.4181357426178933,0.5943146760687528,0.0942693455280213,0.8812968122895332,0.8530454708220179,0.8326803128285487,0.9296822524465386,0.9833501418338256,0.4580544645009929
O2,mlp,3,222,120257,0.7584298651938242,0.7851641235245053,0.7914609456752743,0.7894564059364237,0.5457327795136458,0.9549369137246668,0.2645730027548209,0.3997796143250688,0.5723415977961432,0.0784459506677202,0.8836886428545374,0.848143142766155,0.8284236333489075,0.9300254622753312,0.9860983764559084,0.4154042954820984
O2,mlp,4,222,120257,0.7614137988252864,0.7887216549001504,0.7944751795058372,0.7910346080479608,0.5576676448921586,0.957796147047374,0.2709641873278237,0.4002203856749311,0.5685950413223141,0.0711777577255711,0.8770512308115469,0.8433967751521245,0.8269242038812744,0.9130368564506756,0.9815582047055654,0.447430691079663
O3,linear,0,270,1897,0.8034711611860634,0.8456386439455702,0.8585512673785084,0.8574074907992287,0.630855004803924,0.9753376104258384,0.25991626267078,0.386734244160423,0.5555310709563684,0.0442930926877057,0.8440889831452721,0.794109682586929,0.9889290001115324,0.9893139031066532,0.9357437162184052,0.5848345987690853
O3,linear,1,270,1897,0.8007643426688554,0.8438730132716448,0.857923939612043,0.8589632667451488,0.632303305706477,0.9749098817376376,0.2560881542699724,0.3822589531680441,0.5421487603305785,0.0459554625805416,0.8397466316745041,0.8056003507684758,0.9903431267718822,0.9897560115678824,0.9351735575652652,0.6019160413677476
O3,linear,2,270,1897,0.7958897711349836,0.837252483037299,0.8512458123769571,0.8504943221511171,0.6211274453598712,0.9733581997901818,0.2620096959012781,0.386624063464081,0.5426399294843544,0.0487326893966961,0.8475183280292238,0.8174910874324058,0.9915805775243798,0.9858745489027596,0.9303527186358328,0.5853490633707271
O3,linear,3,270,1897,0.793433364946572,0.8396083384964642,0.8581019608971293,0.8615226745290421,0.6135040843605523,0.9759864074912136,0.2576308539944903,0.3713498622589531,0.5355371900826447,0.0439893266714637,0.8408005689749467,0.8055705014275192,0.9915417766514012,0.9892414134711104,0.9334369014077905,0.5820051215773888
O3,linear,4,270,1897,0.8024534592386603,0.8450051337562381,0.8588208437220218,0.85848149035087,0.6369062753168493,0.977297562046872,0.2446280991735537,0.3720110192837466,0.5498622589531681,0.0404978993608931,0.8442229354804327,0.80768888029479,0.9911365795880964,0.9842958467595329,0.92912749130518,0.566697397518511
O3,mlp,0,270,120049,0.8490757027053097,0.8782604672385763,0.8809513214874989,0.8776184842368989,0.707932338240769,0.9773481774676394,0.3491626267078008,0.4960334949316879,0.6707800793301014,0.0421921783814402,0.8864636523627352,0.8425589854337504,0.9878414982826612,0.9960145568803436,0.9813830493982936,0.609836340714535
O3,mlp,1,270,120049,0.8485943456632608,0.877747066591447,0.8807339610987244,0.8774585588341969,0.7104068590617388,0.9768593949334125,0.3457851239669421,0.4937741046831956,0.6630303030303031,0.0409609847292098,0.8876846694566852,0.8559851017479398,0.9863576450961667,0.996536962233612,0.9812800590822665,0.616164682224776
O3,mlp,2,270,120049,0.8451973050095494,0.8692864965571067,0.8689639938923376,0.8623024062549417,0.7005433193778026,0.9730830205492408,0.3546716615249008,0.5085940943146761,0.6761789334508594,0.0476035460527639,0.8916088494676099,0.8609622683254097,0.9893422510309798,0.9934360207169722,0.980912772494164,0.6293291143901119
O3,mlp,3,270,120049,0.8467956359397135,0.8771543063713836,0.8818930766270987,0.8799274051683555,0.7043264334219207,0.978358828630123,0.3398347107438016,0.4820936639118457,0.6571900826446281,0.0389216518566299,0.8867252825876141,0.8547122655591497,0.9892703328098724,0.9963602292375936,0.9804006858579244,0.6053909058595558
O3,mlp,4,270,120049,0.8483640270718421,0.8787271468254284,0.8840961216751738,0.8829593968571169,0.7129067314886485,0.9798057823696138,0.3420385674931129,0.4915702479338843,0.6548760330578512,0.0370554908970499,0.8919870676997458,0.8529451293672433,0.9906335353424964,0.995190328344047,0.9774507638524456,0.6113776162065304
O4,linear,0,1718,12033,0.8316210541859836,0.879898977167755,0.8913032257145858,0.8919671842569584,0.6893764441074829,0.9811183958186156,0.250330542089026,0.3884971353018951,0.5846187747906567,0.0418038083533454,0.9489175219010472,0.8629251386127875,0.9881331725226602,0.9888521934556956,0.9357080657588984,0.5673803958304082
O4,linear,1,1718,12033,0.8284359617426256,0.878109507615989,0.8909124184570768,0.8928962922288569,0.6904289671691654,0.9803025046996174,0.2488154269972451,0.3767493112947658,0.5748760330578513,0.0437111858855265,0.9470381945093742,0.8763590949880111,0.989619514905296,0.9899341993373776,0.9294638480000706,0.572122316525472
O4,linear,2,1718,12033,0.8301963482855625,0.8777804353025592,0.8905248838159217,0.8913692293218408,0.6913769343267214,0.9797992578972112,0.258594094314676,0.3893785808726311,0.5764654032613487,0.0457883555558664,0.9477035002651923,0.8774638979196488,0.9910212792000166,0.9849600127065192,0.9311103508010804,0.5811437374759292
O4,linear,3,1718,12033,0.8246970265240647,0.8759343665999062,0.8909513929094133,0.8930093407001809,0.6772896215525158,0.9808302927120416,0.2472727272727272,0.3717906336088154,0.5648484848484848,0.0429284364953842,0.9466889112470568,0.8663913253805103,0.991230547219064,0.9895763289320068,0.9336629290776776,0.5741784831030645
O4,linear,4,1718,12033,0.8263560928708698,0.8758267735336958,0.8879608921609542,0.8883516792046177,0.6874486616558321,0.9809910893723915,0.2338292011019283,0.3680440771349862,0.5767493112947658,0.042016886449714,0.945980555199804,0.8681164623932331,0.9905923429401016,0.9841206826940828,0.9268900370727516,0.557431871527778
O4,mlp,0,1718,120205,0.8594910916628062,0.904049049999282,0.9120301728817845,0.9134431558133728,0.7411318375625711,0.9841261462435056,0.2848171000440723,0.4336712208021154,0.6435654473336272,0.0343136205881794,0.964693680603704,0.8947467719534534,0.9829577560058296,0.9855499561397846,0.9239018856455032,0.5964542295198606
O4,mlp,1,1718,120205,0.8562164682823831,0.9032140639724168,0.9130906857612462,0.9166577175496574,0.740811477080695,0.9844978946881692,0.2753719008264463,0.4254545454545455,0.6231404958677685,0.0340545294764284,0.9660376081284564,0.9004976543882844,0.9828217542561204,0.985442420750445,0.9108619704457216,0.6074883580560586
