model_type,seed,factor,mae,brier,auc,strict_compliance_auc,violation_auc
interaction_mask_only,1,NC,0.12240041792392731,0.06627427041530609,0.9561876810537323,,
interaction_mask_only,1,DAC,0.06451544910669327,0.04097820073366165,0.9900861153924756,,
interaction_mask_only,1,DDC,0.15650099515914917,0.04311123862862587,,0.8972535633291848,0.8972535633291847
interaction_mask_only,1,EP,0.08190564811229706,0.02550317905843258,,,
interaction_mask_only,1,TTC,0.1382581889629364,0.08468619734048843,0.9567032172965564,,
interaction_mask_only,1,Comfort,0.010713592171669006,0.004697939846664667,0.999826144553122,,
interaction_mask_only,2,NC,0.12992194294929504,0.0691552683711052,0.9551049193883544,,
interaction_mask_only,2,DAC,0.06651555746793747,0.04013077914714813,0.9897671854226773,,
interaction_mask_only,2,DDC,0.15986372530460358,0.04496489837765694,,0.8930493368927865,0.8930493368927866
interaction_mask_only,2,EP,0.07879084348678589,0.024312663823366165,,,
interaction_mask_only,2,TTC,0.14665982127189636,0.08849357068538666,0.9555588358096725,,
interaction_mask_only,2,Comfort,0.01243983767926693,0.005442958325147629,0.9997930681083286,,
full_engineered_action_effect,0,NC,0.09834140539169312,0.052628293633461,0.9664551881005498,,
full_engineered_action_effect,0,DAC,0.06259479373693466,0.039910536259412766,0.990298476545717,,
full_engineered_action_effect,0,DDC,0.15166819095611572,0.04121851176023483,,0.9044651950909697,0.9044651950909698
full_engineered_action_effect,0,EP,0.07744067907333374,0.023611456155776978,,,
full_engineered_action_effect,0,TTC,0.12048763781785965,0.07230263948440552,0.9662004875135788,,
full_engineered_action_effect,0,Comfort,0.011490901932120323,0.006482002325356007,0.9996753033911299,,
full_engineered_action_effect,1,NC,0.11984045058488846,0.06444671750068665,0.9574287796658726,,
full_engineered_action_effect,1,DAC,0.06899388134479523,0.043318167328834534,0.98900730778643,,
full_engineered_action_effect,1,DDC,0.16076382994651794,0.04467596486210823,,0.8960085280126511,0.8960085280126512
full_engineered_action_effect,1,EP,0.07974596321582794,0.0238353218883276,,,
full_engineered_action_effect,1,TTC,0.13244163990020752,0.0814724713563919,0.9591122449717386,,
full_engineered_action_effect,1,Comfort,0.01784854382276535,0.011643613688647747,0.999364776704563,,
full_engineered_action_effect,2,NC,0.10544125735759735,0.05370279774069786,0.9679593364594117,,
full_engineered_action_effect,2,DAC,0.06462889909744263,0.03950844332575798,0.9902889079659731,,
full_engineered_action_effect,2,DDC,0.15998589992523193,0.04484308511018753,,0.8910510580792852,0.8910510580792852
full_engineered_action_effect,2,EP,0.07837924361228943,0.0235891193151474,,,
full_engineered_action_effect,2,TTC,0.12958921492099762,0.07532265782356262,0.9644689184973497,,
full_engineered_action_effect,2,Comfort,0.011697603389620781,0.00482736574485898,0.9998326734089833,,
wote_full_future,0,NC,0.09723539650440216,0.05023336783051491,0.9699198536171825,,
wote_full_future,0,DAC,0.061582162976264954,0.03914612904191017,0.9908649967526985,,
wote_full_future,0,DDC,0.15150848031044006,0.04111294075846672,,0.9015130266472495,0.9015130266472495
wote_full_future,0,EP,0.07834731042385101,0.023070191964507103,,,
wote_full_future,0,TTC,0.11320915818214417,0.06497373431921005,0.9710876333440397,,
wote_full_future,0,Comfort,0.011181510053575039,0.006121104583144188,0.9997116771936253,,
wote_full_future,1,NC,0.09731324762105942,0.051659464836120605,0.9704969779449046,,
wote_full_future,1,DAC,0.03723898157477379,0.023033196106553078,0.996132047169917,,
wote_full_future,1,DDC,0.1521863043308258,0.041630327701568604,,0.910576783255066,0.9105767832550661
wote_full_future,1,EP,0.06923083961009979,0.01950596272945404,,,
wote_full_future,1,TTC,0.10317777097225189,0.06233590096235275,0.9735946276002254,,
wote_full_future,1,Comfort,0.010805592872202396,0.0051488205790519714,0.9997787152596346,,
wote_full_future,2,NC,0.09426872432231903,0.0463186539709568,0.9733330125581752,,
wote_full_future,2,DAC,0.041045453399419785,0.0241794865578413,0.9960962803607769,,
wote_full_future,2,DDC,0.1652214229106903,0.04691830649971962,,0.8946733406414928,0.8946733406414928
wote_full_future,2,EP,0.07335590571165085,0.01973084919154644,,,
wote_full_future,2,TTC,0.10894086956977844,0.06001363322138786,0.9746445317900426,,
wote_full_future,2,Comfort,0.02029828354716301,0.014815356582403183,0.9988327450409035,,
wote_environment_only,0,NC,0.11633790284395218,0.06261222809553146,0.9587657727677048,,
wote_environment_only,0,DAC,0.06952883303165436,0.042830321937799454,0.9887471740253445,,
wote_environment_only,0,DDC,0.15999191999435425,0.04522579908370972,,0.8970258267522475,0.8970258267522475
wote_environment_only,0,EP,0.08003690838813782,0.024793224409222603,,,
wote_environment_only,0,TTC,0.13696572184562683,0.08468234539031982,0.9564127304740563,,
wote_environment_only,0,Comfort,0.012110351584851742,0.0061525930650532246,0.9997476966234435,,
wote_environment_only,1,NC,0.12595653533935547,0.07147417217493057,0.9539572766553959,,
wote_environment_only,1,DAC,0.06599864363670349,0.04212239012122154,0.9890757333764943,,
wote_environment_only,1,DDC,0.15365709364414215,0.042437754571437836,,0.9051399162368378,0.9051399162368379
wote_environment_only,1,EP,0.07603272795677185,0.024003636091947556,,,
wote_environment_only,1,TTC,0.14148551225662231,0.08851953595876694,0.9556483069303803,,
wote_environment_only,1,Comfort,0.020275386050343513,0.014964724890887737,0.9993307193151131,,
wote_environment_only,2,NC,0.1302754133939743,0.06919567286968231,0.9551057758984816,,
wote_environment_only,2,DAC,0.06649015098810196,0.040135785937309265,0.9897728033037582,,
wote_environment_only,2,DDC,0.1595541536808014,0.044815562665462494,,0.8936064119075419,0.8936064119075419
wote_environment_only,2,EP,0.07865151017904282,0.0242661964148283,,,
wote_environment_only,2,TTC,0.14680491387844086,0.08875161409378052,0.9555946198277111,,
wote_environment_only,2,Comfort,0.012467811815440655,0.005422361195087433,0.9997953263655848,,
