scene_id,valid_candidate_count,kinematic_valid_count,hard_vector_diversity,consequence_distance_mean,consequence_distance_std,equivalent_pairs,divergent_pairs,ambiguous_pairs,safety_boundary_pairs,has_equivalent_and_divergent,categories
331aef1e51c556ca,16,16,1,0.3196244552567094,0.35199612494520177,41,15,64,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
33267e23dd4158df,13,13,2,0.7301982967524611,0.6077439400013078,11,31,36,6,True,"straight,candidate_sensitive"
33615487dc3657ea,16,16,1,0.21739530244135988,0.21840888107575473,34,0,86,0,False,"straight,junction,dynamic_interaction"
3450f9be2a4d5378,15,16,2,0.6688682850526357,0.7269624670095312,24,38,43,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
348bcc3340ec54c1,10,10,1,0.23141396851114585,0.2613330808709192,12,0,33,0,False,"straight,junction,dynamic_interaction,near_collision"
34d8b74bd6595933,16,16,1,0.2739840947769089,0.20107422180194887,22,2,96,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
36c11e387b1c5c4a,16,16,1,0.5105107950080139,0.6259042270257649,23,28,69,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
36d888313f465ba7,16,16,3,0.7691277797790065,0.9836662411594774,35,41,44,19,True,"turning,static_easy,candidate_sensitive"
371c5590db7052e5,16,16,2,0.8254764101944171,0.756493104507505,14,53,53,6,True,"turning,dynamic_interaction,candidate_sensitive"
377c6028a4ca54a9,16,16,1,0.4891671386020777,0.6902105811065152,42,28,50,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
379b0952898d5f13,10,10,1,0.35843593433205456,0.5021970107821129,8,9,28,0,True,"straight,dynamic_interaction,candidate_sensitive"
37ba6149d18c5dc6,16,16,2,0.6407783694584432,0.5319689314981161,6,41,73,11,True,"straight,dynamic_interaction,candidate_sensitive"
37dcce2d2f95549f,16,16,1,0.4012168180171295,0.3590177376870118,8,15,97,0,True,"turning,dynamic_interaction,candidate_sensitive"
3808b4af775c5c13,12,12,1,0.5743932306953696,0.5053944897424972,6,20,40,0,True,"straight,junction,static_easy,candidate_sensitive"
383e54e79cb4588f,12,12,1,0.6325455299195994,0.5392651453778845,6,22,38,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
386fd66423a55677,10,10,1,0.5013915265027011,0.6570939013377886,18,9,18,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
39bd24b0cba15c6d,16,16,1,0.48436458386240727,0.387170084973476,6,15,99,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
3a0353fe1c715c0b,16,16,1,0.38286673207831223,0.3151201066852934,9,15,96,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
3a7f8255911e58cb,16,16,1,0.4171789670948907,0.43305619661353956,15,16,89,0,True,"straight,dynamic_interaction,candidate_sensitive"
3b1e9d951d9e52f1,11,11,1,0.2620630876206995,0.4277034967593331,34,10,11,0,True,"straight,junction,dynamic_interaction,candidate_sensitive"
3b53aeb85e755341,16,16,1,0.34121167277741843,0.2669351824411038,16,12,92,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
3bbfeae26e455130,16,16,1,0.3769721929859375,0.34914420736722057,14,16,90,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
3c73f4251ab15fcb,16,16,3,0.6739698018478298,0.5995936901767414,27,52,41,16,True,"turning,dynamic_interaction,near_collision,candidate_sensitive"
3e1e7646625e5d27,16,16,1,0.39875841388679695,0.40544045944523527,20,16,84,0,True,"straight,dynamic_interaction,candidate_sensitive"
3e8c34bdf04851b4,16,16,1,0.5843975155553728,0.6646666244114072,12,28,80,0,True,"turning,static_easy,candidate_sensitive"
3f46fb6df4865fa8,10,10,1,0.38094732170847845,0.31857962600993556,6,8,31,0,True,"turning,junction,dynamic_interaction,near_collision,candidate_sensitive"
3f6758c0c8295172,16,16,1,0.7715179371249742,0.6199948470659548,12,60,48,0,True,"straight,junction,static_easy,candidate_sensitive"
3fe1dbae00f45b34,16,16,2,0.6506561560255193,0.511340342580526,8,48,64,17,True,"straight,static_easy,candidate_sensitive"
3fee50c8a94d50cc,16,16,2,1.0084398159327699,0.8275121381606143,21,77,22,19,True,"straight,static_easy,candidate_sensitive"
40d8808daafe517b,15,16,1,0.3129637420158895,0.3654043254343491,39,13,53,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
41aeeee687f65eef,10,10,1,0.18496176956429491,0.1226002577283076,14,0,31,0,False,"straight,dynamic_interaction"
41b072b96af35872,16,16,1,0.35837999104174223,0.195918391612074,6,4,110,0,True,"turning,dynamic_interaction,near_collision,candidate_sensitive"
41f534e68fd35df4,16,16,3,1.801255249025555,1.4815868173848998,6,65,49,14,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
42231e5449d3576a,15,16,1,0.3979286645917049,0.3890611079072918,12,14,79,0,True,"turning,junction,dynamic_interaction,near_collision,candidate_sensitive"
42977cb116ef5c2b,15,16,2,0.5346742757023032,0.5103341976691375,14,31,60,6,True,"turning,junction,dynamic_interaction,candidate_sensitive"
42cbd13bd837586b,12,12,1,0.7649422048616032,0.5771945538348596,4,36,26,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
432491a476ae5297,16,16,2,0.6375217019703718,0.6011091544131496,17,39,64,18,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
432d6c15666b52d3,10,10,1,0.2090055648515937,0.12725410052152938,9,0,36,0,False,"straight,dynamic_interaction,near_collision"
4430115801b656f2,9,10,1,0.17473157150365654,0.16302584267306858,14,0,22,0,False,"straight,junction,dynamic_interaction,near_collision"
44676c88db30566d,10,10,1,0.7871633075503935,0.6743220661504163,5,23,17,0,True,"turning,dynamic_interaction,near_collision,candidate_sensitive"
4481f240c51d5fcf,15,15,1,0.570487090109657,0.4294828060918344,14,39,52,0,True,"straight,junction,dynamic_interaction,candidate_sensitive"
44afbe74218c5b04,16,16,1,0.5202591864119425,0.4243972658745582,12,20,88,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
4519b825a7595c20,16,16,1,0.3208520636032161,0.22588942697841238,17,4,99,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
452920c0479a5c19,15,16,2,0.9315213594398007,0.7327352964926794,13,62,30,13,True,"turning,junction,dynamic_interaction,near_collision,candidate_sensitive"
4542785342605a39,16,16,1,0.4813382801053598,0.42215975315026494,10,28,82,0,True,"turning,junction,dynamic_interaction,near_collision,candidate_sensitive"
45bf01a62689544f,12,12,1,0.5043573554112104,0.46427143055230985,12,20,34,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
45ff6e480d0853b1,15,16,3,1.500382389435028,0.9754077860640041,2,81,22,7,True,"turning,junction,dynamic_interaction,candidate_sensitive"
46003b81ab1a5229,16,16,2,1.0328013160587803,0.9969621382475683,21,63,36,17,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
4777340c032e5bde,16,16,1,0.5175786381239613,0.6119913129017809,21,28,71,0,True,"straight,dynamic_interaction,candidate_sensitive"
47afd0981fa351a0,16,16,1,0.6674899676793543,0.8335553286100401,35,41,44,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
47b1078ed20b5e3d,16,16,1,0.37230333037543867,0.44324180992459916,31,28,61,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
480434fc72d455af,15,16,1,0.40104848564744344,0.2926538251563958,8,17,80,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
480616f49c9a59ba,16,16,2,0.6818229035100034,0.5385314563129925,19,43,58,18,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
4843cfed1f055f5b,12,12,1,0.49848339557612426,0.5231708386843591,12,20,34,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
48eab517ad725e44,16,16,2,0.6758569266607763,0.6215923422219053,27,51,42,15,True,"turning,junction,static_easy,candidate_sensitive"
4a47f854ddd55e98,16,16,2,0.474582659615058,0.4582022292813858,18,22,80,5,True,"turning,junction,dynamic_interaction,near_collision,candidate_sensitive"
4a6d08d74a1952af,16,16,2,0.6718072276598714,0.7438848208542281,24,41,55,1,True,"turning,junction,dynamic_interaction,near_collision,candidate_sensitive"
4aa76ce9d7575962,16,16,3,0.8687877593553569,1.0281755103038857,15,44,61,9,True,"turning,junction,dynamic_interaction,candidate_sensitive"
4b28f5c8d4005109,10,10,1,0.5857868535586223,0.8876877962402347,12,9,24,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
4d3eb7b04dbc5dc5,16,16,1,0.4501246819919021,0.5921583304456647,37,28,55,0,True,"straight,dynamic_interaction,candidate_sensitive"
4d5869839f9358f6,16,16,1,0.2973045475969999,0.3465198752347524,37,14,69,0,True,"turning,junction,dynamic_interaction,near_collision,candidate_sensitive"
4e3e4099f6d55622,16,16,2,0.7145610844110635,0.7207038729723452,24,52,44,10,True,"turning,junction,static_easy,candidate_sensitive"
4e4fa95b026552eb,13,13,1,0.5838579662531337,0.4488491624117503,10,24,44,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
5064e21117b25126,16,16,1,0.22169366802001048,0.13025441707346805,21,0,99,0,False,"turning,junction,dynamic_interaction,near_collision"
525da23ab9db5fba,16,16,2,0.5276732807932267,0.4573232684885061,11,19,90,6,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
52688ac7c488577b,16,16,1,0.5113566310516974,0.6315590835138098,21,28,71,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
526a773b877f525f,16,16,1,0.5993706633161852,0.48573373548255616,21,50,49,0,True,"turning,dynamic_interaction,near_collision,candidate_sensitive"
52e0404827525b32,16,16,1,0.32776145237254667,0.34453384021690886,35,14,71,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
5418e3b659955706,16,16,2,0.6128160105427501,0.6896440283938272,29,41,50,7,True,"straight,static_easy,candidate_sensitive"
5490fae15ae550f0,16,16,2,0.6180451919452107,0.7051473406898797,30,41,49,7,True,"straight,junction,static_easy,candidate_sensitive"
54a56003117a5854,16,16,1,0.4585236688814343,0.5539978830108414,19,28,73,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
5544d91579435462,10,10,1,0.23512981708741798,0.14100487001589643,8,0,37,0,False,"straight,junction,dynamic_interaction,near_collision"
55e744d004945b62,16,16,2,0.8083187870263309,0.6757399014349499,12,51,57,21,True,"straight,dynamic_interaction,candidate_sensitive"
56b3a90e8afe5490,16,16,2,0.45808388052254195,0.5267351208295433,49,41,30,6,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
578826d479fc56bc,12,12,1,0.4935371093965181,0.3929943759575238,5,12,49,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
57bdde03619c584a,16,16,2,0.5575076960900355,0.5192061036340048,32,39,49,17,True,"turning,dynamic_interaction,near_collision,candidate_sensitive"
57c625150f4556d4,16,16,1,0.5996915904493257,0.7005573901728238,23,29,68,0,True,"straight,junction,dynamic_interaction,candidate_sensitive"
58b2066b3e0a53cd,16,16,1,0.552369834363617,0.47094797741716476,15,50,55,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
592e40488a045836,16,16,2,0.9588614472948157,0.8601097010626048,9,63,48,17,True,"straight,dynamic_interaction,candidate_sensitive"
5a1543a3893f51b8,15,15,1,0.6461025308513105,0.5598076760884297,20,50,35,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
5ac416698ad454d1,10,10,1,0.262791035517532,0.2970398486711923,14,5,26,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
5b11df0b1c4e5fe1,10,10,1,0.08369964314727596,0.05189161960240213,31,0,14,0,False,"straight,dynamic_interaction,near_collision"
5b8d5351b3af5c76,9,10,1,0.11040121340508244,0.10193111611879851,15,0,21,0,False,"straight,dynamic_interaction,near_collision"
5bac5a126c6a5797,16,16,1,0.508942507606059,0.7413305499944705,51,28,41,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
5bbdc28726ba5722,16,16,2,0.6646062314124468,0.5719449321757613,16,43,61,19,True,"straight,dynamic_interaction,candidate_sensitive"
5c201bd2b0eb55e3,16,16,2,0.7783220793178885,0.7557549876616811,31,43,46,26,True,"straight,dynamic_interaction,candidate_sensitive"
5d34a59aa6285852,15,16,2,0.6680898442948652,0.6640660315915634,14,38,53,6,True,"turning,junction,dynamic_interaction,candidate_sensitive"
5eaeba87d1b95fc7,15,16,1,0.6008535439309758,0.6241625535513541,7,26,72,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
5ece55a8b7d75b53,16,16,2,0.5342303614516584,0.4969840103836544,12,23,85,6,True,"straight,dynamic_interaction,candidate_sensitive"
5f7b874772ce55a9,16,16,1,0.45980254590831193,0.31867739190910593,17,19,84,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
5fd862fef6575dda,12,12,1,0.27762273083833994,0.2445018999202691,12,3,51,0,True,"straight,dynamic_interaction,candidate_sensitive"
60b86fd0bed45aba,16,16,1,0.4288915324058136,0.44561847774729957,35,29,56,0,True,"turning,dynamic_interaction,near_collision,candidate_sensitive"
60c680c86d765a2a,16,16,1,0.49789720540810456,0.6221980171974661,57,41,22,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
6143d5a994fe5065,16,16,1,0.40996347728239907,0.2982335465102203,9,11,100,0,True,"straight,dynamic_interaction,candidate_sensitive"
617ebe5cd3785014,15,16,1,0.5997085070587105,0.7312867348326064,13,26,66,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
61a00ef82fa857f7,16,16,2,0.7397432140476639,0.5894953551877563,7,53,60,14,True,"turning,junction,dynamic_interaction,candidate_sensitive"
622ffaf8e2015c1d,10,10,1,0.2798215048449271,0.27475665256675563,12,3,30,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
628727a1492154b3,16,16,1,0.3536523086659148,0.45735473308931857,45,24,51,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
62c918c40b745866,11,11,1,0.28064503798029433,0.4247184678594666,29,10,16,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
62ef5e5509dc554e,16,16,1,0.2363587616857142,0.17965547699717138,28,0,92,0,False,"turning,junction,dynamic_interaction,near_collision"
62fb0f8e86d4577f,15,16,2,1.1634877547167588,0.7127635146589493,1,71,33,12,True,"turning,junction,dynamic_interaction,near_collision,candidate_sensitive"
62fc56291f8f58ed,16,16,2,0.5652804825713512,0.5238563148939913,14,28,78,14,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
63511b46d3e0539d,16,16,2,1.1327379909264033,0.8086063603023554,10,84,26,19,True,"straight,dynamic_interaction,candidate_sensitive"
63ab3ac191a358bc,10,10,1,0.49714355316373954,0.5290989583586341,12,16,17,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
6513c92def555e97,16,16,2,1.0487193369051266,0.8060695458581815,6,68,46,21,True,"turning,dynamic_interaction,candidate_sensitive"
