model,split,feature,horizon_s,channel,statistic,support,truth_std,mae,rmse,normalized_rmse,r2,spearman
extra_trees,outer_validation,C_environment_only_h1s_candidate_relative_dynamic_occupancy_max,1.0,candidate_relative_dynamic_occupancy,max,4596,0.13395045697689056,0.020148856565356255,0.10219208151102066,0.8282075421170381,0.41796890963997757,0.22626607514271227
extra_trees,outer_validation,C_environment_only_h1s_candidate_relative_dynamic_occupancy_q10,1.0,candidate_relative_dynamic_occupancy,q10,4596,0.0,0.0,0.0,0.0,,
extra_trees,outer_validation,C_environment_only_h1s_candidate_relative_dynamic_occupancy_q90,1.0,candidate_relative_dynamic_occupancy,q90,4596,0.24436046183109283,0.06935619562864304,0.17761585116386414,0.6805750367848368,0.4716745555421562,0.4044917649314517
extra_trees,outer_validation,C_environment_only_h1s_candidate_relative_dynamic_occupancy_nonzero_fraction,1.0,candidate_relative_dynamic_occupancy,nonzero_fraction,4596,0.03312301263213158,0.01337299682199955,0.017285224050283432,0.5064447738784406,0.727673171631211,0.8349752079808449
extra_trees,outer_validation,C_environment_only_h1s_relative_longitudinal_velocity_mean,1.0,relative_longitudinal_velocity,mean,4596,0.007666465826332569,0.003999454900622368,0.005486559122800827,0.6896446446768696,0.48783521841389677,0.7659994596256295
extra_trees,outer_validation,C_environment_only_h1s_relative_longitudinal_velocity_std,1.0,relative_longitudinal_velocity,std,4596,0.029028043150901794,0.015908068045973778,0.021479681134223938,0.7396785233492501,0.4524545724486505,0.6893425786353768
extra_trees,outer_validation,C_environment_only_h1s_relative_longitudinal_velocity_min,1.0,relative_longitudinal_velocity,min,4596,0.17611002922058105,0.10248831659555435,0.16001814603805542,0.8289716859403906,0.17439884885056967,0.4438495551168322
extra_trees,outer_validation,C_environment_only_h1s_relative_longitudinal_velocity_max,1.0,relative_longitudinal_velocity,max,4596,0.24513541162014008,0.12551896274089813,0.16407489776611328,0.7218369564226915,0.5520060487415703,0.7581040380087493
extra_trees,outer_validation,C_environment_only_h1s_relative_longitudinal_velocity_q10,1.0,relative_longitudinal_velocity,q10,4596,0.010663284920156002,0.0011927930172532797,0.009045383892953396,1.1262930751069857,0.28043168165899646,0.20327028020253698
extra_trees,outer_validation,C_environment_only_h1s_relative_longitudinal_velocity_q90,1.0,relative_longitudinal_velocity,q90,4596,0.016233354806900024,0.002393614500761032,0.014244861900806427,1.008637710668049,0.22998350966934356,0.283677566577647
extra_trees,outer_validation,C_environment_only_h1s_relative_longitudinal_velocity_nonzero_fraction,1.0,relative_longitudinal_velocity,nonzero_fraction,4596,0.032163046300411224,0.013511594384908676,0.01733032800257206,0.516285196613614,0.709665077316666,0.8239218568379125
extra_trees,outer_validation,C_environment_only_h1s_relative_lateral_velocity_mean,1.0,relative_lateral_velocity,mean,4596,0.009923144243657589,0.0036223765928298235,0.005990541074424982,0.5224635644646821,0.635553726634945,0.8129821949307
extra_trees,outer_validation,C_environment_only_h1s_relative_lateral_velocity_std,1.0,relative_lateral_velocity,std,4596,0.028202533721923828,0.010148783214390278,0.013531327247619629,0.4323627883712678,0.7698003957381225,0.8551281718682439
