token,no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,pdm_score,valid,log_name,frame_type,start_time,endpoint_x,endpoint_y,start_point_x,start_point_y,two_frame_extended_comfort,effective_metric_weights,score
1ec5607c174e58db,1.0,1.0,1.0,1.0,0.6927373831910753,1.0,1.0,1.0,0.8902633511396697,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422117.0001519,365569.7824534695,143999.54138328947,365579.57794210827,143990.8921137588,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.903980432247211
1edaacb093c25e24,1.0,1.0,1.0,1.0,0.9362356778962346,1.0,1.0,1.0,0.834369884962941,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422034.000453,365657.6356174287,143869.1998304752,365637.6319994845,143847.90432359377,0.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.8550736493425733
205cf1f3466a5af6,1.0,1.0,1.0,1.0,0.6736548672266465,1.0,1.0,1.0,0.8834481668666595,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422084.500625,365683.12122598296,143952.90814666142,365687.0456654621,143941.9102028256,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.898017146008327
21b4fab862a858b8,1.0,1.0,1.0,1.0,0.7661080212262166,1.0,1.0,1.0,0.9164671504379344,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422093.500201,365640.9662825544,143970.9512372826,365663.8471215793,143961.93369161114,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9269087566331926
22119d9673db504e,1.0,1.0,1.0,1.0,0.6244655957579862,1.0,1.0,1.0,0.7230234270564236,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422088.000396,365671.32544013305,143959.50699360488,365684.1025820692,143951.7500260988,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.8826454986743707
22903ed6b4b45809,1.0,1.0,1.0,1.0,0.6711808944680256,1.0,1.0,1.0,0.8825646051671521,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422085.999748,365678.47288416314,143956.91607178058,365686.61523720634,143945.50415789394,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.897244029521258
24531603f9315046,1.0,1.0,1.0,1.0,0.9013821533400757,1.0,1.0,1.0,0.9647793404785985,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422020.9996428,365583.67034652794,143859.9955065234,365576.6172009711,143873.6040311333,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9691819229187737
25f2e28652bc5f06,1.0,1.0,1.0,1.0,0.7861336301860206,1.0,1.0,1.0,0.7807620107807216,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422037.499779,365673.21684343874,143894.92827728734,365655.218321917,143865.90736947255,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9331667594331314
2754ab87df25534c,1.0,1.0,1.0,1.0,0.5803145709235217,1.0,1.0,1.0,0.7072552039012577,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422082.499487,365686.3639270497,143946.64865812781,365687.1371366645,143938.18471788047,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.8688483034136005
33173f63a6ff513d,1.0,1.0,1.0,1.0,0.842900949898294,1.0,1.0,1.0,0.9438931963922478,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422121.0000088,365568.96549033135,144022.968328309,365570.1128365921,143999.4249328255,,"[5.0, 5.0, 2.0, 2.0, 0.0]",0.9438931963922478
344591ad59d7517d,1.0,1.0,1.0,1.0,0.7799046132657261,1.0,1.0,1.0,0.9213945047377593,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422092.500563,365647.16170681355,143968.4966934633,365668.84620681644,143960.33871740548,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9312201916455394
3e36bef4c12f5be7,1.0,1.0,1.0,1.0,0.6933986398021911,1.0,1.0,1.0,0.8904995142150682,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422085.000391,365681.6080524799,143954.52409997367,365686.9698292259,143942.96234210837,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9041870749381847
40d427a5bcb95ad2,1.0,1.0,1.0,1.0,0.8039304707497775,1.0,1.0,1.0,0.7871180252677777,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422036.999734,365671.4496522392,143891.24634721555,365652.6646449194,143862.64879325766,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9387282721093055
4876b61c929f5180,1.0,1.0,1.0,1.0,0.834030539554086,1.0,1.0,1.0,0.9407251926978878,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422121.499702,365568.8822271758,144026.2627255428,365569.69482393796,144001.68317837527,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9481345436106519
4878391796105da9,1.0,1.0,1.0,1.0,0.6718510962233831,1.0,1.0,1.0,0.8828039629369225,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422006.000061,365575.7138109738,143902.04445337979,365572.5351154234,143922.53070419465,,"[5.0, 5.0, 2.0, 2.0, 0.0]",0.8828039629369225
51dc80968c9c5e08,1.0,1.0,1.0,1.0,0.7274603137207377,1.0,1.0,1.0,0.9026643977574064,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422026.9999008,365621.2538804493,143847.70509386834,365595.17889544106,143856.40824296407,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9148313480377306
5ad9e7defd1150e4,1.0,1.0,1.0,1.0,0.7552826288771972,1.0,1.0,1.0,0.7697437960275704,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422038.499976,365676.8199611296,143902.13418042514,365660.2767681006,143872.89351431714,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9235258215241241
6158d35892e55941,1.0,1.0,1.0,1.0,0.9745908696095027,1.0,1.0,1.0,0.9909253105748225,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422140.499317,365565.7317200773,144134.5180683335,365565.9809196986,144115.90542988313,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9920596467529696
6320ecb991675a39,1.0,1.0,1.0,1.0,0.6685348782827311,1.0,1.0,1.0,0.7387624565295469,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422041.999464,365684.580697481,143924.37068314332,365675.0696106608,143898.51452554806,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.8964171494633535
63c8f3d715e85c4f,1.0,1.0,1.0,1.0,0.7436864702781391,1.0,1.0,1.0,0.7656023108136212,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422039.000102,365678.2468657059,143905.8180094978,365662.7398087994,143876.5704297885,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9199020219619185
6c96474a9c865359,1.0,1.0,1.0,1.0,0.712714353301559,1.0,1.0,1.0,0.7545408404648425,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422041.000027,365683.055457279,143919.06040885855,365671.46337892086,143891.34074123632,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9102232354067372
6ef77d4b725a5cf4,1.0,1.0,1.0,1.0,0.6155456640432637,1.0,1.0,1.0,0.8626948800154514,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422008.999924,365575.90107585443,143888.77843133672,365575.5207681023,143906.86278078437,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.87985802001352
72ebf07a88b25937,1.0,1.0,1.0,1.0,0.8473807384903771,1.0,1.0,1.0,0.8026359780322776,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422035.0005949,365662.5340441179,143876.38687069484,365642.7676892567,143851.5580562784,0.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.8273064807782429
7307e312a7755908,1.0,1.0,1.0,1.0,0.7220793112111062,1.0,1.0,1.0,0.7578854682896807,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422039.500181,365679.40817204857,143908.73196435755,365665.1157566054,143880.29325459647,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9131497847534706
756a836fafd05442,1.0,1.0,1.0,1.0,0.8865414102800132,1.0,1.0,1.0,0.9594790751000046,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422021.999951,365589.02554797364,143857.87494579874,365576.8091061687,143871.0952691777,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9645441907125041
770cf5148b3353a3,1.0,1.0,1.0,1.0,0.7359881005652091,1.0,1.0,1.0,0.9057100359161462,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422031.4998,365645.0040462801,143853.81808315465,365623.7731668762,143847.0338683559,,"[5.0, 5.0, 2.0, 2.0, 0.0]",0.9057100359161462
7cf3f478246b5da6,1.0,1.0,1.0,1.0,0.6131909639444442,1.0,1.0,1.0,0.8618539156944444,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422007.9998999,365575.8019450162,143893.247498683,365574.9028616941,143911.9751920872,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.8791221762326388
7f8be3abc0f45edf,1.0,1.0,1.0,1.0,0.5229302023414106,1.0,1.0,1.0,0.6867607865505038,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422113.999908,365577.16590933996,143991.43687222808,365583.0376067345,143990.48941442967,,"[5.0, 5.0, 2.0, 2.0, 0.0]",0.8296179294076467
83d4827aebe85832,1.0,1.0,1.0,1.0,0.6120727204519681,1.0,1.0,1.0,0.7185974001614172,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422082.999701,365685.79737843055,143948.53858112992,365687.1432807399,143938.98456362696,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.87877272514124
84b9bc99160c578f,1.0,1.0,1.0,1.0,0.7778342947974082,1.0,1.0,1.0,0.7777979624276458,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422037.999857,365675.2989519418,143898.7833573899,365657.7683302108,143869.33171079555,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.93057321712419
87516e1eaafc5107,1.0,1.0,1.0,1.0,0.8512155411873008,1.0,1.0,1.0,0.9468626932811789,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422139.499752,365565.7648850267,144128.35076338472,365566.0645865576,144114.25896897042,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9535048566210316
8c627a1fb8225bc0,1.0,1.0,1.0,1.0,0.7780449290998988,1.0,1.0,1.0,0.9207303318213924,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422092.0004978,365650.1345175745,143967.23867453588,365671.1195093794,143959.63044457376,,"[5.0, 5.0, 2.0, 2.0, 0.0]",0.9207303318213924
8f7463455b225dfb,1.0,1.0,1.0,1.0,0.7117169337761223,1.0,1.0,1.0,0.8970417620629008,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422139.000069,365565.7914742592,144125.7795708808,365566.08414448047,144113.38264843271,,"[5.0, 5.0, 2.0, 2.0, 0.0]",0.8970417620629008
92292554325a5fad,1.0,1.0,1.0,1.0,0.6277663021882639,1.0,1.0,1.0,0.7242022507815228,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422083.5001059,365685.0757167628,143950.14499835315,365687.13132797566,143939.9288561243,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.8836769694338324
9ce14bde80df5bab,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422033.4999099,365655.17660472763,143865.80641527075,365634.9582394177,143846.81176676872,0.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.75
a99dbc17a6f35fa0,1.0,1.0,1.0,1.0,0.7194736968197043,1.0,1.0,1.0,0.7569548917213229,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422040.000212,365680.7393864458,143912.3790156531,365667.3697001827,143884.01596387936,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9123355302561575
abc8c3e51f5857d5,1.0,1.0,1.0,1.0,0.9839100839750641,1.0,1.0,1.0,0.9942536014196658,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422139.999429,365565.74904616293,144131.62147162182,365566.02990450925,144115.01350795836,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9949719012422076
abf1cce3aa57532a,1.0,1.0,1.0,1.0,0.8254170294838665,1.0,1.0,1.0,0.794791796244238,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422036.499888,365669.4225663777,143887.82653834712,365650.14236031304,143859.58046128016,,"[5.0, 5.0, 2.0, 2.0, 0.0]",0.9376489391013809
aeac6b9b55cb5709,1.0,1.0,1.0,1.0,0.7020308689353467,1.0,1.0,1.0,0.7507253103340524,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422041.49975,365684.1006533121,143922.12875073252,365673.30639208417,143894.90780059164,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9068846465422958
b08f0c9d23f054dc,1.0,1.0,1.0,1.0,0.6720863311760501,1.0,1.0,1.0,0.882887975420018,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422116.5003228,365570.6972036393,143997.5019959153,365580.5280168559,143990.76227701298,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.8975269784925157
b49af1daed2a5108,1.0,1.0,1.0,1.0,0.629789605780723,1.0,1.0,1.0,0.8677820020645439,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422087.500069,365673.2330671198,143958.81402779574,365685.045957047,143950.16246784665,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.8843092518064759
b5099ae80a345e3e,1.0,1.0,1.0,1.0,0.6226001413036283,1.0,1.0,1.0,0.8652143361798672,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422006.99994,365575.66739124997,143897.98211801876,365573.7847559507,143917.28061414824,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.8820625441573838
b85595849a165d8f,1.0,1.0,1.0,1.0,0.7572525505522997,1.0,1.0,1.0,0.913304482340107,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422026.5001268,365618.448718771,143848.78392463233,365591.87493057555,143857.24403515266,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9241414220475936
bf12b61919e85002,1.0,1.0,1.0,1.0,0.9801494361486445,1.0,1.0,1.0,0.9929105129102301,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422019.9999309,365579.6188291987,143863.4589475221,365576.5808372873,143874.66223374303,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9937966987964514
c782b0ff62235fda,1.0,1.0,1.0,1.0,0.7615790563990968,1.0,1.0,1.0,0.9148496629996775,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422031.999446,365647.439906281,143856.62369874233,365626.57666614157,143846.4027978512,0.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.8004934551247178
c7a4ef2685fe5928,1.0,1.0,1.0,1.0,0.5825547198117129,1.0,1.0,1.0,0.7080552570756117,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422114.499743,365575.6611531088,143992.08357706855,365582.84951497073,143990.52723977517,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.8695483499411603
c7e729ba460a565d,1.0,1.0,1.0,1.0,0.8600758814660957,1.0,1.0,1.0,0.8071699576664627,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422034.500761,365660.17217893276,143872.79912487642,365640.24471946934,143849.49190475247,0.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.8312737129581549
cce0038c37ca56a3,1.0,1.0,1.0,1.0,0.701107046202461,1.0,1.0,1.0,0.8932525165008789,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422019.000367,365577.637785737,143866.99968638923,365576.5769393336,143874.6573840607,,"[5.0, 5.0, 2.0, 2.0, 0.0]",0.8932525165008789
cdc78adcdfae53a0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422004.000485,365574.9110874577,143911.9441959961,365571.5697698806,143931.6209627138,,"[5.0, 5.0, 2.0, 2.0, 0.0]",1.0
d9e7a7614b095a0b,1.0,1.0,1.0,1.0,0.8237591163665248,1.0,1.0,1.0,0.9370568272737588,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422032.999495,365652.6588882383,143862.62182275637,365632.22286034795,143846.2241860965,0.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.819924723864539
e25b028f941158d3,1.0,1.0,1.0,1.0,0.6427303804051323,1.0,1.0,1.0,0.8724037072875472,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422006.499981,365575.6993692899,143900.1009932596,365573.1443703931,143919.92809196986,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.8883532438766039
e26edc6457f85a2c,1.0,1.0,1.0,1.0,0.685020391539825,1.0,1.0,1.0,0.8875072826927947,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422085.500108,365680.0568929832,143955.71159849007,365686.8374978227,143944.1613369147,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9015688723561953
e9f76526b6d05e5c,1.0,1.0,1.0,1.0,0.8374567305159415,1.0,1.0,1.0,0.941948832327122,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422025.000056,365608.72100158304,143852.24307362188,365583.38356264686,143860.18967349976,,"[5.0, 5.0, 2.0, 2.0, 0.0]",0.941948832327122
ec37ecf537d15383,1.0,1.0,1.0,1.0,0.8470820308699494,1.0,1.0,1.0,0.9453864395964106,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422019.500108,365578.39740241383,143865.34096373795,365576.5823107181,143874.68825503584,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9522131346468592
f52e85080d085ad3,1.0,1.0,1.0,1.0,0.9562257892025839,1.0,1.0,1.0,0.9843663532866371,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422020.499804,365581.5267099149,143861.7577057395,365576.5886902094,143874.35207008923,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9863205591258075
f5b35beed72e5aec,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422004.5006719,365575.32436993683,143909.38925672334,365571.60099308315,143929.55500775945,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",1.0
fa570010ca00540d,1.0,1.0,1.0,1.0,0.774796980660444,1.0,1.0,1.0,0.9195703502358727,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422093.00037,365643.9274172833,143969.7971284949,365666.41070502746,143961.10093236453,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9296240564563887
faa1719d97b65c1e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422005.00045,365575.5140733858,143906.83253547564,365571.75418606756,143927.35794752574,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",1.0
ff409a68b88e5ac0,1.0,1.0,1.0,1.0,0.6114950992763498,1.0,1.0,1.0,0.8612482497415535,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422007.499965,365575.7653071247,143895.64006743926,365574.4000203187,143914.62692815828,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.8785922185238593
0192df9f896c5030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2021.07.09.20.26.06_veh-35_02793_03289,0,1625865783.601096,664430.7872826355,3997615.6183379395,664430.4202868356,3997628.641433202,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",1.0
0266adddeefb584b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,2021.07.09.20.26.06_veh-35_02793_03289,0,1625865532.600874,664464.2141786698,3997822.0280058384,664464.2895763114,3997808.183308457,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",1.0
044e89f71c845e59,1.0,1.0,1.0,1.0,0.8964679667505583,1.0,1.0,1.0,0.9630242738394852,True,2021.07.09.20.26.06_veh-35_02793_03289,0,1625865574.100988,664583.6250933127,3997849.129464923,664571.9199648873,3997844.808090448,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9676462396095495
091a90a5f2855a82,1.0,1.0,1.0,1.0,0.769637381406133,1.0,1.0,1.0,0.9177276362164761,True,2021.07.09.20.26.06_veh-35_02793_03289,0,1625865573.6007578,664582.259968308,3997848.3644139245,664570.2220050555,3997844.5550628393,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9280116816894166
093784159a005ddd,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2021.07.09.20.26.06_veh-35_02793_03289,0,1625865480.100975,664465.481131069,3997745.118768454,664465.9198971859,3997724.171337621,0.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.875
0ba5cd65023a5d5c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,True,2021.07.09.20.26.06_veh-35_02793_03289,0,1625865613.601502,664585.2365604038,3997899.325272852,664592.5093144155,3997895.765637816,,"[5.0, 5.0, 2.0, 2.0, 0.0]",1.0
0d0891893f1d59b5,1.0,1.0,1.0,1.0,0.597961333639272,1.0,1.0,1.0,0.8564147620140258,True,2021.07.09.20.26.06_veh-35_02793_03289,0,1625865542.101071,664468.7614181465,3997858.0363047468,664463.5772827413,3997846.2399234595,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.8743629167622725
0d4a4de2ed0551de,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2021.07.09.20.26.06_veh-35_02793_03289,0,1625865591.60164,664596.5832435273,3997887.599234399,664598.0352702668,3997880.660163968,,"[5.0, 5.0, 2.0, 2.0, 0.0]",1.0
13d47325b0b950f1,1.0,1.0,1.0,1.0,0.862964996790895,1.0,1.0,1.0,0.9510589274253196,True,2021.07.09.20.26.06_veh-35_02793_03289,0,1625865636.600025,664511.2040183381,3997877.3964330372,664525.7034639189,3997877.836755677,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9571765614971547
15080129531552fe,1.0,1.0,1.0,1.0,0.6606470624994782,1.0,1.0,1.0,0.8788025223212423,True,2021.07.09.20.26.06_veh-35_02793_03289,0,1625865580.600718,664593.7353022995,3997860.036737059,664588.1349774433,3997852.6871569157,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.893952207031087
