run,tag,epoch,n,mean
old,lr-AdamW/planning_adapter_no_decay,7,16,0.00027420822516432963
old,lr-AdamW/planning_adapter_no_decay,8,17,0.00026345146504942984
old,lr-AdamW/planning_adapter_no_decay,9,16,0.00025116861797869205
old,lr-AdamW/planning_adapter_no_decay,10,16,0.0002379598663537763
old,lr-AdamW/planning_adapter_no_decay,11,16,0.00022367680230672704
old,lr-AdamW/planning_adapter_no_decay,12,16,0.00020852973648288753
old,lr-AdamW/planning_adapter_no_decay,13,16,0.00019274170699645765
old,lr-AdamW/planning_adapter_no_decay,14,16,0.00017654518705967348
old,lr-AdamW/planning_adapter_no_decay,15,17,0.00015966752578285248
old,lr-AdamW/planning_adapter_no_decay,16,16,0.000142872523611004
old,lr-AdamW/planning_adapter_no_decay,17,16,0.0001269152544409735
old,lr-AdamW/planning_adapter_no_decay,18,16,0.0001115187706091092
old,lr-AdamW/planning_adapter_no_decay,19,16,9.690978413345874e-05
old,lr-AdamW/planning_adapter_no_decay,20,16,8.330340870088548e-05
old,lr-AdamW/planning_adapter_no_decay,21,16,7.089999144227477e-05
old,lr-AdamW/planning_adapter_no_decay,22,17,5.9570372019045276e-05
old,lr-AdamW/planning_adapter_no_decay,23,16,4.98750171118445e-05
old,lr-AdamW/planning_adapter_no_decay,24,16,4.220183291181456e-05
old,lr-AdamW/planning_adapter_no_decay,25,16,3.6336817629489815e-05
old,lr-AdamW/planning_adapter_no_decay,26,16,3.2366333243771805e-05
old,lr-AdamW/planning_adapter_no_decay,27,16,3.0348843779393064e-05
old,lr-AdamW/semantic_fusion_decay,1,16,0.00011863636291309376
old,lr-AdamW/semantic_fusion_decay,2,16,0.0002879692210626672
old,lr-AdamW/semantic_fusion_decay,3,16,0.0002985611827170942
old,lr-AdamW/semantic_fusion_decay,4,16,0.0002952666181954555
old,lr-AdamW/semantic_fusion_decay,5,16,0.0002900539166148519
old,lr-AdamW/semantic_fusion_decay,6,16,0.0002829998247761978
old,lr-AdamW/semantic_fusion_decay,7,16,0.00027420822516432963
old,lr-AdamW/semantic_fusion_decay,8,17,0.00026345146504942984
old,lr-AdamW/semantic_fusion_decay,9,16,0.00025116861797869205
old,lr-AdamW/semantic_fusion_decay,10,16,0.0002379598663537763
old,lr-AdamW/semantic_fusion_decay,11,16,0.00022367680230672704
old,lr-AdamW/semantic_fusion_decay,12,16,0.00020852973648288753
old,lr-AdamW/semantic_fusion_decay,13,16,0.00019274170699645765
old,lr-AdamW/semantic_fusion_decay,14,16,0.00017654518705967348
old,lr-AdamW/semantic_fusion_decay,15,17,0.00015966752578285248
old,lr-AdamW/semantic_fusion_decay,16,16,0.000142872523611004
old,lr-AdamW/semantic_fusion_decay,17,16,0.0001269152544409735
old,lr-AdamW/semantic_fusion_decay,18,16,0.0001115187706091092
old,lr-AdamW/semantic_fusion_decay,19,16,9.690978413345874e-05
old,lr-AdamW/semantic_fusion_decay,20,16,8.330340870088548e-05
old,lr-AdamW/semantic_fusion_decay,21,16,7.089999144227477e-05
old,lr-AdamW/semantic_fusion_decay,22,17,5.9570372019045276e-05
old,lr-AdamW/semantic_fusion_decay,23,16,4.98750171118445e-05
old,lr-AdamW/semantic_fusion_decay,24,16,4.220183291181456e-05
old,lr-AdamW/semantic_fusion_decay,25,16,3.6336817629489815e-05
old,lr-AdamW/semantic_fusion_decay,26,16,3.2366333243771805e-05
old,lr-AdamW/semantic_fusion_decay,27,16,3.0348843779393064e-05
old,lr-AdamW/semantic_fusion_no_decay,1,16,0.00011863636291309376
old,lr-AdamW/semantic_fusion_no_decay,2,16,0.0002879692210626672
old,lr-AdamW/semantic_fusion_no_decay,3,16,0.0002985611827170942
old,lr-AdamW/semantic_fusion_no_decay,4,16,0.0002952666181954555
old,lr-AdamW/semantic_fusion_no_decay,5,16,0.0002900539166148519
old,lr-AdamW/semantic_fusion_no_decay,6,16,0.0002829998247761978
old,lr-AdamW/semantic_fusion_no_decay,7,16,0.00027420822516432963
old,lr-AdamW/semantic_fusion_no_decay,8,17,0.00026345146504942984
old,lr-AdamW/semantic_fusion_no_decay,9,16,0.00025116861797869205
old,lr-AdamW/semantic_fusion_no_decay,10,16,0.0002379598663537763
old,lr-AdamW/semantic_fusion_no_decay,11,16,0.00022367680230672704
old,lr-AdamW/semantic_fusion_no_decay,12,16,0.00020852973648288753
old,lr-AdamW/semantic_fusion_no_decay,13,16,0.00019274170699645765
old,lr-AdamW/semantic_fusion_no_decay,14,16,0.00017654518705967348
old,lr-AdamW/semantic_fusion_no_decay,15,17,0.00015966752578285248
old,lr-AdamW/semantic_fusion_no_decay,16,16,0.000142872523611004
old,lr-AdamW/semantic_fusion_no_decay,17,16,0.0001269152544409735
old,lr-AdamW/semantic_fusion_no_decay,18,16,0.0001115187706091092
old,lr-AdamW/semantic_fusion_no_decay,19,16,9.690978413345874e-05
old,lr-AdamW/semantic_fusion_no_decay,20,16,8.330340870088548e-05
old,lr-AdamW/semantic_fusion_no_decay,21,16,7.089999144227477e-05
old,lr-AdamW/semantic_fusion_no_decay,22,17,5.9570372019045276e-05
old,lr-AdamW/semantic_fusion_no_decay,23,16,4.98750171118445e-05
old,lr-AdamW/semantic_fusion_no_decay,24,16,4.220183291181456e-05
old,lr-AdamW/semantic_fusion_no_decay,25,16,3.6336817629489815e-05
old,lr-AdamW/semantic_fusion_no_decay,26,16,3.2366333243771805e-05
old,lr-AdamW/semantic_fusion_no_decay,27,16,3.0348843779393064e-05
old,lr-AdamW/action_generator_decay,1,16,0.00011863636291309376
old,lr-AdamW/action_generator_decay,2,16,0.0002879692210626672
old,lr-AdamW/action_generator_decay,3,16,0.0002985611827170942
old,lr-AdamW/action_generator_decay,4,16,0.0002952666181954555
old,lr-AdamW/action_generator_decay,5,16,0.0002900539166148519
old,lr-AdamW/action_generator_decay,6,16,0.0002829998247761978
old,lr-AdamW/action_generator_decay,7,16,0.00027420822516432963
old,lr-AdamW/action_generator_decay,8,17,0.00026345146504942984
old,lr-AdamW/action_generator_decay,9,16,0.00025116861797869205
old,lr-AdamW/action_generator_decay,10,16,0.0002379598663537763
old,lr-AdamW/action_generator_decay,11,16,0.00022367680230672704
old,lr-AdamW/action_generator_decay,12,16,0.00020852973648288753
old,lr-AdamW/action_generator_decay,13,16,0.00019274170699645765
old,lr-AdamW/action_generator_decay,14,16,0.00017654518705967348
old,lr-AdamW/action_generator_decay,15,17,0.00015966752578285248
old,lr-AdamW/action_generator_decay,16,16,0.000142872523611004
old,lr-AdamW/action_generator_decay,17,16,0.0001269152544409735
old,lr-AdamW/action_generator_decay,18,16,0.0001115187706091092
old,lr-AdamW/action_generator_decay,19,16,9.690978413345874e-05
old,lr-AdamW/action_generator_decay,20,16,8.330340870088548e-05
old,lr-AdamW/action_generator_decay,21,16,7.089999144227477e-05
old,lr-AdamW/action_generator_decay,22,17,5.9570372019045276e-05
old,lr-AdamW/action_generator_decay,23,16,4.98750171118445e-05
old,lr-AdamW/action_generator_decay,24,16,4.220183291181456e-05
old,lr-AdamW/action_generator_decay,25,16,3.6336817629489815e-05
old,lr-AdamW/action_generator_decay,26,16,3.2366333243771805e-05
old,lr-AdamW/action_generator_decay,27,16,3.0348843779393064e-05
old,lr-AdamW/action_generator_no_decay,1,16,0.00011863636291309376
old,lr-AdamW/action_generator_no_decay,2,16,0.0002879692210626672
old,lr-AdamW/action_generator_no_decay,3,16,0.0002985611827170942
old,lr-AdamW/action_generator_no_decay,4,16,0.0002952666181954555
old,lr-AdamW/action_generator_no_decay,5,16,0.0002900539166148519
old,lr-AdamW/action_generator_no_decay,6,16,0.0002829998247761978
old,lr-AdamW/action_generator_no_decay,7,16,0.00027420822516432963
old,lr-AdamW/action_generator_no_decay,8,17,0.00026345146504942984
old,lr-AdamW/action_generator_no_decay,9,16,0.00025116861797869205
old,lr-AdamW/action_generator_no_decay,10,16,0.0002379598663537763
old,lr-AdamW/action_generator_no_decay,11,16,0.00022367680230672704
old,lr-AdamW/action_generator_no_decay,12,16,0.00020852973648288753
old,lr-AdamW/action_generator_no_decay,13,16,0.00019274170699645765
old,lr-AdamW/action_generator_no_decay,14,16,0.00017654518705967348
old,lr-AdamW/action_generator_no_decay,15,17,0.00015966752578285248
old,lr-AdamW/action_generator_no_decay,16,16,0.000142872523611004
old,lr-AdamW/action_generator_no_decay,17,16,0.0001269152544409735
old,lr-AdamW/action_generator_no_decay,18,16,0.0001115187706091092
old,lr-AdamW/action_generator_no_decay,19,16,9.690978413345874e-05
old,lr-AdamW/action_generator_no_decay,20,16,8.330340870088548e-05
old,lr-AdamW/action_generator_no_decay,21,16,7.089999144227477e-05
old,lr-AdamW/action_generator_no_decay,22,17,5.9570372019045276e-05
old,lr-AdamW/action_generator_no_decay,23,16,4.98750171118445e-05
old,lr-AdamW/action_generator_no_decay,24,16,4.220183291181456e-05
old,lr-AdamW/action_generator_no_decay,25,16,3.6336817629489815e-05
old,lr-AdamW/action_generator_no_decay,26,16,3.2366333243771805e-05
old,lr-AdamW/action_generator_no_decay,27,16,3.0348843779393064e-05
old,lr-AdamW/scorer_decay,1,16,0.00011863636291309376
old,lr-AdamW/scorer_decay,2,16,0.0002879692210626672
old,lr-AdamW/scorer_decay,3,16,0.0002985611827170942
old,lr-AdamW/scorer_decay,4,16,0.0002952666181954555
old,lr-AdamW/scorer_decay,5,16,0.0002900539166148519
old,lr-AdamW/scorer_decay,6,16,0.0002829998247761978
old,lr-AdamW/scorer_decay,7,16,0.00027420822516432963
old,lr-AdamW/scorer_decay,8,17,0.00026345146504942984
old,lr-AdamW/scorer_decay,9,16,0.00025116861797869205
old,lr-AdamW/scorer_decay,10,16,0.0002379598663537763
old,lr-AdamW/scorer_decay,11,16,0.00022367680230672704
old,lr-AdamW/scorer_decay,12,16,0.00020852973648288753
old,lr-AdamW/scorer_decay,13,16,0.00019274170699645765
old,lr-AdamW/scorer_decay,14,16,0.00017654518705967348
old,lr-AdamW/scorer_decay,15,17,0.00015966752578285248
old,lr-AdamW/scorer_decay,16,16,0.000142872523611004
old,lr-AdamW/scorer_decay,17,16,0.0001269152544409735
old,lr-AdamW/scorer_decay,18,16,0.0001115187706091092
old,lr-AdamW/scorer_decay,19,16,9.690978413345874e-05
old,lr-AdamW/scorer_decay,20,16,8.330340870088548e-05
old,lr-AdamW/scorer_decay,21,16,7.089999144227477e-05
old,lr-AdamW/scorer_decay,22,17,5.9570372019045276e-05
old,lr-AdamW/scorer_decay,23,16,4.98750171118445e-05
old,lr-AdamW/scorer_decay,24,16,4.220183291181456e-05
old,lr-AdamW/scorer_decay,25,16,3.6336817629489815e-05
old,lr-AdamW/scorer_decay,26,16,3.2366333243771805e-05
old,lr-AdamW/scorer_decay,27,16,3.0348843779393064e-05
old,lr-AdamW/scorer_no_decay,1,16,0.00011863636291309376
old,lr-AdamW/scorer_no_decay,2,16,0.0002879692210626672
old,lr-AdamW/scorer_no_decay,3,16,0.0002985611827170942
old,lr-AdamW/scorer_no_decay,4,16,0.0002952666181954555
old,lr-AdamW/scorer_no_decay,5,16,0.0002900539166148519
old,lr-AdamW/scorer_no_decay,6,16,0.0002829998247761978
old,lr-AdamW/scorer_no_decay,7,16,0.00027420822516432963
old,lr-AdamW/scorer_no_decay,8,17,0.00026345146504942984
old,lr-AdamW/scorer_no_decay,9,16,0.00025116861797869205
old,lr-AdamW/scorer_no_decay,10,16,0.0002379598663537763
old,lr-AdamW/scorer_no_decay,11,16,0.00022367680230672704
old,lr-AdamW/scorer_no_decay,12,16,0.00020852973648288753
old,lr-AdamW/scorer_no_decay,13,16,0.00019274170699645765
old,lr-AdamW/scorer_no_decay,14,16,0.00017654518705967348
old,lr-AdamW/scorer_no_decay,15,17,0.00015966752578285248
old,lr-AdamW/scorer_no_decay,16,16,0.000142872523611004
old,lr-AdamW/scorer_no_decay,17,16,0.0001269152544409735
old,lr-AdamW/scorer_no_decay,18,16,0.0001115187706091092
old,lr-AdamW/scorer_no_decay,19,16,9.690978413345874e-05
old,lr-AdamW/scorer_no_decay,20,16,8.330340870088548e-05
old,lr-AdamW/scorer_no_decay,21,16,7.089999144227477e-05
old,lr-AdamW/scorer_no_decay,22,17,5.9570372019045276e-05
old,lr-AdamW/scorer_no_decay,23,16,4.98750171118445e-05
old,lr-AdamW/scorer_no_decay,24,16,4.220183291181456e-05
old,lr-AdamW/scorer_no_decay,25,16,3.6336817629489815e-05
old,lr-AdamW/scorer_no_decay,26,16,3.2366333243771805e-05
old,lr-AdamW/scorer_no_decay,27,16,3.0348843779393064e-05
old,lr-AdamW/future_predictor_decay,1,16,0.00011863636291309376
old,lr-AdamW/future_predictor_decay,2,16,0.0002879692210626672
old,lr-AdamW/future_predictor_decay,3,16,0.0002985611827170942
old,lr-AdamW/future_predictor_decay,4,16,0.0002952666181954555
old,lr-AdamW/future_predictor_decay,5,16,0.0002900539166148519
old,lr-AdamW/future_predictor_decay,6,16,0.0002829998247761978
old,lr-AdamW/future_predictor_decay,7,16,0.00027420822516432963
old,lr-AdamW/future_predictor_decay,8,17,0.00026345146504942984
old,lr-AdamW/future_predictor_decay,9,16,0.00025116861797869205
old,lr-AdamW/future_predictor_decay,10,16,0.0002379598663537763
old,lr-AdamW/future_predictor_decay,11,16,0.00022367680230672704
old,lr-AdamW/future_predictor_decay,12,16,0.00020852973648288753
old,lr-AdamW/future_predictor_decay,13,16,0.00019274170699645765
old,lr-AdamW/future_predictor_decay,14,16,0.00017654518705967348
old,lr-AdamW/future_predictor_decay,15,17,0.00015966752578285248
old,lr-AdamW/future_predictor_decay,16,16,0.000142872523611004
old,lr-AdamW/future_predictor_decay,17,16,0.0001269152544409735
old,lr-AdamW/future_predictor_decay,18,16,0.0001115187706091092
old,lr-AdamW/future_predictor_decay,19,16,9.690978413345874e-05
old,lr-AdamW/future_predictor_decay,20,16,8.330340870088548e-05
old,lr-AdamW/future_predictor_decay,21,16,7.089999144227477e-05
old,lr-AdamW/future_predictor_decay,22,17,5.9570372019045276e-05
old,lr-AdamW/future_predictor_decay,23,16,4.98750171118445e-05
old,lr-AdamW/future_predictor_decay,24,16,4.220183291181456e-05
old,lr-AdamW/future_predictor_decay,25,16,3.6336817629489815e-05
old,lr-AdamW/future_predictor_decay,26,16,3.2366333243771805e-05
old,lr-AdamW/future_predictor_decay,27,16,3.0348843779393064e-05
old,lr-AdamW/future_predictor_no_decay,1,16,0.00011863636291309376
old,lr-AdamW/future_predictor_no_decay,2,16,0.0002879692210626672
old,lr-AdamW/future_predictor_no_decay,3,16,0.0002985611827170942
old,lr-AdamW/future_predictor_no_decay,4,16,0.0002952666181954555
old,lr-AdamW/future_predictor_no_decay,5,16,0.0002900539166148519
old,lr-AdamW/future_predictor_no_decay,6,16,0.0002829998247761978
old,lr-AdamW/future_predictor_no_decay,7,16,0.00027420822516432963
old,lr-AdamW/future_predictor_no_decay,8,17,0.00026345146504942984
old,lr-AdamW/future_predictor_no_decay,9,16,0.00025116861797869205
old,lr-AdamW/future_predictor_no_decay,10,16,0.0002379598663537763
old,lr-AdamW/future_predictor_no_decay,11,16,0.00022367680230672704
old,lr-AdamW/future_predictor_no_decay,12,16,0.00020852973648288753
old,lr-AdamW/future_predictor_no_decay,13,16,0.00019274170699645765
old,lr-AdamW/future_predictor_no_decay,14,16,0.00017654518705967348
old,lr-AdamW/future_predictor_no_decay,15,17,0.00015966752578285248
old,lr-AdamW/future_predictor_no_decay,16,16,0.000142872523611004
old,lr-AdamW/future_predictor_no_decay,17,16,0.0001269152544409735
old,lr-AdamW/future_predictor_no_decay,18,16,0.0001115187706091092
old,lr-AdamW/future_predictor_no_decay,19,16,9.690978413345874e-05
old,lr-AdamW/future_predictor_no_decay,20,16,8.330340870088548e-05
old,lr-AdamW/future_predictor_no_decay,21,16,7.089999144227477e-05
old,lr-AdamW/future_predictor_no_decay,22,17,5.9570372019045276e-05
old,lr-AdamW/future_predictor_no_decay,23,16,4.98750171118445e-05
old,lr-AdamW/future_predictor_no_decay,24,16,4.220183291181456e-05
old,lr-AdamW/future_predictor_no_decay,25,16,3.6336817629489815e-05
old,lr-AdamW/future_predictor_no_decay,26,16,3.2366333243771805e-05
old,lr-AdamW/future_predictor_no_decay,27,16,3.0348843779393064e-05
old,lr-AdamW/semantic_qformer_decay,1,16,5.931818145654688e-05
old,lr-AdamW/semantic_qformer_decay,2,16,0.0001439846105313336
old,lr-AdamW/semantic_qformer_decay,3,16,0.0001492805913585471
old,lr-AdamW/semantic_qformer_decay,4,16,0.00014763330909772776
old,lr-AdamW/semantic_qformer_decay,5,16,0.00014502695830742596
old,lr-AdamW/semantic_qformer_decay,6,16,0.0001414999123880989
old,lr-AdamW/semantic_qformer_decay,7,16,0.00013710411258216482
old,lr-AdamW/semantic_qformer_decay,8,17,0.00013172573252471492
old,lr-AdamW/semantic_qformer_decay,9,16,0.00012558430898934603
old,lr-AdamW/semantic_qformer_decay,10,16,0.00011897993317688815
old,lr-AdamW/semantic_qformer_decay,11,16,0.00011183840115336352
old,lr-AdamW/semantic_qformer_decay,12,16,0.00010426486824144376
old,lr-AdamW/semantic_qformer_decay,13,16,9.637085349822883e-05
old,lr-AdamW/semantic_qformer_decay,14,16,8.827259352983674e-05
old,lr-AdamW/semantic_qformer_decay,15,17,7.983376289142624e-05
old,lr-AdamW/semantic_qformer_decay,16,16,7.1436261805502e-05
old,lr-AdamW/semantic_qformer_decay,17,16,6.345762722048676e-05
old,lr-AdamW/semantic_qformer_decay,18,16,5.57593853045546e-05
old,lr-AdamW/semantic_qformer_decay,19,16,4.845489206672937e-05
old,lr-AdamW/semantic_qformer_decay,20,16,4.165170435044274e-05
old,lr-AdamW/semantic_qformer_decay,21,16,3.5449995721137384e-05
old,lr-AdamW/semantic_qformer_decay,22,17,2.9785186009522638e-05
old,lr-AdamW/semantic_qformer_decay,23,16,2.493750855592225e-05
old,lr-AdamW/semantic_qformer_decay,24,16,2.110091645590728e-05
old,lr-AdamW/semantic_qformer_decay,25,16,1.8168408814744907e-05
old,lr-AdamW/semantic_qformer_decay,26,16,1.6183166621885903e-05
old,lr-AdamW/semantic_qformer_decay,27,16,1.5174421889696532e-05
old,lr-AdamW/semantic_qformer_no_decay,1,16,5.931818145654688e-05
old,lr-AdamW/semantic_qformer_no_decay,2,16,0.0001439846105313336
old,lr-AdamW/semantic_qformer_no_decay,3,16,0.0001492805913585471
old,lr-AdamW/semantic_qformer_no_decay,4,16,0.00014763330909772776
old,lr-AdamW/semantic_qformer_no_decay,5,16,0.00014502695830742596
old,lr-AdamW/semantic_qformer_no_decay,6,16,0.0001414999123880989
old,lr-AdamW/semantic_qformer_no_decay,7,16,0.00013710411258216482
old,lr-AdamW/semantic_qformer_no_decay,8,17,0.00013172573252471492
old,lr-AdamW/semantic_qformer_no_decay,9,16,0.00012558430898934603
old,lr-AdamW/semantic_qformer_no_decay,10,16,0.00011897993317688815
old,lr-AdamW/semantic_qformer_no_decay,11,16,0.00011183840115336352
old,lr-AdamW/semantic_qformer_no_decay,12,16,0.00010426486824144376
old,lr-AdamW/semantic_qformer_no_decay,13,16,9.637085349822883e-05
old,lr-AdamW/semantic_qformer_no_decay,14,16,8.827259352983674e-05
old,lr-AdamW/semantic_qformer_no_decay,15,17,7.983376289142624e-05
old,lr-AdamW/semantic_qformer_no_decay,16,16,7.1436261805502e-05
old,lr-AdamW/semantic_qformer_no_decay,17,16,6.345762722048676e-05
old,lr-AdamW/semantic_qformer_no_decay,18,16,5.57593853045546e-05
old,lr-AdamW/semantic_qformer_no_decay,19,16,4.845489206672937e-05
old,lr-AdamW/semantic_qformer_no_decay,20,16,4.165170435044274e-05
old,lr-AdamW/semantic_qformer_no_decay,21,16,3.5449995721137384e-05
old,lr-AdamW/semantic_qformer_no_decay,22,17,2.9785186009522638e-05
old,lr-AdamW/semantic_qformer_no_decay,23,16,2.493750855592225e-05
old,lr-AdamW/semantic_qformer_no_decay,24,16,2.110091645590728e-05
old,lr-AdamW/semantic_qformer_no_decay,25,16,1.8168408814744907e-05
old,lr-AdamW/semantic_qformer_no_decay,26,16,1.6183166621885903e-05
old,lr-AdamW/semantic_qformer_no_decay,27,16,1.5174421889696532e-05
old,lr-AdamW/vision_qv_lora_no_decay,1,16,1.9772727000599843e-05
old,lr-AdamW/vision_qv_lora_no_decay,2,16,4.7994870556067326e-05
old,lr-AdamW/vision_qv_lora_no_decay,3,16,4.97601968163508e-05
old,lr-AdamW/vision_qv_lora_no_decay,4,16,4.9211102805202245e-05
old,lr-AdamW/vision_qv_lora_no_decay,5,16,4.83423186778964e-05
old,lr-AdamW/vision_qv_lora_no_decay,6,16,4.7166637841655756e-05
old,lr-AdamW/vision_qv_lora_no_decay,7,16,4.5701370709139155e-05
old,lr-AdamW/vision_qv_lora_no_decay,8,17,4.3908577936235815e-05
old,lr-AdamW/vision_qv_lora_no_decay,9,16,4.186143678452936e-05
old,lr-AdamW/vision_qv_lora_no_decay,10,16,3.965997825616796e-05
old,lr-AdamW/vision_qv_lora_no_decay,11,16,3.727946659637382e-05
old,lr-AdamW/vision_qv_lora_no_decay,12,16,3.475495600469003e-05
old,lr-AdamW/vision_qv_lora_no_decay,13,16,3.2123617302204366e-05
old,lr-AdamW/vision_qv_lora_no_decay,14,16,2.9424198032756976e-05
old,lr-AdamW/vision_qv_lora_no_decay,15,17,2.6611254511140834e-05
old,lr-AdamW/vision_qv_lora_no_decay,16,16,2.3812087647456792e-05
old,lr-AdamW/vision_qv_lora_no_decay,17,16,2.1152542331037694e-05
old,lr-AdamW/vision_qv_lora_no_decay,18,16,1.858646169239364e-05
old,lr-AdamW/vision_qv_lora_no_decay,19,16,1.6151630916283466e-05
old,lr-AdamW/vision_qv_lora_no_decay,20,16,1.3883901374356356e-05
old,lr-AdamW/vision_qv_lora_no_decay,21,16,1.1816665391961578e-05
old,lr-AdamW/vision_qv_lora_no_decay,22,17,9.928395390007235e-06
old,lr-AdamW/vision_qv_lora_no_decay,23,16,8.312502927765308e-06
old,lr-AdamW/vision_qv_lora_no_decay,24,16,7.033638809161857e-06
old,lr-AdamW/vision_qv_lora_no_decay,25,16,6.056136300003345e-06
old,lr-AdamW/vision_qv_lora_no_decay,26,16,5.394388836066355e-06
old,lr-AdamW/vision_qv_lora_no_decay,27,16,5.058140686742263e-06
old,train/loss,1,16,9.40681977570057
old,train/loss,2,16,3.2408852204680443
old,train/loss,3,16,2.3412122428417206
old,train/loss,4,16,2.2274725884199142
old,train/loss,5,16,2.313560649752617
old,train/loss,6,16,2.172873519361019
old,train/loss,7,15,1.9719913323720297
old,train/loss,8,16,1.904397040605545
old,train/loss,9,16,1.9315356314182281
old,train/loss,10,16,1.975300669670105
old,train/loss,11,16,1.645315557718277
old,train/loss,12,16,1.8638436943292618
old,train/loss,13,16,1.637168012559414
old,train/loss,14,15,1.5186749935150146
old,train/loss,15,16,1.4412987679243088
old,train/loss,16,16,1.477509044110775
old,train/loss,17,16,1.5247066281735897
old,train/loss,18,16,1.366106390953064
old,train/loss,19,16,1.3830384947359562
old,train/loss,20,16,1.4523782134056091
old,train/loss,21,16,1.3186773993074894
old,train/loss,22,16,1.3924092575907707
old,train/loss,23,16,1.3725484646856785
old,train/loss,24,16,1.2935922294855118
old,train/loss,25,16,1.2113928906619549
old,train/loss,26,16,1.2973110601305962
old,train/loss,27,16,1.1959184557199478
old,train/trajectory_loss,1,16,7.334773302078247
old,train/trajectory_loss,2,16,1.2956408970057964
old,train/trajectory_loss,3,16,0.9007686376571655
old,train/trajectory_loss,4,16,0.8205391876399517
old,train/trajectory_loss,5,16,0.9133138693869114
old,train/trajectory_loss,6,16,0.8439525179564953
old,train/trajectory_loss,7,15,0.7634537617365519
old,train/trajectory_loss,8,16,0.7147662881761789
old,train/trajectory_loss,9,16,0.75041838362813
old,train/trajectory_loss,10,16,0.7548509929329157
old,train/trajectory_loss,11,16,0.6723256167024374
old,train/trajectory_loss,12,16,0.7355698365718126
old,train/trajectory_loss,13,16,0.6353647783398628
old,train/trajectory_loss,14,15,0.6167892714341482
old,train/trajectory_loss,15,16,0.5638849660754204
old,train/trajectory_loss,16,16,0.6310539674013853
old,train/trajectory_loss,17,16,0.6132110580801964
old,train/trajectory_loss,18,16,0.5228852853178978
old,train/trajectory_loss,19,16,0.5258698426187038
old,train/trajectory_loss,20,16,0.6031746007502079
old,train/trajectory_loss,21,16,0.5509900953620672
old,train/trajectory_loss,22,16,0.5657221991568804
old,train/trajectory_loss,23,16,0.5793483685702085
old,train/trajectory_loss,24,16,0.5759614370763302
old,train/trajectory_loss,25,16,0.49483273178339005
old,train/trajectory_loss,26,16,0.5423766057938337
old,train/trajectory_loss,27,16,0.5056547895073891
old,train/da_loss,1,16,0.3931025452911854
old,train/da_loss,2,16,0.3355623511597514
old,train/da_loss,3,16,0.2566704931668937
old,train/da_loss,4,16,0.23666165955364704
old,train/da_loss,5,16,0.19486007001250982
old,train/da_loss,6,16,0.19279646733775735
old,train/da_loss,7,15,0.16490957401692868
old,train/da_loss,8,16,0.19805680139688775
old,train/da_loss,9,16,0.20779797830618918
old,train/da_loss,10,16,0.17318856599740684
old,train/da_loss,11,16,0.1408940729452297
old,train/da_loss,12,16,0.15696438448503613
old,train/da_loss,13,16,0.14571496593998745
old,train/da_loss,14,15,0.14013512134552003
old,train/da_loss,15,16,0.09411920083221048
old,train/da_loss,16,16,0.14007090544328094
old,train/da_loss,17,16,0.09426061250269413
old,train/da_loss,18,16,0.08929550022003241
